Year_Reference,District,Neighborhood,Census_Section,Import_Euros
2017,Eixample,la Dreta de l'Eixample,61,22233
2017,Eixample,la Dreta de l'Eixample,62,27400
2017,Eixample,la Dreta de l'Eixample,63,35813
2017,Eixample,la Dreta de l'Eixample,64,30391
2017,Eixample,la Dreta de l'Eixample,65,26323
2017,Eixample,la Dreta de l'Eixample,66,25069
2017,Eixample,la Dreta de l'Eixample,67,22678
2017,Eixample,la Dreta de l'Eixample,68,22977
2017,Eixample,la Dreta de l'Eixample,69,27318
2017,Eixample,la Dreta de l'Eixample,70,26880
2017,Eixample,la Dreta de l'Eixample,71,28975
2017,Eixample,la Dreta de l'Eixample,72,33158
2017,Eixample,la Dreta de l'Eixample,73,28853
2017,Eixample,la Dreta de l'Eixample,74,29036
2017,Eixample,la Dreta de l'Eixample,75,28107
2017,Eixample,la Dreta de l'Eixample,76,30044
2017,Eixample,la Dreta de l'Eixample,77,29980
2017,Eixample,la Dreta de l'Eixample,78,34551
2017,Eixample,la Dreta de l'Eixample,79,32024
2017,Eixample,la Dreta de l'Eixample,80,35316
2017,Eixample,la Dreta de l'Eixample,81,33025
2017,Eixample,la Dreta de l'Eixample,82,31258
2017,Eixample,la Dreta de l'Eixample,83,38185
2017,Eixample,l'Antiga Esquerra de l'Eixample,84,26019
2017,Eixample,l'Antiga Esquerra de l'Eixample,85,28231
2017,Eixample,l'Antiga Esquerra de l'Eixample,86,28755
2017,Eixample,l'Antiga Esquerra de l'Eixample,87,26761
2017,Eixample,l'Antiga Esquerra de l'Eixample,88,28740
2017,Eixample,l'Antiga Esquerra de l'Eixample,89,26634
2017,Eixample,l'Antiga Esquerra de l'Eixample,90,24607
2017,Eixample,l'Antiga Esquerra de l'Eixample,91,25126
2017,Eixample,l'Antiga Esquerra de l'Eixample,92,24941
2017,Eixample,l'Antiga Esquerra de l'Eixample,93,26072
2017,Eixample,l'Antiga Esquerra de l'Eixample,94,27071
2017,Eixample,l'Antiga Esquerra de l'Eixample,95,25018
2017,Eixample,l'Antiga Esquerra de l'Eixample,96,23185
2017,Eixample,l'Antiga Esquerra de l'Eixample,97,22643
2017,Eixample,l'Antiga Esquerra de l'Eixample,98,23390
2017,Eixample,l'Antiga Esquerra de l'Eixample,99,26805
2017,Eixample,l'Antiga Esquerra de l'Eixample,100,25853
2017,Eixample,l'Antiga Esquerra de l'Eixample,101,23349
2017,Eixample,l'Antiga Esquerra de l'Eixample,102,28810
2017,Eixample,l'Antiga Esquerra de l'Eixample,103,22088
2017,Eixample,l'Antiga Esquerra de l'Eixample,104,27351
2017,Eixample,l'Antiga Esquerra de l'Eixample,105,22584
2017,Eixample,l'Antiga Esquerra de l'Eixample,106,29006
2017,Eixample,l'Antiga Esquerra de l'Eixample,107,29675
2017,Eixample,l'Antiga Esquerra de l'Eixample,108,31207
2017,Eixample,l'Antiga Esquerra de l'Eixample,109,31205
2017,Eixample,la Nova Esquerra de l'Eixample,110,23325
2017,Eixample,la Nova Esquerra de l'Eixample,111,24826
2017,Eixample,la Nova Esquerra de l'Eixample,112,29726
2017,Eixample,la Nova Esquerra de l'Eixample,113,28421
2017,Eixample,la Nova Esquerra de l'Eixample,114,24355
2017,Eixample,la Nova Esquerra de l'Eixample,115,22812
2017,Eixample,la Nova Esquerra de l'Eixample,116,28159
2017,Eixample,la Nova Esquerra de l'Eixample,117,25337
2017,Eixample,la Nova Esquerra de l'Eixample,118,27367
2017,Eixample,la Nova Esquerra de l'Eixample,119,25772
2017,Eixample,la Nova Esquerra de l'Eixample,120,23460
2017,Eixample,la Nova Esquerra de l'Eixample,121,25688
2017,Eixample,la Nova Esquerra de l'Eixample,122,30024
2017,Eixample,la Nova Esquerra de l'Eixample,123,23808
2017,Eixample,la Nova Esquerra de l'Eixample,124,26051
2017,Eixample,la Nova Esquerra de l'Eixample,125,24933
2017,Eixample,la Nova Esquerra de l'Eixample,126,24665
2017,Eixample,la Nova Esquerra de l'Eixample,127,23287
2017,Eixample,la Nova Esquerra de l'Eixample,128,21624
2017,Eixample,la Nova Esquerra de l'Eixample,129,24934
2017,Eixample,la Nova Esquerra de l'Eixample,130,34478
2017,Eixample,la Nova Esquerra de l'Eixample,131,22100
2017,Eixample,la Nova Esquerra de l'Eixample,132,22400
2017,Eixample,la Nova Esquerra de l'Eixample,133,24492
2017,Eixample,la Nova Esquerra de l'Eixample,134,22500
2017,Eixample,la Nova Esquerra de l'Eixample,135,20628
2017,Eixample,la Nova Esquerra de l'Eixample,136,24168
2017,Eixample,la Nova Esquerra de l'Eixample,137,19569
2017,Eixample,la Nova Esquerra de l'Eixample,138,24723
2017,Eixample,la Nova Esquerra de l'Eixample,139,21345
2017,Eixample,la Nova Esquerra de l'Eixample,140,23512
2017,Eixample,la Nova Esquerra de l'Eixample,141,22066
2017,Eixample,la Nova Esquerra de l'Eixample,142,19872
2017,Eixample,la Nova Esquerra de l'Eixample,143,24768
2017,Eixample,la Nova Esquerra de l'Eixample,144,24410
2017,Eixample,la Nova Esquerra de l'Eixample,145,22396
2017,Eixample,la Nova Esquerra de l'Eixample,146,23347
2017,Eixample,la Nova Esquerra de l'Eixample,147,21152
2017,Eixample,la Nova Esquerra de l'Eixample,148,23451
2017,Eixample,la Nova Esquerra de l'Eixample,149,22795
2017,Eixample,Sant Antoni,150,20735
2017,Eixample,Sant Antoni,151,22439
2017,Eixample,Sant Antoni,152,24267
2017,Eixample,Sant Antoni,153,25185
2017,Eixample,Sant Antoni,154,18347
2017,Eixample,Sant Antoni,155,19647
2017,Eixample,Sant Antoni,156,21342
2017,Eixample,Sant Antoni,157,19801
2017,Eixample,Sant Antoni,158,22172
2017,Eixample,Sant Antoni,159,22380
2017,Eixample,Sant Antoni,160,24784
2017,Eixample,Sant Antoni,161,22270
2017,Eixample,Sant Antoni,162,19842
2017,Eixample,Sant Antoni,163,23102
2017,Eixample,Sant Antoni,164,24460
2017,Eixample,Sant Antoni,165,22173
2017,Eixample,Sant Antoni,166,21054
2017,Eixample,Sant Antoni,167,22061
2017,Eixample,Sant Antoni,168,21836
2017,Eixample,Sant Antoni,169,20518
2017,Eixample,Sant Antoni,170,21035
2017,Eixample,Sant Antoni,171,18732
2017,Eixample,Sant Antoni,172,19822
2017,Eixample,Sant Antoni,173,21309
2017,Sants-Montjuïc,el Poble Sec - AEI Parc Montjuïc,1,17769
2017,Sants-Montjuïc,el Poble Sec - AEI Parc Montjuïc,2,15855
2017,Sants-Montjuïc,el Poble Sec - AEI Parc Montjuïc,3,14156
2017,Sants-Montjuïc,el Poble Sec - AEI Parc Montjuïc,4,18022
2017,Sants-Montjuïc,el Poble Sec - AEI Parc Montjuïc,5,16505
2017,Sants-Montjuïc,el Poble Sec - AEI Parc Montjuïc,6,15720
2017,Sants-Montjuïc,el Poble Sec - AEI Parc Montjuïc,7,16155
2017,Sants-Montjuïc,el Poble Sec - AEI Parc Montjuïc,8,16332
2017,Sants-Montjuïc,el Poble Sec - AEI Parc Montjuïc,9,17524
2017,Sants-Montjuïc,el Poble Sec - AEI Parc Montjuïc,10,15335
2017,Sants-Montjuïc,el Poble Sec - AEI Parc Montjuïc,11,13144
2017,Sants-Montjuïc,el Poble Sec - AEI Parc Montjuïc,12,15678
2017,Sants-Montjuïc,el Poble Sec - AEI Parc Montjuïc,13,15134
2017,Sants-Montjuïc,el Poble Sec - AEI Parc Montjuïc,14,13906
2017,Sants-Montjuïc,el Poble Sec - AEI Parc Montjuïc,15,15102
2017,Sants-Montjuïc,el Poble Sec - AEI Parc Montjuïc,16,14286
2017,Sants-Montjuïc,el Poble Sec - AEI Parc Montjuïc,17,14059
2017,Sants-Montjuïc,el Poble Sec - AEI Parc Montjuïc,18,15509
2017,Sants-Montjuïc,el Poble Sec - AEI Parc Montjuïc,19,15000
2017,Sants-Montjuïc,el Poble Sec - AEI Parc Montjuïc,20,18982
2017,Sants-Montjuïc,el Poble Sec - AEI Parc Montjuïc,21,18569
2017,Sants-Montjuïc,el Poble Sec - AEI Parc Montjuïc,22,17287
2017,Sants-Montjuïc,el Poble Sec - AEI Parc Montjuïc,23,15288
2017,Sants-Montjuïc,el Poble Sec - AEI Parc Montjuïc,24,16489
2017,Sants-Montjuïc,la Marina del Prat Vermell - AEI Zona Franca,25,13202
2017,Sants-Montjuïc,la Marina de Port,26,17513
2017,Sants-Montjuïc,la Marina de Port,27,17593
2017,Sants-Montjuïc,la Marina de Port,28,20543
2017,Sants-Montjuïc,la Marina de Port,29,14850
2017,Sants-Montjuïc,la Marina de Port,30,17498
2017,Sants-Montjuïc,la Marina de Port,31,16219
2017,Sants-Montjuïc,la Marina de Port,32,14322
2017,Sants-Montjuïc,la Marina de Port,33,12401
2017,Sants-Montjuïc,la Marina de Port,34,16964
2017,Sants-Montjuïc,la Marina de Port,35,17109
2017,Sants-Montjuïc,la Marina de Port,36,18530
2017,Sants-Montjuïc,la Marina de Port,37,18060
2017,Sants-Montjuïc,la Marina de Port,38,11875
2017,Sants-Montjuïc,la Marina de Port,39,12548
2017,Sants-Montjuïc,la Font de la Guatlla,40,21861
2017,Sants-Montjuïc,la Font de la Guatlla,41,18398
2017,Sants-Montjuïc,la Font de la Guatlla,42,18283
2017,Sants-Montjuïc,la Font de la Guatlla,43,18974
2017,Sants-Montjuïc,la Font de la Guatlla,44,17435
2017,Sants-Montjuïc,la Font de la Guatlla,45,19731
2017,Sants-Montjuïc,la Font de la Guatlla,46,24234
2017,Sants-Montjuïc,Hostafrancs,47,17999
2017,Sants-Montjuïc,Hostafrancs,48,22926
2017,Sants-Montjuïc,Hostafrancs,49,19937
2017,Sants-Montjuïc,Hostafrancs,50,20281
2017,Sants-Montjuïc,Hostafrancs,51,16590
2017,Sants-Montjuïc,Hostafrancs,52,16830
2017,Sants-Montjuïc,Hostafrancs,53,17681
2017,Sants-Montjuïc,Hostafrancs,54,19297
2017,Sants-Montjuïc,Hostafrancs,55,19189
2017,Sants-Montjuïc,Hostafrancs,56,19178
2017,Sants-Montjuïc,la Bordeta,57,17695
2017,Sants-Montjuïc,la Bordeta,58,21745
2017,Sants-Montjuïc,la Bordeta,59,16612
2017,Sants-Montjuïc,la Bordeta,60,21209
2017,Sants-Montjuïc,la Bordeta,61,18006
2017,Sants-Montjuïc,la Bordeta,62,18494
2017,Sants-Montjuïc,la Bordeta,63,18272
2017,Sants-Montjuïc,la Bordeta,64,19056
2017,Sants-Montjuïc,la Bordeta,65,20667
2017,Sants-Montjuïc,la Bordeta,66,18620
2017,Sants-Montjuïc,la Bordeta,67,19111
2017,Sants-Montjuïc,la Bordeta,68,17289
2017,Sants-Montjuïc,la Bordeta,69,20570
2017,Sants-Montjuïc,Sants - Badal,70,16313
2017,Sants-Montjuïc,Sants - Badal,71,15984
2017,Sants-Montjuïc,Sants - Badal,72,16651
2017,Sants-Montjuïc,Sants - Badal,73,19645
2017,Sants-Montjuïc,Sants - Badal,74,18250
2017,Sants-Montjuïc,Sants - Badal,75,17598
2017,Sants-Montjuïc,Sants - Badal,76,17259
2017,Sants-Montjuïc,Sants - Badal,77,18109
2017,Sants-Montjuïc,Sants - Badal,78,18061
2017,Sants-Montjuïc,Sants - Badal,79,16431
2017,Sants-Montjuïc,Sants - Badal,80,17920
2017,Sants-Montjuïc,Sants - Badal,81,19887
2017,Sants-Montjuïc,Sants - Badal,82,21766
2017,Sants-Montjuïc,Sants - Badal,83,19913
2017,Sants-Montjuïc,Sants - Badal,84,19908
2017,Sants-Montjuïc,Sants - Badal,85,20029
2017,Sants-Montjuïc,Sants,86,24929
2017,Sants-Montjuïc,Sants,87,22860
2017,Sants-Montjuïc,Sants,88,20010
2017,Sants-Montjuïc,Sants,89,22058
2017,Sants-Montjuïc,Sants,90,23542
2017,Sants-Montjuïc,Sants,91,21978
2017,Sants-Montjuïc,Sants,92,20625
2017,Sants-Montjuïc,Sants,93,21294
2017,Sants-Montjuïc,Sants,94,22301
2017,Sants-Montjuïc,Sants,95,19578
2017,Sants-Montjuïc,Sants,96,18147
2017,Sants-Montjuïc,Sants,97,14304
2017,Sants-Montjuïc,Sants,98,17609
2017,Sants-Montjuïc,Sants,99,19004
2017,Sants-Montjuïc,Sants,100,19304
2017,Sants-Montjuïc,Sants,101,18408
2017,Sants-Montjuïc,Sants,102,19285
2017,Sants-Montjuïc,Sants,103,19619
2017,Sants-Montjuïc,Sants,104,18113
2017,Sants-Montjuïc,Sants,105,17971
2017,Sants-Montjuïc,Sants,106,18853
2017,Sants-Montjuïc,Sants,107,20879
2017,Sants-Montjuïc,Sants,108,19305
2017,Sants-Montjuïc,Sants,109,20075
2017,Sants-Montjuïc,Sants,110,21130
2017,Sants-Montjuïc,Sants,111,20135
2017,Sants-Montjuïc,Sants,112,25078
2017,Sants-Montjuïc,Sants,113,27193
2017,Sants-Montjuïc,Sants,114,25878
2017,Sants-Montjuïc,la Marina de Port,211,17656
2017,Sants-Montjuïc,la Marina de Port,212,15873
2017,Sants-Montjuïc,la Marina de Port,213,13341
2017,Les Corts,les Corts,1,23466
2017,Les Corts,les Corts,2,27379
2017,Les Corts,les Corts,3,25570
2017,Les Corts,les Corts,4,24530
2017,Les Corts,les Corts,5,22753
2017,Les Corts,les Corts,6,24543
2017,Les Corts,les Corts,7,20443
2017,Les Corts,les Corts,8,22587
2017,Les Corts,les Corts,9,24764
2017,Les Corts,les Corts,10,27039
2017,Les Corts,les Corts,11,26362
2017,Les Corts,les Corts,12,25467
2017,Les Corts,les Corts,13,28411
2017,Les Corts,les Corts,14,27558
2017,Les Corts,les Corts,15,27338
2017,Les Corts,les Corts,16,27113
2017,Les Corts,les Corts,17,26935
2017,Les Corts,les Corts,18,28428
2017,Les Corts,les Corts,19,35610
2017,Les Corts,les Corts,20,29445
2017,Les Corts,les Corts,21,33278
2017,Les Corts,les Corts,22,28017
2017,Les Corts,les Corts,23,41854
2017,Les Corts,les Corts,24,41237
2017,Les Corts,les Corts,25,25909
2017,Les Corts,les Corts,26,27054
2017,Les Corts,les Corts,27,24890
2017,Les Corts,les Corts,28,24920
2017,Les Corts,les Corts,29,32837
2017,Les Corts,les Corts,30,28678
2017,Les Corts,les Corts,31,23071
2017,Les Corts,les Corts,32,24271
2017,Les Corts,les Corts,33,23670
2017,Les Corts,les Corts,34,29862
2017,Les Corts,les Corts,35,27446
2017,Les Corts,la Maternitat i Sant Ramon,36,21081
2017,Les Corts,la Maternitat i Sant Ramon,37,23102
2017,Les Corts,la Maternitat i Sant Ramon,38,24108
2017,Les Corts,la Maternitat i Sant Ramon,39,23211
2017,Les Corts,la Maternitat i Sant Ramon,40,18961
2017,Les Corts,la Maternitat i Sant Ramon,41,19954
2017,Les Corts,la Maternitat i Sant Ramon,42,19960
2017,Les Corts,la Maternitat i Sant Ramon,43,27452
2017,Les Corts,la Maternitat i Sant Ramon,44,21434
2017,Les Corts,la Maternitat i Sant Ramon,45,21763
2017,Les Corts,la Maternitat i Sant Ramon,46,31483
2017,Les Corts,la Maternitat i Sant Ramon,47,25341
2017,Les Corts,la Maternitat i Sant Ramon,48,27860
2017,Les Corts,la Maternitat i Sant Ramon,49,35371
2017,Les Corts,Pedralbes,50,41890
2017,Les Corts,Pedralbes,51,27883
2017,Les Corts,Pedralbes,52,41794
2017,Les Corts,Pedralbes,53,29643
2017,Les Corts,Pedralbes,54,38566
2017,Les Corts,Pedralbes,55,41752
2017,Les Corts,Pedralbes,56,41831
2017,Les Corts,la Maternitat i Sant Ramon,84,30057
2017,Sarrià-St. Gervasi,"Vallvidrera, el Tibidabo i les Planes",1,18217
2017,Sarrià-St. Gervasi,"Vallvidrera, el Tibidabo i les Planes",2,30794
2017,Sarrià-St. Gervasi,"Vallvidrera, el Tibidabo i les Planes",3,29915
2017,Sarrià-St. Gervasi,Sarrià,4,42687
2017,Sarrià-St. Gervasi,Sarrià,5,35220
2017,Sarrià-St. Gervasi,Sarrià,6,42053
2017,Sarrià-St. Gervasi,Sarrià,7,35508
2017,Sarrià-St. Gervasi,Sarrià,8,36270
2017,Sarrià-St. Gervasi,Sarrià,9,31701
2017,Sarrià-St. Gervasi,Sarrià,10,28608
2017,Sarrià-St. Gervasi,Sarrià,11,31312
2017,Sarrià-St. Gervasi,Sarrià,12,27863
2017,Sarrià-St. Gervasi,Sarrià,13,31645
2017,Sarrià-St. Gervasi,Sarrià,14,33387
2017,Sarrià-St. Gervasi,Sarrià,15,29922
2017,Sarrià-St. Gervasi,Sarrià,16,26062
2017,Sarrià-St. Gervasi,Sarrià,17,42049
2017,Sarrià-St. Gervasi,Sarrià,18,29479
2017,Sarrià-St. Gervasi,Sarrià,19,37704
2017,Sarrià-St. Gervasi,les Tres Torres,20,35332
2017,Sarrià-St. Gervasi,les Tres Torres,21,41726
2017,Sarrià-St. Gervasi,les Tres Torres,22,42178
2017,Sarrià-St. Gervasi,les Tres Torres,23,26950
2017,Sarrià-St. Gervasi,les Tres Torres,24,41739
2017,Sarrià-St. Gervasi,les Tres Torres,25,41988
2017,Sarrià-St. Gervasi,les Tres Torres,26,42063
2017,Sarrià-St. Gervasi,les Tres Torres,27,42257
2017,Sarrià-St. Gervasi,les Tres Torres,28,42168
2017,Sarrià-St. Gervasi,les Tres Torres,29,42241
2017,Sarrià-St. Gervasi,les Tres Torres,30,41904
2017,Sarrià-St. Gervasi,Sant Gervasi - la Bonanova,31,41562
2017,Sarrià-St. Gervasi,Sant Gervasi - la Bonanova,32,42110
2017,Sarrià-St. Gervasi,Sant Gervasi - la Bonanova,33,34867
2017,Sarrià-St. Gervasi,Sant Gervasi - la Bonanova,34,31247
2017,Sarrià-St. Gervasi,Sant Gervasi - la Bonanova,35,41325
2017,Sarrià-St. Gervasi,Sant Gervasi - la Bonanova,36,42068
2017,Sarrià-St. Gervasi,Sant Gervasi - la Bonanova,37,28463
2017,Sarrià-St. Gervasi,Sant Gervasi - la Bonanova,38,28563
2017,Sarrià-St. Gervasi,Sant Gervasi - la Bonanova,39,36470
2017,Sarrià-St. Gervasi,Sant Gervasi - la Bonanova,40,27679
2017,Sarrià-St. Gervasi,Sant Gervasi - la Bonanova,41,29147
2017,Sarrià-St. Gervasi,Sant Gervasi - la Bonanova,42,30161
2017,Sarrià-St. Gervasi,Sant Gervasi - la Bonanova,43,29960
2017,Sarrià-St. Gervasi,Sant Gervasi - la Bonanova,44,27806
2017,Sarrià-St. Gervasi,Sant Gervasi - la Bonanova,45,34232
2017,Sarrià-St. Gervasi,Sant Gervasi - la Bonanova,46,41524
2017,Sarrià-St. Gervasi,Sant Gervasi - la Bonanova,47,37883
2017,Sarrià-St. Gervasi,Sant Gervasi - la Bonanova,48,36882
2017,Sarrià-St. Gervasi,Sant Gervasi - Galvany,49,42252
2017,Sarrià-St. Gervasi,Sant Gervasi - Galvany,50,32474
2017,Sarrià-St. Gervasi,Sant Gervasi - Galvany,51,40902
2017,Sarrià-St. Gervasi,Sant Gervasi - Galvany,52,42004
2017,Sarrià-St. Gervasi,Sant Gervasi - Galvany,53,41840
2017,Sarrià-St. Gervasi,Sant Gervasi - Galvany,54,42032
2017,Sarrià-St. Gervasi,Sant Gervasi - Galvany,55,41679
2017,Sarrià-St. Gervasi,Sant Gervasi - Galvany,56,39742
2017,Sarrià-St. Gervasi,Sant Gervasi - Galvany,57,41317
2017,Sarrià-St. Gervasi,Sant Gervasi - Galvany,58,42144
2017,Sarrià-St. Gervasi,Sant Gervasi - Galvany,59,40224
2017,Sarrià-St. Gervasi,Sant Gervasi - Galvany,60,42034
2017,Sarrià-St. Gervasi,Sant Gervasi - Galvany,61,29534
2017,Sarrià-St. Gervasi,Sant Gervasi - Galvany,62,35401
2017,Sarrià-St. Gervasi,Sant Gervasi - Galvany,63,36456
2017,Sarrià-St. Gervasi,Sant Gervasi - Galvany,64,31765
2017,Sarrià-St. Gervasi,Sant Gervasi - Galvany,65,31596
2017,Sarrià-St. Gervasi,Sant Gervasi - Galvany,66,38343
2017,Sarrià-St. Gervasi,Sant Gervasi - Galvany,67,34745
2017,Sarrià-St. Gervasi,Sant Gervasi - Galvany,68,32603
2017,Sarrià-St. Gervasi,Sant Gervasi - Galvany,69,30367
2017,Sarrià-St. Gervasi,Sant Gervasi - Galvany,70,29690
2017,Sarrià-St. Gervasi,Sant Gervasi - Galvany,71,27276
2017,Sarrià-St. Gervasi,Sant Gervasi - Galvany,72,31871
2017,Sarrià-St. Gervasi,Sant Gervasi - Galvany,73,30471
2017,Sarrià-St. Gervasi,Sant Gervasi - Galvany,74,35287
2017,Sarrià-St. Gervasi,Sant Gervasi - Galvany,75,33054
2017,Sarrià-St. Gervasi,Sant Gervasi - Galvany,76,31090
2017,Sarrià-St. Gervasi,Sant Gervasi - Galvany,77,32650
2017,Sarrià-St. Gervasi,Sant Gervasi - Galvany,78,30873
2017,Sarrià-St. Gervasi,Sant Gervasi - Galvany,79,28314
2017,Sarrià-St. Gervasi,el Putxet i el Farró,80,28633
2017,Sarrià-St. Gervasi,el Putxet i el Farró,81,27438
2017,Sarrià-St. Gervasi,el Putxet i el Farró,82,25492
2017,Sarrià-St. Gervasi,el Putxet i el Farró,83,26902
2017,Sarrià-St. Gervasi,el Putxet i el Farró,84,26702
2017,Sarrià-St. Gervasi,el Putxet i el Farró,85,23632
2017,Sarrià-St. Gervasi,el Putxet i el Farró,86,27263
2017,Sarrià-St. Gervasi,el Putxet i el Farró,87,28384
2017,Sarrià-St. Gervasi,el Putxet i el Farró,88,27483
2017,Sarrià-St. Gervasi,el Putxet i el Farró,89,29847
2017,Sarrià-St. Gervasi,el Putxet i el Farró,90,27701
2017,Sarrià-St. Gervasi,el Putxet i el Farró,91,27216
2017,Sarrià-St. Gervasi,el Putxet i el Farró,92,37116
2017,Sarrià-St. Gervasi,el Putxet i el Farró,93,30637
2017,Sarrià-St. Gervasi,el Putxet i el Farró,94,34784
2017,Sarrià-St. Gervasi,el Putxet i el Farró,95,25577
2017,Sarrià-St. Gervasi,el Putxet i el Farró,96,25051
2017,Sarrià-St. Gervasi,el Putxet i el Farró,97,28929
2017,Sarrià-St. Gervasi,el Putxet i el Farró,98,26711
