Year_Reference,District,Neighborhood,Census_Section,Import_Euros
2018,Eixample,el Fort Pienc,4,18304
2018,Eixample,el Fort Pienc,5,23931
2018,Eixample,el Fort Pienc,6,23630
2018,Eixample,el Fort Pienc,7,26857
2018,Eixample,el Fort Pienc,8,23212
2018,Eixample,el Fort Pienc,9,22745
2018,Eixample,el Fort Pienc,10,21331
2018,Eixample,el Fort Pienc,11,24566
2018,Eixample,el Fort Pienc,12,18534
2018,Eixample,el Fort Pienc,13,19920
2018,Eixample,el Fort Pienc,14,18526
2018,Eixample,el Fort Pienc,15,18857
2018,Eixample,el Fort Pienc,16,25312
2018,Eixample,el Fort Pienc,17,24008
2018,Eixample,el Fort Pienc,18,25015
2018,Eixample,el Fort Pienc,19,22153
2018,Eixample,el Fort Pienc,20,19886
2018,Eixample,la Sagrada Família,21,21253
2018,Eixample,la Sagrada Família,22,21921
2018,Eixample,la Sagrada Família,23,22719
2018,Eixample,la Sagrada Família,24,19623
2018,Eixample,la Sagrada Família,25,19304
2018,Eixample,la Sagrada Família,26,21915
2018,Eixample,la Sagrada Família,27,22436
2018,Eixample,la Sagrada Família,28,24053
2018,Eixample,la Sagrada Família,29,21043
2018,Eixample,la Sagrada Família,30,17197
2018,Eixample,la Sagrada Família,31,24982
2018,Eixample,la Sagrada Família,32,21400
2018,Eixample,la Sagrada Família,33,22438
2018,Eixample,la Sagrada Família,34,19082
2018,Eixample,la Sagrada Família,35,22253
2018,Eixample,la Sagrada Família,36,24482
2018,Eixample,la Sagrada Família,37,25253
2018,Eixample,la Sagrada Família,38,24265
2018,Eixample,la Sagrada Família,39,21592
2018,Eixample,la Sagrada Família,40,19817
2018,Eixample,la Sagrada Família,41,21741
2018,Eixample,la Sagrada Família,42,25715
2018,Eixample,la Sagrada Família,43,23637
2018,Eixample,la Sagrada Família,44,19565
2018,Eixample,la Sagrada Família,45,22734
2018,Eixample,la Sagrada Família,46,20106
2018,Eixample,la Sagrada Família,47,21211
2018,Eixample,la Sagrada Família,48,21187
2018,Eixample,la Sagrada Família,49,19983
2018,Eixample,la Sagrada Família,50,21494
2018,Eixample,la Sagrada Família,51,20767
2018,Eixample,la Sagrada Família,52,22232
2018,Eixample,la Sagrada Família,53,23877
2018,Eixample,la Sagrada Família,54,23604
2018,Eixample,la Dreta de l'Eixample,55,23625
2018,Eixample,la Dreta de l'Eixample,56,24333
2018,Eixample,la Dreta de l'Eixample,57,30251
2018,Eixample,la Dreta de l'Eixample,58,27291
2018,Eixample,la Dreta de l'Eixample,59,27992
2018,Eixample,la Dreta de l'Eixample,60,23892
2018,Eixample,la Dreta de l'Eixample,61,23682
2018,Eixample,la Dreta de l'Eixample,62,28561
2018,Eixample,la Dreta de l'Eixample,63,34169
2018,Eixample,la Dreta de l'Eixample,64,30114
2018,Eixample,la Dreta de l'Eixample,65,27159
2018,Eixample,la Dreta de l'Eixample,66,24991
2018,Eixample,la Dreta de l'Eixample,67,22549
2018,Eixample,la Dreta de l'Eixample,68,23557
2018,Eixample,la Dreta de l'Eixample,69,24283
2018,Eixample,la Dreta de l'Eixample,70,26401
2018,Eixample,la Dreta de l'Eixample,71,30248
2018,Eixample,la Dreta de l'Eixample,72,33171
2018,Eixample,la Dreta de l'Eixample,73,29641
2018,Eixample,la Dreta de l'Eixample,74,30447
2018,Eixample,la Dreta de l'Eixample,75,26381
2018,Eixample,la Dreta de l'Eixample,76,30501
2018,Eixample,la Dreta de l'Eixample,77,29219
2018,Eixample,la Dreta de l'Eixample,78,31565
2018,Eixample,la Dreta de l'Eixample,79,33157
2018,Eixample,la Dreta de l'Eixample,80,34490
2018,Eixample,la Dreta de l'Eixample,81,33111
2018,Eixample,la Dreta de l'Eixample,82,30313
2018,Eixample,la Dreta de l'Eixample,83,41197
2018,Eixample,l'Antiga Esquerra de l'Eixample,84,28502
2018,Eixample,l'Antiga Esquerra de l'Eixample,85,27916
2018,Eixample,l'Antiga Esquerra de l'Eixample,86,30253
2018,Eixample,l'Antiga Esquerra de l'Eixample,87,27222
2018,Eixample,l'Antiga Esquerra de l'Eixample,88,28134
2018,Eixample,l'Antiga Esquerra de l'Eixample,89,27173
2018,Eixample,l'Antiga Esquerra de l'Eixample,90,23989
2018,Eixample,l'Antiga Esquerra de l'Eixample,91,26959
2018,Eixample,l'Antiga Esquerra de l'Eixample,92,24816
2018,Eixample,l'Antiga Esquerra de l'Eixample,93,26288
2018,Eixample,l'Antiga Esquerra de l'Eixample,94,25983
2018,Eixample,l'Antiga Esquerra de l'Eixample,95,25590
2018,Eixample,l'Antiga Esquerra de l'Eixample,96,23713
2018,Eixample,l'Antiga Esquerra de l'Eixample,97,23164
2018,Eixample,l'Antiga Esquerra de l'Eixample,98,24206
2018,Eixample,l'Antiga Esquerra de l'Eixample,99,26544
2018,Eixample,l'Antiga Esquerra de l'Eixample,100,25894
2018,Eixample,l'Antiga Esquerra de l'Eixample,101,24787
2018,Eixample,l'Antiga Esquerra de l'Eixample,102,29614
2018,Eixample,l'Antiga Esquerra de l'Eixample,103,21799
2018,Eixample,l'Antiga Esquerra de l'Eixample,104,27682
2018,Eixample,l'Antiga Esquerra de l'Eixample,105,22405
2018,Eixample,l'Antiga Esquerra de l'Eixample,106,28090
2018,Eixample,l'Antiga Esquerra de l'Eixample,107,29752
2018,Eixample,l'Antiga Esquerra de l'Eixample,108,32828
2018,Eixample,l'Antiga Esquerra de l'Eixample,109,32485
2018,Eixample,la Nova Esquerra de l'Eixample,110,24427
2018,Eixample,la Nova Esquerra de l'Eixample,111,25247
2018,Eixample,la Nova Esquerra de l'Eixample,112,29311
2018,Eixample,la Nova Esquerra de l'Eixample,113,29533
2018,Eixample,la Nova Esquerra de l'Eixample,114,24446
2018,Eixample,la Nova Esquerra de l'Eixample,115,22365
2018,Eixample,la Nova Esquerra de l'Eixample,116,29050
2018,Eixample,la Nova Esquerra de l'Eixample,117,25612
2018,Eixample,la Nova Esquerra de l'Eixample,118,27924
2018,Eixample,la Nova Esquerra de l'Eixample,119,25383
2018,Eixample,la Nova Esquerra de l'Eixample,120,23879
2018,Eixample,la Nova Esquerra de l'Eixample,121,26141
2018,Eixample,la Nova Esquerra de l'Eixample,122,28554
2018,Eixample,la Nova Esquerra de l'Eixample,123,26614
2018,Eixample,la Nova Esquerra de l'Eixample,124,26216
2018,Eixample,la Nova Esquerra de l'Eixample,125,24388
2018,Eixample,la Nova Esquerra de l'Eixample,126,26187
2018,Eixample,la Nova Esquerra de l'Eixample,127,23562
2018,Eixample,la Nova Esquerra de l'Eixample,128,22505
2018,Eixample,la Nova Esquerra de l'Eixample,129,24039
2018,Eixample,la Nova Esquerra de l'Eixample,130,33911
2018,Eixample,la Nova Esquerra de l'Eixample,131,23050
2018,Eixample,la Nova Esquerra de l'Eixample,132,22831
2018,Eixample,la Nova Esquerra de l'Eixample,133,24012
2018,Eixample,la Nova Esquerra de l'Eixample,134,22979
2018,Eixample,la Nova Esquerra de l'Eixample,135,20415
2018,Eixample,la Nova Esquerra de l'Eixample,136,25053
2018,Eixample,la Nova Esquerra de l'Eixample,137,20910
2018,Eixample,la Nova Esquerra de l'Eixample,138,24566
2018,Eixample,la Nova Esquerra de l'Eixample,139,21690
2018,Eixample,la Nova Esquerra de l'Eixample,140,23607
2018,Eixample,la Nova Esquerra de l'Eixample,141,21909
2018,Eixample,la Nova Esquerra de l'Eixample,142,20464
2018,Eixample,la Nova Esquerra de l'Eixample,143,23784
2018,Eixample,la Nova Esquerra de l'Eixample,144,24121
2018,Eixample,la Nova Esquerra de l'Eixample,145,23172
2018,Eixample,la Nova Esquerra de l'Eixample,146,23480
2018,Eixample,la Nova Esquerra de l'Eixample,147,21635
2018,Eixample,la Nova Esquerra de l'Eixample,148,24257
2018,Eixample,la Nova Esquerra de l'Eixample,149,23893
2018,Eixample,Sant Antoni,150,20900
2018,Eixample,Sant Antoni,151,21890
2018,Eixample,Sant Antoni,152,24872
2018,Eixample,Sant Antoni,153,23608
2018,Eixample,Sant Antoni,154,18884
2018,Eixample,Sant Antoni,155,20589
2018,Eixample,Sant Antoni,156,21960
2018,Eixample,Sant Antoni,157,19563
2018,Eixample,Sant Antoni,158,22247
2018,Eixample,Sant Antoni,159,22661
2018,Eixample,Sant Antoni,160,24426
2018,Eixample,Sant Antoni,161,22202
2018,Eixample,Sant Antoni,162,20077
2018,Eixample,Sant Antoni,163,23246
2018,Eixample,Sant Antoni,164,23440
2018,Eixample,Sant Antoni,165,22559
2018,Eixample,Sant Antoni,166,21040
2018,Eixample,Sant Antoni,167,22141
2018,Eixample,Sant Antoni,168,22407
2018,Eixample,Sant Antoni,169,21036
2018,Eixample,Sant Antoni,170,20739
2018,Eixample,Sant Antoni,171,19228
2018,Eixample,Sant Antoni,172,19644
2018,Eixample,Sant Antoni,173,21039
2018,Sants-Montjuïc,el Poble Sec - AEI Parc Montjuïc,1,18023
2018,Sants-Montjuïc,el Poble Sec - AEI Parc Montjuïc,2,16455
2018,Sants-Montjuïc,el Poble Sec - AEI Parc Montjuïc,3,14849
2018,Sants-Montjuïc,el Poble Sec - AEI Parc Montjuïc,4,18349
2018,Sants-Montjuïc,el Poble Sec - AEI Parc Montjuïc,5,16499
2018,Sants-Montjuïc,el Poble Sec - AEI Parc Montjuïc,6,16390
2018,Sants-Montjuïc,el Poble Sec - AEI Parc Montjuïc,7,16107
2018,Sants-Montjuïc,el Poble Sec - AEI Parc Montjuïc,8,16763
2018,Sants-Montjuïc,el Poble Sec - AEI Parc Montjuïc,9,17320
2018,Sants-Montjuïc,el Poble Sec - AEI Parc Montjuïc,10,15950
2018,Sants-Montjuïc,el Poble Sec - AEI Parc Montjuïc,11,13166
2018,Sants-Montjuïc,el Poble Sec - AEI Parc Montjuïc,12,15258
2018,Sants-Montjuïc,el Poble Sec - AEI Parc Montjuïc,13,15453
2018,Sants-Montjuïc,el Poble Sec - AEI Parc Montjuïc,14,14681
2018,Sants-Montjuïc,el Poble Sec - AEI Parc Montjuïc,15,15453
2018,Sants-Montjuïc,el Poble Sec - AEI Parc Montjuïc,16,14246
2018,Sants-Montjuïc,el Poble Sec - AEI Parc Montjuïc,17,14318
2018,Sants-Montjuïc,el Poble Sec - AEI Parc Montjuïc,18,15420
2018,Sants-Montjuïc,el Poble Sec - AEI Parc Montjuïc,19,15517
2018,Sants-Montjuïc,el Poble Sec - AEI Parc Montjuïc,20,18920
2018,Sants-Montjuïc,el Poble Sec - AEI Parc Montjuïc,21,18753
2018,Sants-Montjuïc,el Poble Sec - AEI Parc Montjuïc,22,17573
2018,Sants-Montjuïc,el Poble Sec - AEI Parc Montjuïc,23,15444
2018,Sants-Montjuïc,el Poble Sec - AEI Parc Montjuïc,24,16181
2018,Sants-Montjuïc,la Marina del Prat Vermell - AEI Zona Franca,25,13298
2018,Sants-Montjuïc,la Marina de Port,26,17785
2018,Sants-Montjuïc,la Marina de Port,27,18039
2018,Sants-Montjuïc,la Marina de Port,28,20443
2018,Sants-Montjuïc,la Marina de Port,29,15832
2018,Sants-Montjuïc,la Marina de Port,30,17316
2018,Sants-Montjuïc,la Marina de Port,31,16008
2018,Sants-Montjuïc,la Marina de Port,32,14932
2018,Sants-Montjuïc,la Marina de Port,33,12806
2018,Sants-Montjuïc,la Marina de Port,34,16687
2018,Sants-Montjuïc,la Marina de Port,35,17270
2018,Sants-Montjuïc,la Marina de Port,36,19630
2018,Sants-Montjuïc,la Marina de Port,37,17860
2018,Sants-Montjuïc,la Marina de Port,38,12655
2018,Sants-Montjuïc,la Marina de Port,39,12828
2018,Sants-Montjuïc,la Font de la Guatlla,40,22203
2018,Sants-Montjuïc,la Font de la Guatlla,41,18488
2018,Sants-Montjuïc,la Font de la Guatlla,42,18128
2018,Sants-Montjuïc,la Font de la Guatlla,43,19692
2018,Sants-Montjuïc,la Font de la Guatlla,44,17440
2018,Sants-Montjuïc,la Font de la Guatlla,45,19536
2018,Sants-Montjuïc,la Font de la Guatlla,46,24439
2018,Sants-Montjuïc,Hostafrancs,47,18696
2018,Sants-Montjuïc,Hostafrancs,48,22367
2018,Sants-Montjuïc,Hostafrancs,49,19825
2018,Sants-Montjuïc,Hostafrancs,50,20602
2018,Sants-Montjuïc,Hostafrancs,51,16465
2018,Sants-Montjuïc,Hostafrancs,52,17414
2018,Sants-Montjuïc,Hostafrancs,53,17617
2018,Sants-Montjuïc,Hostafrancs,54,19773
2018,Sants-Montjuïc,Hostafrancs,55,19164
2018,Sants-Montjuïc,Hostafrancs,56,19849
2018,Sants-Montjuïc,la Bordeta,57,18194
2018,Sants-Montjuïc,la Bordeta,58,24006
2018,Sants-Montjuïc,la Bordeta,59,17417
2018,Sants-Montjuïc,la Bordeta,60,20753
2018,Sants-Montjuïc,la Bordeta,61,17500
2018,Sants-Montjuïc,la Bordeta,62,19277
2018,Sants-Montjuïc,la Bordeta,63,17938
2018,Sants-Montjuïc,la Bordeta,64,19597
2018,Sants-Montjuïc,la Bordeta,65,20034
2018,Sants-Montjuïc,la Bordeta,66,18386
2018,Sants-Montjuïc,la Bordeta,67,19138
2018,Sants-Montjuïc,la Bordeta,68,17478
2018,Sants-Montjuïc,la Bordeta,69,20200
2018,Sants-Montjuïc,Sants - Badal,70,16781
2018,Sants-Montjuïc,Sants - Badal,71,16116
2018,Sants-Montjuïc,Sants - Badal,72,17627
2018,Sants-Montjuïc,Sants - Badal,73,19957
2018,Sants-Montjuïc,Sants - Badal,74,18657
2018,Sants-Montjuïc,Sants - Badal,75,17996
2018,Sants-Montjuïc,Sants - Badal,76,16745
2018,Sants-Montjuïc,Sants - Badal,77,18722
2018,Sants-Montjuïc,Sants - Badal,78,18977
2018,Sants-Montjuïc,Sants - Badal,79,16843
2018,Sants-Montjuïc,Sants - Badal,80,19078
2018,Sants-Montjuïc,Sants - Badal,81,19869
2018,Sants-Montjuïc,Sants - Badal,82,21940
2018,Sants-Montjuïc,Sants - Badal,83,21031
2018,Sants-Montjuïc,Sants - Badal,84,20562
2018,Sants-Montjuïc,Sants - Badal,85,20986
2018,Sants-Montjuïc,Sants,86,25751
2018,Sants-Montjuïc,Sants,87,23954
2018,Sants-Montjuïc,Sants,88,20353
2018,Sants-Montjuïc,Sants,89,22362
2018,Sants-Montjuïc,Sants,90,24240
2018,Sants-Montjuïc,Sants,91,21634
2018,Sants-Montjuïc,Sants,92,21521
2018,Sants-Montjuïc,Sants,93,21765
2018,Sants-Montjuïc,Sants,94,22682
2018,Sants-Montjuïc,Sants,95,20439
2018,Sants-Montjuïc,Sants,96,18814
2018,Sants-Montjuïc,Sants,97,15047
2018,Sants-Montjuïc,Sants,98,18148
2018,Sants-Montjuïc,Sants,99,19609
2018,Sants-Montjuïc,Sants,100,19139
2018,Sants-Montjuïc,Sants,101,20304
2018,Sants-Montjuïc,Sants,102,19785
2018,Sants-Montjuïc,Sants,103,19498
2018,Sants-Montjuïc,Sants,104,19002
2018,Sants-Montjuïc,Sants,105,18301
2018,Sants-Montjuïc,Sants,106,19660
2018,Sants-Montjuïc,Sants,107,21739
2018,Sants-Montjuïc,Sants,108,19940
2018,Sants-Montjuïc,Sants,109,20649
2018,Sants-Montjuïc,Sants,110,20983
2018,Sants-Montjuïc,Sants,111,21018
2018,Sants-Montjuïc,Sants,112,25002
2018,Sants-Montjuïc,Sants,113,27622
2018,Sants-Montjuïc,Sants,114,25214
2018,Sants-Montjuïc,la Marina de Port,211,18067
2018,Sants-Montjuïc,la Marina de Port,212,16127
2018,Sants-Montjuïc,la Marina de Port,213,13484
2018,Les Corts,les Corts,1,23569
2018,Les Corts,les Corts,2,27340
2018,Les Corts,les Corts,3,25195
2018,Les Corts,les Corts,4,24624
2018,Les Corts,les Corts,5,22903
2018,Les Corts,les Corts,6,24333
2018,Les Corts,les Corts,7,20783
2018,Les Corts,les Corts,8,21122
2018,Les Corts,les Corts,9,24713
2018,Les Corts,les Corts,10,26973
2018,Les Corts,les Corts,11,28340
2018,Les Corts,les Corts,12,25778
2018,Les Corts,les Corts,13,29723
2018,Les Corts,les Corts,14,27040
2018,Les Corts,les Corts,15,27635
2018,Les Corts,les Corts,16,26452
2018,Les Corts,les Corts,17,27031
2018,Les Corts,les Corts,18,29006
2018,Les Corts,les Corts,19,35266
2018,Les Corts,les Corts,20,28426
2018,Les Corts,les Corts,21,31897
2018,Les Corts,les Corts,22,28424
2018,Les Corts,les Corts,23,42635
2018,Les Corts,les Corts,24,41926
2018,Les Corts,les Corts,25,26532
2018,Les Corts,les Corts,26,27536
2018,Les Corts,les Corts,27,28621
2018,Les Corts,les Corts,28,25406
2018,Les Corts,les Corts,29,32497
2018,Les Corts,les Corts,30,29233
2018,Les Corts,les Corts,31,24671
2018,Les Corts,les Corts,32,24063
2018,Les Corts,les Corts,33,23969
2018,Les Corts,les Corts,34,29905
2018,Les Corts,les Corts,35,28369
2018,Les Corts,la Maternitat i Sant Ramon,36,21289
2018,Les Corts,la Maternitat i Sant Ramon,37,24408
2018,Les Corts,la Maternitat i Sant Ramon,38,24585
2018,Les Corts,la Maternitat i Sant Ramon,39,23667
2018,Les Corts,la Maternitat i Sant Ramon,40,18886
2018,Les Corts,la Maternitat i Sant Ramon,41,20121
2018,Les Corts,la Maternitat i Sant Ramon,42,20119
2018,Les Corts,la Maternitat i Sant Ramon,43,26639
2018,Les Corts,la Maternitat i Sant Ramon,44,22201
2018,Les Corts,la Maternitat i Sant Ramon,45,21741
2018,Les Corts,la Maternitat i Sant Ramon,46,31480
2018,Les Corts,la Maternitat i Sant Ramon,47,26081
2018,Les Corts,la Maternitat i Sant Ramon,48,28666
2018,Les Corts,la Maternitat i Sant Ramon,49,35908
2018,Les Corts,Pedralbes,50,42846
2018,Les Corts,Pedralbes,51,29006
2018,Les Corts,Pedralbes,52,42829
2018,Les Corts,Pedralbes,53,29961
2018,Les Corts,Pedralbes,54,39151
2018,Les Corts,Pedralbes,55,42921
2018,Les Corts,Pedralbes,56,42948
2018,Les Corts,la Maternitat i Sant Ramon,84,30069
2018,Sarrià-St. Gervasi,"Vallvidrera, el Tibidabo i les Planes",1,18726
2018,Sarrià-St. Gervasi,"Vallvidrera, el Tibidabo i les Planes",2,30336
2018,Sarrià-St. Gervasi,"Vallvidrera, el Tibidabo i les Planes",3,31282
2018,Sarrià-St. Gervasi,Sarrià,4,43766
2018,Sarrià-St. Gervasi,Sarrià,5,37784
2018,Sarrià-St. Gervasi,Sarrià,6,43262
2018,Sarrià-St. Gervasi,Sarrià,7,38251
2018,Sarrià-St. Gervasi,Sarrià,8,42519
2018,Sarrià-St. Gervasi,Sarrià,9,32231
2018,Sarrià-St. Gervasi,Sarrià,10,28674
2018,Sarrià-St. Gervasi,Sarrià,11,27064
2018,Sarrià-St. Gervasi,Sarrià,12,29771
2018,Sarrià-St. Gervasi,Sarrià,13,30580
2018,Sarrià-St. Gervasi,Sarrià,14,34538
2018,Sarrià-St. Gervasi,Sarrià,15,34192
2018,Sarrià-St. Gervasi,Sarrià,16,25387
2018,Sarrià-St. Gervasi,Sarrià,17,43306
2018,Sarrià-St. Gervasi,Sarrià,18,29183
2018,Sarrià-St. Gervasi,Sarrià,19,39729
2018,Sarrià-St. Gervasi,les Tres Torres,20,36934
2018,Sarrià-St. Gervasi,les Tres Torres,21,43210
2018,Sarrià-St. Gervasi,les Tres Torres,22,43201
2018,Sarrià-St. Gervasi,les Tres Torres,23,26045
2018,Sarrià-St. Gervasi,les Tres Torres,24,43263
2018,Sarrià-St. Gervasi,les Tres Torres,25,43214
2018,Sarrià-St. Gervasi,les Tres Torres,26,43062
2018,Sarrià-St. Gervasi,les Tres Torres,27,43340
2018,Sarrià-St. Gervasi,les Tres Torres,28,38852
2018,Sarrià-St. Gervasi,les Tres Torres,29,43439
2018,Sarrià-St. Gervasi,les Tres Torres,30,43116
2018,Sarrià-St. Gervasi,Sant Gervasi - la Bonanova,31,42782
2018,Sarrià-St. Gervasi,Sant Gervasi - la Bonanova,32,43368
2018,Sarrià-St. Gervasi,Sant Gervasi - la Bonanova,33,39658
2018,Sarrià-St. Gervasi,Sant Gervasi - la Bonanova,34,32618
2018,Sarrià-St. Gervasi,Sant Gervasi - la Bonanova,35,42419
2018,Sarrià-St. Gervasi,Sant Gervasi - la Bonanova,36,43123
2018,Sarrià-St. Gervasi,Sant Gervasi - la Bonanova,37,29396
2018,Sarrià-St. Gervasi,Sant Gervasi - la Bonanova,38,28309
2018,Sarrià-St. Gervasi,Sant Gervasi - la Bonanova,39,37418
2018,Sarrià-St. Gervasi,Sant Gervasi - la Bonanova,40,28027
2018,Sarrià-St. Gervasi,Sant Gervasi - la Bonanova,41,32207
2018,Sarrià-St. Gervasi,Sant Gervasi - la Bonanova,42,27674
2018,Sarrià-St. Gervasi,Sant Gervasi - la Bonanova,43,29903
2018,Sarrià-St. Gervasi,Sant Gervasi - la Bonanova,44,28926
2018,Sarrià-St. Gervasi,Sant Gervasi - la Bonanova,45,32326
2018,Sarrià-St. Gervasi,Sant Gervasi - la Bonanova,46,42075
2018,Sarrià-St. Gervasi,Sant Gervasi - la Bonanova,47,37472
2018,Sarrià-St. Gervasi,Sant Gervasi - la Bonanova,48,35288
2018,Sarrià-St. Gervasi,Sant Gervasi - Galvany,49,42537
2018,Sarrià-St. Gervasi,Sant Gervasi - Galvany,50,32052
2018,Sarrià-St. Gervasi,Sant Gervasi - Galvany,51,37602
2018,Sarrià-St. Gervasi,Sant Gervasi - Galvany,52,43180
2018,Sarrià-St. Gervasi,Sant Gervasi - Galvany,53,43201
2018,Sarrià-St. Gervasi,Sant Gervasi - Galvany,54,43195
2018,Sarrià-St. Gervasi,Sant Gervasi - Galvany,55,43091
2018,Sarrià-St. Gervasi,Sant Gervasi - Galvany,56,41411
2018,Sarrià-St. Gervasi,Sant Gervasi - Galvany,57,42532
2018,Sarrià-St. Gervasi,Sant Gervasi - Galvany,58,43292
2018,Sarrià-St. Gervasi,Sant Gervasi - Galvany,59,42491
2018,Sarrià-St. Gervasi,Sant Gervasi - Galvany,60,43261
2018,Sarrià-St. Gervasi,Sant Gervasi - Galvany,61,31425
2018,Sarrià-St. Gervasi,Sant Gervasi - Galvany,62,39533
2018,Sarrià-St. Gervasi,Sant Gervasi - Galvany,63,37336
2018,Sarrià-St. Gervasi,Sant Gervasi - Galvany,64,32682
2018,Sarrià-St. Gervasi,Sant Gervasi - Galvany,65,30695
2018,Sarrià-St. Gervasi,Sant Gervasi - Galvany,66,43331
2018,Sarrià-St. Gervasi,Sant Gervasi - Galvany,67,35114
2018,Sarrià-St. Gervasi,Sant Gervasi - Galvany,68,35119
2018,Sarrià-St. Gervasi,Sant Gervasi - Galvany,69,31976
2018,Sarrià-St. Gervasi,Sant Gervasi - Galvany,70,30689
2018,Sarrià-St. Gervasi,Sant Gervasi - Galvany,71,28581
2018,Sarrià-St. Gervasi,Sant Gervasi - Galvany,72,31904
2018,Sarrià-St. Gervasi,Sant Gervasi - Galvany,73,29768
2018,Sarrià-St. Gervasi,Sant Gervasi - Galvany,74,33330
2018,Sarrià-St. Gervasi,Sant Gervasi - Galvany,75,33267
2018,Sarrià-St. Gervasi,Sant Gervasi - Galvany,76,32561
2018,Sarrià-St. Gervasi,Sant Gervasi - Galvany,77,31221
2018,Sarrià-St. Gervasi,Sant Gervasi - Galvany,78,31838
2018,Sarrià-St. Gervasi,Sant Gervasi - Galvany,79,29301
2018,Sarrià-St. Gervasi,el Putxet i el Farró,80,27522
2018,Sarrià-St. Gervasi,el Putxet i el Farró,81,27485
2018,Sarrià-St. Gervasi,el Putxet i el Farró,82,24244
2018,Sarrià-St. Gervasi,el Putxet i el Farró,83,29598
2018,Sarrià-St. Gervasi,el Putxet i el Farró,84,26364
2018,Sarrià-St. Gervasi,el Putxet i el Farró,85,24088
2018,Sarrià-St. Gervasi,el Putxet i el Farró,86,26841
2018,Sarrià-St. Gervasi,el Putxet i el Farró,87,27858
2018,Sarrià-St. Gervasi,el Putxet i el Farró,88,27972
2018,Sarrià-St. Gervasi,el Putxet i el Farró,89,31198
2018,Sarrià-St. Gervasi,el Putxet i el Farró,90,26557
2018,Sarrià-St. Gervasi,el Putxet i el Farró,91,26984
2018,Sarrià-St. Gervasi,el Putxet i el Farró,92,43445
2018,Sarrià-St. Gervasi,el Putxet i el Farró,93,30601
2018,Sarrià-St. Gervasi,el Putxet i el Farró,94,35715
2018,Sarrià-St. Gervasi,el Putxet i el Farró,95,25300
2018,Sarrià-St. Gervasi,el Putxet i el Farró,96,25190
2018,Sarrià-St. Gervasi,el Putxet i el Farró,97,29342
2018,Sarrià-St. Gervasi,el Putxet i el Farró,98,25649
