Year_Reference,District,Neighborhood,Value,Birth_Place_Region,Sex
2018,Ciutat Vella,el Raval,16,Eastern Africa,Female
2018,Ciutat Vella,el Raval,13,Eastern Africa,Male
2018,Ciutat Vella,el Raval,6,Middle Africa,Female
2018,Ciutat Vella,el Raval,26,Middle Africa,Male
2018,Ciutat Vella,el Raval,775,Northern Africa,Female
2018,Ciutat Vella,el Raval,1070,Northern Africa,Male
2018,Ciutat Vella,el Raval,5,Southern Africa,Female
2018,Ciutat Vella,el Raval,9,Southern Africa,Male
2018,Ciutat Vella,el Raval,68,Western Africa,Female
2018,Ciutat Vella,el Raval,142,Western Africa,Male
2018,Ciutat Vella,el Raval,302,Caribbean,Female
2018,Ciutat Vella,el Raval,269,Caribbean,Male
2018,Ciutat Vella,el Raval,325,Central America,Female
2018,Ciutat Vella,el Raval,274,Central America,Male
2018,Ciutat Vella,el Raval,2186,South America,Female
2018,Ciutat Vella,el Raval,2190,South America,Male
2018,Ciutat Vella,el Raval,127,Northern America,Female
2018,Ciutat Vella,el Raval,151,Northern America,Male
2018,Ciutat Vella,el Raval,5,Central Asia,Female
2018,Ciutat Vella,el Raval,11,Central Asia,Male
2018,Ciutat Vella,el Raval,223,Eastern Asia,Female
2018,Ciutat Vella,el Raval,162,Eastern Asia,Male
2018,Ciutat Vella,el Raval,2270,Southern Asia,Female
2018,Ciutat Vella,el Raval,6523,Southern Asia,Male
2018,Ciutat Vella,el Raval,3207,South-Eastern Asia,Female
2018,Ciutat Vella,el Raval,2256,South-Eastern Asia,Male
2018,Ciutat Vella,el Raval,180,Western Asia,Female
2018,Ciutat Vella,el Raval,275,Western Asia,Male
2018,Ciutat Vella,el Raval,522,Eastern Europe,Female
2018,Ciutat Vella,el Raval,356,Eastern Europe,Male
2018,Ciutat Vella,el Raval,395,Northern Europe,Female
2018,Ciutat Vella,el Raval,403,Northern Europe,Male
2018,Ciutat Vella,el Raval,10550,Southern Europe,Female
2018,Ciutat Vella,el Raval,10633,Southern Europe,Male
2018,Ciutat Vella,el Raval,750,Western Europe,Female
2018,Ciutat Vella,el Raval,781,Western Europe,Male
2018,Ciutat Vella,el Raval,23,Australia and New Zealand,Female
2018,Ciutat Vella,el Raval,21,Australia and New Zealand,Male
2018,Ciutat Vella,el Raval,8,Not available,Female
2018,Ciutat Vella,el Raval,6,Not available,Male
2018,Ciutat Vella,el Barri Gòtic,..,Eastern Africa,Female
2018,Ciutat Vella,el Barri Gòtic,13,Eastern Africa,Male
2018,Ciutat Vella,el Barri Gòtic,11,Middle Africa,Female
2018,Ciutat Vella,el Barri Gòtic,7,Middle Africa,Male
2018,Ciutat Vella,el Barri Gòtic,204,Northern Africa,Female
2018,Ciutat Vella,el Barri Gòtic,362,Northern Africa,Male
2018,Ciutat Vella,el Barri Gòtic,9,Southern Africa,Female
2018,Ciutat Vella,el Barri Gòtic,10,Southern Africa,Male
2018,Ciutat Vella,el Barri Gòtic,28,Western Africa,Female
2018,Ciutat Vella,el Barri Gòtic,118,Western Africa,Male
2018,Ciutat Vella,el Barri Gòtic,82,Caribbean,Female
2018,Ciutat Vella,el Barri Gòtic,70,Caribbean,Male
2018,Ciutat Vella,el Barri Gòtic,237,Central America,Female
2018,Ciutat Vella,el Barri Gòtic,129,Central America,Male
2018,Ciutat Vella,el Barri Gòtic,1091,South America,Female
2018,Ciutat Vella,el Barri Gòtic,1049,South America,Male
2018,Ciutat Vella,el Barri Gòtic,138,Northern America,Female
2018,Ciutat Vella,el Barri Gòtic,126,Northern America,Male
2018,Ciutat Vella,el Barri Gòtic,11,Central Asia,Female
2018,Ciutat Vella,el Barri Gòtic,7,Central Asia,Male
2018,Ciutat Vella,el Barri Gòtic,126,Eastern Asia,Female
2018,Ciutat Vella,el Barri Gòtic,104,Eastern Asia,Male
2018,Ciutat Vella,el Barri Gòtic,282,Southern Asia,Female
2018,Ciutat Vella,el Barri Gòtic,1530,Southern Asia,Male
2018,Ciutat Vella,el Barri Gòtic,270,South-Eastern Asia,Female
2018,Ciutat Vella,el Barri Gòtic,161,South-Eastern Asia,Male
2018,Ciutat Vella,el Barri Gòtic,92,Western Asia,Female
2018,Ciutat Vella,el Barri Gòtic,135,Western Asia,Male
2018,Ciutat Vella,el Barri Gòtic,338,Eastern Europe,Female
2018,Ciutat Vella,el Barri Gòtic,237,Eastern Europe,Male
2018,Ciutat Vella,el Barri Gòtic,282,Northern Europe,Female
2018,Ciutat Vella,el Barri Gòtic,278,Northern Europe,Male
2018,Ciutat Vella,el Barri Gòtic,4142,Southern Europe,Female
2018,Ciutat Vella,el Barri Gòtic,4213,Southern Europe,Male
2018,Ciutat Vella,el Barri Gòtic,523,Western Europe,Female
2018,Ciutat Vella,el Barri Gòtic,561,Western Europe,Male
2018,Ciutat Vella,el Barri Gòtic,26,Australia and New Zealand,Female
2018,Ciutat Vella,el Barri Gòtic,19,Australia and New Zealand,Male
2018,Ciutat Vella,el Barri Gòtic,6,Not available,Female
2018,Ciutat Vella,el Barri Gòtic,..,Not available,Male
2018,Ciutat Vella,la Barceloneta,5,Eastern Africa,Female
2018,Ciutat Vella,la Barceloneta,5,Eastern Africa,Male
2018,Ciutat Vella,la Barceloneta,..,Middle Africa,Female
2018,Ciutat Vella,la Barceloneta,196,Northern Africa,Female
2018,Ciutat Vella,la Barceloneta,280,Northern Africa,Male
2018,Ciutat Vella,la Barceloneta,8,Southern Africa,Female
2018,Ciutat Vella,la Barceloneta,5,Southern Africa,Male
2018,Ciutat Vella,la Barceloneta,11,Western Africa,Female
2018,Ciutat Vella,la Barceloneta,29,Western Africa,Male
2018,Ciutat Vella,la Barceloneta,85,Caribbean,Female
2018,Ciutat Vella,la Barceloneta,71,Caribbean,Male
2018,Ciutat Vella,la Barceloneta,106,Central America,Female
2018,Ciutat Vella,la Barceloneta,99,Central America,Male
2018,Ciutat Vella,la Barceloneta,922,South America,Female
2018,Ciutat Vella,la Barceloneta,890,South America,Male
2018,Ciutat Vella,la Barceloneta,72,Northern America,Female
2018,Ciutat Vella,la Barceloneta,65,Northern America,Male
2018,Ciutat Vella,la Barceloneta,9,Central Asia,Female
2018,Ciutat Vella,la Barceloneta,..,Central Asia,Male
2018,Ciutat Vella,la Barceloneta,46,Eastern Asia,Female
2018,Ciutat Vella,la Barceloneta,30,Eastern Asia,Male
2018,Ciutat Vella,la Barceloneta,112,Southern Asia,Female
2018,Ciutat Vella,la Barceloneta,469,Southern Asia,Male
2018,Ciutat Vella,la Barceloneta,28,South-Eastern Asia,Female
2018,Ciutat Vella,la Barceloneta,21,South-Eastern Asia,Male
2018,Ciutat Vella,la Barceloneta,63,Western Asia,Female
2018,Ciutat Vella,la Barceloneta,65,Western Asia,Male
2018,Ciutat Vella,la Barceloneta,351,Eastern Europe,Female
2018,Ciutat Vella,la Barceloneta,195,Eastern Europe,Male
2018,Ciutat Vella,la Barceloneta,200,Northern Europe,Female
2018,Ciutat Vella,la Barceloneta,183,Northern Europe,Male
2018,Ciutat Vella,la Barceloneta,4911,Southern Europe,Female
2018,Ciutat Vella,la Barceloneta,4673,Southern Europe,Male
2018,Ciutat Vella,la Barceloneta,342,Western Europe,Female
2018,Ciutat Vella,la Barceloneta,301,Western Europe,Male
2018,Ciutat Vella,la Barceloneta,18,Australia and New Zealand,Female
2018,Ciutat Vella,la Barceloneta,17,Australia and New Zealand,Male
2018,Ciutat Vella,la Barceloneta,..,Not available,Female
2018,Ciutat Vella,la Barceloneta,..,Not available,Male
2018,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",9,Eastern Africa,Female
2018,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",14,Eastern Africa,Male
2018,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",6,Middle Africa,Female
2018,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",9,Middle Africa,Male
2018,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",308,Northern Africa,Female
2018,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",680,Northern Africa,Male
2018,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",..,Southern Africa,Female
2018,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",10,Southern Africa,Male
2018,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",19,Western Africa,Female
2018,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",128,Western Africa,Male
2018,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",222,Caribbean,Female
2018,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",173,Caribbean,Male
2018,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",257,Central America,Female
2018,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",198,Central America,Male
2018,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",1498,South America,Female
2018,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",1391,South America,Male
2018,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",207,Northern America,Female
2018,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",170,Northern America,Male
2018,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",11,Central Asia,Female
2018,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",12,Central Asia,Male
2018,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",219,Eastern Asia,Female
2018,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",172,Eastern Asia,Male
2018,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",155,Southern Asia,Female
2018,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",441,Southern Asia,Male
2018,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",252,South-Eastern Asia,Female
2018,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",171,South-Eastern Asia,Male
2018,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",118,Western Asia,Female
2018,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",143,Western Asia,Male
2018,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",439,Eastern Europe,Female
