Year_Reference,District,Neighborhood,Value,Birth_Place_Region,Sex
2006,Ciutat Vella,el Raval,9,Eastern Africa,Female
2006,Ciutat Vella,el Raval,8,Eastern Africa,Male
2006,Ciutat Vella,el Raval,16,Middle Africa,Female
2006,Ciutat Vella,el Raval,16,Middle Africa,Male
2006,Ciutat Vella,el Raval,860,Northern Africa,Female
2006,Ciutat Vella,el Raval,1577,Northern Africa,Male
2006,Ciutat Vella,el Raval,..,Southern Africa,Female
2006,Ciutat Vella,el Raval,5,Southern Africa,Male
2006,Ciutat Vella,el Raval,43,Western Africa,Female
2006,Ciutat Vella,el Raval,135,Western Africa,Male
2006,Ciutat Vella,el Raval,462,Caribbean,Female
2006,Ciutat Vella,el Raval,340,Caribbean,Male
2006,Ciutat Vella,el Raval,202,Central America,Female
2006,Ciutat Vella,el Raval,198,Central America,Male
2006,Ciutat Vella,el Raval,2546,South America,Female
2006,Ciutat Vella,el Raval,2574,South America,Male
2006,Ciutat Vella,el Raval,79,Northern America,Female
2006,Ciutat Vella,el Raval,98,Northern America,Male
2006,Ciutat Vella,el Raval,..,Central Asia,Female
2006,Ciutat Vella,el Raval,..,Central Asia,Male
2006,Ciutat Vella,el Raval,175,Eastern Asia,Female
2006,Ciutat Vella,el Raval,180,Eastern Asia,Male
2006,Ciutat Vella,el Raval,824,Southern Asia,Female
2006,Ciutat Vella,el Raval,6095,Southern Asia,Male
2006,Ciutat Vella,el Raval,2268,South-Eastern Asia,Female
2006,Ciutat Vella,el Raval,1668,South-Eastern Asia,Male
2006,Ciutat Vella,el Raval,75,Western Asia,Female
2006,Ciutat Vella,el Raval,156,Western Asia,Male
2006,Ciutat Vella,el Raval,395,Eastern Europe,Female
2006,Ciutat Vella,el Raval,315,Eastern Europe,Male
2006,Ciutat Vella,el Raval,230,Northern Europe,Female
2006,Ciutat Vella,el Raval,215,Northern Europe,Male
2006,Ciutat Vella,el Raval,12842,Southern Europe,Female
2006,Ciutat Vella,el Raval,12084,Southern Europe,Male
2006,Ciutat Vella,el Raval,496,Western Europe,Female
2006,Ciutat Vella,el Raval,464,Western Europe,Male
2006,Ciutat Vella,el Raval,9,Australia and New Zealand,Female
2006,Ciutat Vella,el Raval,12,Australia and New Zealand,Male
2006,Ciutat Vella,el Raval,7,Not available,Female
2006,Ciutat Vella,el Raval,14,Not available,Male
2006,Ciutat Vella,el Barri Gòtic,..,Eastern Africa,Female
2006,Ciutat Vella,el Barri Gòtic,14,Eastern Africa,Male
2006,Ciutat Vella,el Barri Gòtic,21,Middle Africa,Female
2006,Ciutat Vella,el Barri Gòtic,36,Middle Africa,Male
2006,Ciutat Vella,el Barri Gòtic,218,Northern Africa,Female
2006,Ciutat Vella,el Barri Gòtic,1315,Northern Africa,Male
2006,Ciutat Vella,el Barri Gòtic,..,Southern Africa,Female
2006,Ciutat Vella,el Barri Gòtic,..,Southern Africa,Male
2006,Ciutat Vella,el Barri Gòtic,50,Western Africa,Female
2006,Ciutat Vella,el Barri Gòtic,426,Western Africa,Male
2006,Ciutat Vella,el Barri Gòtic,140,Caribbean,Female
2006,Ciutat Vella,el Barri Gòtic,116,Caribbean,Male
2006,Ciutat Vella,el Barri Gòtic,218,Central America,Female
2006,Ciutat Vella,el Barri Gòtic,224,Central America,Male
2006,Ciutat Vella,el Barri Gòtic,3037,South America,Female
2006,Ciutat Vella,el Barri Gòtic,3083,South America,Male
2006,Ciutat Vella,el Barri Gòtic,120,Northern America,Female
2006,Ciutat Vella,el Barri Gòtic,99,Northern America,Male
2006,Ciutat Vella,el Barri Gòtic,9,Central Asia,Female
2006,Ciutat Vella,el Barri Gòtic,15,Central Asia,Male
2006,Ciutat Vella,el Barri Gòtic,99,Eastern Asia,Female
2006,Ciutat Vella,el Barri Gòtic,98,Eastern Asia,Male
2006,Ciutat Vella,el Barri Gòtic,155,Southern Asia,Female
2006,Ciutat Vella,el Barri Gòtic,1858,Southern Asia,Male
2006,Ciutat Vella,el Barri Gòtic,195,South-Eastern Asia,Female
2006,Ciutat Vella,el Barri Gòtic,133,South-Eastern Asia,Male
2006,Ciutat Vella,el Barri Gòtic,107,Western Asia,Female
2006,Ciutat Vella,el Barri Gòtic,310,Western Asia,Male
2006,Ciutat Vella,el Barri Gòtic,876,Eastern Europe,Female
2006,Ciutat Vella,el Barri Gòtic,1233,Eastern Europe,Male
2006,Ciutat Vella,el Barri Gòtic,204,Northern Europe,Female
2006,Ciutat Vella,el Barri Gòtic,262,Northern Europe,Male
2006,Ciutat Vella,el Barri Gòtic,5956,Southern Europe,Female
2006,Ciutat Vella,el Barri Gòtic,6098,Southern Europe,Male
2006,Ciutat Vella,el Barri Gòtic,358,Western Europe,Female
2006,Ciutat Vella,el Barri Gòtic,414,Western Europe,Male
2006,Ciutat Vella,el Barri Gòtic,19,Australia and New Zealand,Female
2006,Ciutat Vella,el Barri Gòtic,10,Australia and New Zealand,Male
2006,Ciutat Vella,el Barri Gòtic,6,Not available,Female
2006,Ciutat Vella,el Barri Gòtic,17,Not available,Male
2006,Ciutat Vella,la Barceloneta,..,Eastern Africa,Male
2006,Ciutat Vella,la Barceloneta,..,Middle Africa,Female
2006,Ciutat Vella,la Barceloneta,..,Middle Africa,Male
2006,Ciutat Vella,la Barceloneta,234,Northern Africa,Female
2006,Ciutat Vella,la Barceloneta,483,Northern Africa,Male
2006,Ciutat Vella,la Barceloneta,..,Southern Africa,Female
2006,Ciutat Vella,la Barceloneta,..,Southern Africa,Male
2006,Ciutat Vella,la Barceloneta,..,Western Africa,Female
2006,Ciutat Vella,la Barceloneta,36,Western Africa,Male
2006,Ciutat Vella,la Barceloneta,103,Caribbean,Female
2006,Ciutat Vella,la Barceloneta,65,Caribbean,Male
2006,Ciutat Vella,la Barceloneta,71,Central America,Female
2006,Ciutat Vella,la Barceloneta,58,Central America,Male
2006,Ciutat Vella,la Barceloneta,739,South America,Female
2006,Ciutat Vella,la Barceloneta,738,South America,Male
