Year_Reference,District,Neighborhood,Value,Birth_Place_Region,Sex
2016,Ciutat Vella,el Raval,9,Eastern Africa,Female
2016,Ciutat Vella,el Raval,13,Eastern Africa,Male
2016,Ciutat Vella,el Raval,8,Middle Africa,Female
2016,Ciutat Vella,el Raval,26,Middle Africa,Male
2016,Ciutat Vella,el Raval,775,Northern Africa,Female
2016,Ciutat Vella,el Raval,1081,Northern Africa,Male
2016,Ciutat Vella,el Raval,5,Southern Africa,Female
2016,Ciutat Vella,el Raval,13,Southern Africa,Male
2016,Ciutat Vella,el Raval,55,Western Africa,Female
2016,Ciutat Vella,el Raval,133,Western Africa,Male
2016,Ciutat Vella,el Raval,312,Caribbean,Female
2016,Ciutat Vella,el Raval,260,Caribbean,Male
2016,Ciutat Vella,el Raval,285,Central America,Female
2016,Ciutat Vella,el Raval,234,Central America,Male
2016,Ciutat Vella,el Raval,1896,South America,Female
2016,Ciutat Vella,el Raval,1947,South America,Male
2016,Ciutat Vella,el Raval,114,Northern America,Female
2016,Ciutat Vella,el Raval,134,Northern America,Male
2016,Ciutat Vella,el Raval,12,Central Asia,Female
2016,Ciutat Vella,el Raval,13,Central Asia,Male
2016,Ciutat Vella,el Raval,193,Eastern Asia,Female
2016,Ciutat Vella,el Raval,152,Eastern Asia,Male
2016,Ciutat Vella,el Raval,1960,Southern Asia,Female
2016,Ciutat Vella,el Raval,6990,Southern Asia,Male
2016,Ciutat Vella,el Raval,3178,South-Eastern Asia,Female
2016,Ciutat Vella,el Raval,2253,South-Eastern Asia,Male
2016,Ciutat Vella,el Raval,171,Western Asia,Female
2016,Ciutat Vella,el Raval,261,Western Asia,Male
2016,Ciutat Vella,el Raval,518,Eastern Europe,Female
2016,Ciutat Vella,el Raval,336,Eastern Europe,Male
2016,Ciutat Vella,el Raval,402,Northern Europe,Female
2016,Ciutat Vella,el Raval,376,Northern Europe,Male
2016,Ciutat Vella,el Raval,10781,Southern Europe,Female
2016,Ciutat Vella,el Raval,10873,Southern Europe,Male
2016,Ciutat Vella,el Raval,681,Western Europe,Female
2016,Ciutat Vella,el Raval,694,Western Europe,Male
2016,Ciutat Vella,el Raval,21,Australia and New Zealand,Female
2016,Ciutat Vella,el Raval,15,Australia and New Zealand,Male
2016,Ciutat Vella,el Raval,11,Not available,Female
2016,Ciutat Vella,el Raval,5,Not available,Male
2016,Ciutat Vella,el Barri Gòtic,6,Eastern Africa,Female
2016,Ciutat Vella,el Barri Gòtic,6,Eastern Africa,Male
2016,Ciutat Vella,el Barri Gòtic,8,Middle Africa,Female
2016,Ciutat Vella,el Barri Gòtic,9,Middle Africa,Male
