Year_Reference,District,Neighborhood,Value,Birth_Place_Region,Sex
2005,Ciutat Vella,el Raval,8,Eastern Africa,Female
2005,Ciutat Vella,el Raval,7,Eastern Africa,Male
2005,Ciutat Vella,el Raval,17,Middle Africa,Female
2005,Ciutat Vella,el Raval,16,Middle Africa,Male
2005,Ciutat Vella,el Raval,882,Northern Africa,Female
2005,Ciutat Vella,el Raval,1606,Northern Africa,Male
2005,Ciutat Vella,el Raval,..,Southern Africa,Female
2005,Ciutat Vella,el Raval,..,Southern Africa,Male
2005,Ciutat Vella,el Raval,50,Western Africa,Female
2005,Ciutat Vella,el Raval,137,Western Africa,Male
2005,Ciutat Vella,el Raval,487,Caribbean,Female
2005,Ciutat Vella,el Raval,329,Caribbean,Male
2005,Ciutat Vella,el Raval,189,Central America,Female
2005,Ciutat Vella,el Raval,161,Central America,Male
2005,Ciutat Vella,el Raval,2539,South America,Female
2005,Ciutat Vella,el Raval,2563,South America,Male
2005,Ciutat Vella,el Raval,72,Northern America,Female
2005,Ciutat Vella,el Raval,86,Northern America,Male
2005,Ciutat Vella,el Raval,..,Central Asia,Female
2005,Ciutat Vella,el Raval,..,Central Asia,Male
2005,Ciutat Vella,el Raval,180,Eastern Asia,Female
2005,Ciutat Vella,el Raval,188,Eastern Asia,Male
2005,Ciutat Vella,el Raval,676,Southern Asia,Female
2005,Ciutat Vella,el Raval,5527,Southern Asia,Male
2005,Ciutat Vella,el Raval,2243,South-Eastern Asia,Female
2005,Ciutat Vella,el Raval,1631,South-Eastern Asia,Male
2005,Ciutat Vella,el Raval,74,Western Asia,Female
2005,Ciutat Vella,el Raval,143,Western Asia,Male
2005,Ciutat Vella,el Raval,353,Eastern Europe,Female
2005,Ciutat Vella,el Raval,309,Eastern Europe,Male
2005,Ciutat Vella,el Raval,180,Northern Europe,Female
2005,Ciutat Vella,el Raval,181,Northern Europe,Male
2005,Ciutat Vella,el Raval,13231,Southern Europe,Female
2005,Ciutat Vella,el Raval,12335,Southern Europe,Male
2005,Ciutat Vella,el Raval,464,Western Europe,Female
2005,Ciutat Vella,el Raval,415,Western Europe,Male
2005,Ciutat Vella,el Raval,9,Australia and New Zealand,Female
2005,Ciutat Vella,el Raval,13,Australia and New Zealand,Male
2005,Ciutat Vella,el Raval,10,Not available,Female
2005,Ciutat Vella,el Raval,11,Not available,Male
2005,Ciutat Vella,el Barri Gòtic,..,Eastern Africa,Female
2005,Ciutat Vella,el Barri Gòtic,11,Eastern Africa,Male
2005,Ciutat Vella,el Barri Gòtic,16,Middle Africa,Female
2005,Ciutat Vella,el Barri Gòtic,29,Middle Africa,Male
2005,Ciutat Vella,el Barri Gòtic,195,Northern Africa,Female
2005,Ciutat Vella,el Barri Gòtic,1321,Northern Africa,Male
2005,Ciutat Vella,el Barri Gòtic,..,Southern Africa,Female
2005,Ciutat Vella,el Barri Gòtic,5,Southern Africa,Male
2005,Ciutat Vella,el Barri Gòtic,52,Western Africa,Female
2005,Ciutat Vella,el Barri Gòtic,438,Western Africa,Male
2005,Ciutat Vella,el Barri Gòtic,144,Caribbean,Female
2005,Ciutat Vella,el Barri Gòtic,119,Caribbean,Male
2005,Ciutat Vella,el Barri Gòtic,164,Central America,Female
2005,Ciutat Vella,el Barri Gòtic,184,Central America,Male
2005,Ciutat Vella,el Barri Gòtic,2993,South America,Female
2005,Ciutat Vella,el Barri Gòtic,3127,South America,Male
2005,Ciutat Vella,el Barri Gòtic,97,Northern America,Female
2005,Ciutat Vella,el Barri Gòtic,70,Northern America,Male
2005,Ciutat Vella,el Barri Gòtic,10,Central Asia,Female
2005,Ciutat Vella,el Barri Gòtic,16,Central Asia,Male
2005,Ciutat Vella,el Barri Gòtic,99,Eastern Asia,Female
2005,Ciutat Vella,el Barri Gòtic,85,Eastern Asia,Male
2005,Ciutat Vella,el Barri Gòtic,143,Southern Asia,Female
2005,Ciutat Vella,el Barri Gòtic,1859,Southern Asia,Male
2005,Ciutat Vella,el Barri Gòtic,200,South-Eastern Asia,Female
2005,Ciutat Vella,el Barri Gòtic,131,South-Eastern Asia,Male
2005,Ciutat Vella,el Barri Gòtic,92,Western Asia,Female
2005,Ciutat Vella,el Barri Gòtic,273,Western Asia,Male
2005,Ciutat Vella,el Barri Gòtic,810,Eastern Europe,Female
2005,Ciutat Vella,el Barri Gòtic,1217,Eastern Europe,Male
2005,Ciutat Vella,el Barri Gòtic,134,Northern Europe,Female
2005,Ciutat Vella,el Barri Gòtic,191,Northern Europe,Male
2005,Ciutat Vella,el Barri Gòtic,6060,Southern Europe,Female
2005,Ciutat Vella,el Barri Gòtic,6096,Southern Europe,Male
2005,Ciutat Vella,el Barri Gòtic,324,Western Europe,Female
2005,Ciutat Vella,el Barri Gòtic,369,Western Europe,Male
2005,Ciutat Vella,el Barri Gòtic,16,Australia and New Zealand,Female
2005,Ciutat Vella,el Barri Gòtic,10,Australia and New Zealand,Male
2005,Ciutat Vella,el Barri Gòtic,11,Not available,Female
2005,Ciutat Vella,el Barri Gòtic,15,Not available,Male
2005,Ciutat Vella,la Barceloneta,..,Eastern Africa,Male
2005,Ciutat Vella,la Barceloneta,..,Middle Africa,Female
2005,Ciutat Vella,la Barceloneta,..,Middle Africa,Male
2005,Ciutat Vella,la Barceloneta,228,Northern Africa,Female
2005,Ciutat Vella,la Barceloneta,449,Northern Africa,Male
2005,Ciutat Vella,la Barceloneta,..,Southern Africa,Female
2005,Ciutat Vella,la Barceloneta,..,Southern Africa,Male
2005,Ciutat Vella,la Barceloneta,7,Western Africa,Female
2005,Ciutat Vella,la Barceloneta,41,Western Africa,Male
2005,Ciutat Vella,la Barceloneta,104,Caribbean,Female
2005,Ciutat Vella,la Barceloneta,70,Caribbean,Male
2005,Ciutat Vella,la Barceloneta,71,Central America,Female
2005,Ciutat Vella,la Barceloneta,47,Central America,Male
2005,Ciutat Vella,la Barceloneta,735,South America,Female
2005,Ciutat Vella,la Barceloneta,697,South America,Male
2005,Ciutat Vella,la Barceloneta,15,Northern America,Female
2005,Ciutat Vella,la Barceloneta,26,Northern America,Male
2005,Ciutat Vella,la Barceloneta,..,Central Asia,Female
2005,Ciutat Vella,la Barceloneta,26,Eastern Asia,Female
2005,Ciutat Vella,la Barceloneta,38,Eastern Asia,Male
2005,Ciutat Vella,la Barceloneta,28,Southern Asia,Female
2005,Ciutat Vella,la Barceloneta,274,Southern Asia,Male
2005,Ciutat Vella,la Barceloneta,30,South-Eastern Asia,Female
2005,Ciutat Vella,la Barceloneta,18,South-Eastern Asia,Male
2005,Ciutat Vella,la Barceloneta,30,Western Asia,Female
2005,Ciutat Vella,la Barceloneta,35,Western Asia,Male
2005,Ciutat Vella,la Barceloneta,116,Eastern Europe,Female
2005,Ciutat Vella,la Barceloneta,112,Eastern Europe,Male
2005,Ciutat Vella,la Barceloneta,71,Northern Europe,Female
2005,Ciutat Vella,la Barceloneta,66,Northern Europe,Male
2005,Ciutat Vella,la Barceloneta,6479,Southern Europe,Female
2005,Ciutat Vella,la Barceloneta,5686,Southern Europe,Male
2005,Ciutat Vella,la Barceloneta,143,Western Europe,Female
2005,Ciutat Vella,la Barceloneta,119,Western Europe,Male
2005,Ciutat Vella,la Barceloneta,..,Australia and New Zealand,Female
2005,Ciutat Vella,la Barceloneta,6,Australia and New Zealand,Male
2005,Ciutat Vella,la Barceloneta,8,Not available,Female
2005,Ciutat Vella,la Barceloneta,7,Not available,Male
2005,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",7,Eastern Africa,Female
2005,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",6,Eastern Africa,Male
2005,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",5,Middle Africa,Female
2005,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",6,Middle Africa,Male
2005,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",384,Northern Africa,Female
2005,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",965,Northern Africa,Male
2005,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",..,Southern Africa,Female
2005,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",..,Southern Africa,Male
2005,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",29,Western Africa,Female
2005,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",137,Western Africa,Male
2005,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",398,Caribbean,Female
2005,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",275,Caribbean,Male
2005,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",129,Central America,Female
2005,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",121,Central America,Male
2005,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",1215,South America,Female
2005,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",1201,South America,Male
2005,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",77,Northern America,Female
2005,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",77,Northern America,Male
2005,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",..,Central Asia,Female
2005,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",..,Central Asia,Male
2005,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",186,Eastern Asia,Female
2005,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",202,Eastern Asia,Male
2005,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",54,Southern Asia,Female
2005,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",516,Southern Asia,Male
2005,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",180,South-Eastern Asia,Female
2005,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",123,South-Eastern Asia,Male
2005,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",17,Western Asia,Female
2005,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",27,Western Asia,Male
2005,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",103,Eastern Europe,Female
2005,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",117,Eastern Europe,Male
2005,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",182,Northern Europe,Female
2005,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",170,Northern Europe,Male
2005,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",8107,Southern Europe,Female
2005,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",7060,Southern Europe,Male
2005,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",333,Western Europe,Female
2005,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",386,Western Europe,Male
2005,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",12,Australia and New Zealand,Female
2005,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",16,Australia and New Zealand,Male
2005,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",7,Not available,Female
2005,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",5,Not available,Male
2005,Eixample,el Fort Pienc,6,Eastern Africa,Female
2005,Eixample,el Fort Pienc,6,Eastern Africa,Male
2005,Eixample,el Fort Pienc,6,Middle Africa,Female
2005,Eixample,el Fort Pienc,7,Middle Africa,Male
2005,Eixample,el Fort Pienc,87,Northern Africa,Female
2005,Eixample,el Fort Pienc,133,Northern Africa,Male
2005,Eixample,el Fort Pienc,..,Southern Africa,Female
2005,Eixample,el Fort Pienc,9,Western Africa,Female
2005,Eixample,el Fort Pienc,28,Western Africa,Male
2005,Eixample,el Fort Pienc,198,Caribbean,Female
2005,Eixample,el Fort Pienc,101,Caribbean,Male
2005,Eixample,el Fort Pienc,143,Central America,Female
2005,Eixample,el Fort Pienc,127,Central America,Male
2005,Eixample,el Fort Pienc,1347,South America,Female
2005,Eixample,el Fort Pienc,1178,South America,Male
2005,Eixample,el Fort Pienc,46,Northern America,Female
2005,Eixample,el Fort Pienc,46,Northern America,Male
2005,Eixample,el Fort Pienc,..,Central Asia,Female
2005,Eixample,el Fort Pienc,..,Central Asia,Male
2005,Eixample,el Fort Pienc,294,Eastern Asia,Female
2005,Eixample,el Fort Pienc,290,Eastern Asia,Male
2005,Eixample,el Fort Pienc,23,Southern Asia,Female
2005,Eixample,el Fort Pienc,88,Southern Asia,Male
2005,Eixample,el Fort Pienc,24,South-Eastern Asia,Female
2005,Eixample,el Fort Pienc,15,South-Eastern Asia,Male
2005,Eixample,el Fort Pienc,24,Western Asia,Female
2005,Eixample,el Fort Pienc,42,Western Asia,Male
2005,Eixample,el Fort Pienc,104,Eastern Europe,Female
2005,Eixample,el Fort Pienc,86,Eastern Europe,Male
2005,Eixample,el Fort Pienc,62,Northern Europe,Female
2005,Eixample,el Fort Pienc,95,Northern Europe,Male
2005,Eixample,el Fort Pienc,14061,Southern Europe,Female
2005,Eixample,el Fort Pienc,11728,Southern Europe,Male
2005,Eixample,el Fort Pienc,267,Western Europe,Female
2005,Eixample,el Fort Pienc,233,Western Europe,Male
2005,Eixample,el Fort Pienc,5,Australia and New Zealand,Female
2005,Eixample,el Fort Pienc,5,Australia and New Zealand,Male
2005,Eixample,el Fort Pienc,6,Not available,Female
2005,Eixample,el Fort Pienc,6,Not available,Male
2005,Eixample,la Sagrada Família,..,Eastern Africa,Female
2005,Eixample,la Sagrada Família,..,Eastern Africa,Male
2005,Eixample,la Sagrada Família,13,Middle Africa,Female
2005,Eixample,la Sagrada Família,6,Middle Africa,Male
2005,Eixample,la Sagrada Família,151,Northern Africa,Female
2005,Eixample,la Sagrada Família,266,Northern Africa,Male
2005,Eixample,la Sagrada Família,..,Southern Africa,Male
2005,Eixample,la Sagrada Família,15,Western Africa,Female
2005,Eixample,la Sagrada Família,51,Western Africa,Male
2005,Eixample,la Sagrada Família,267,Caribbean,Female
2005,Eixample,la Sagrada Família,186,Caribbean,Male
2005,Eixample,la Sagrada Família,187,Central America,Female
2005,Eixample,la Sagrada Família,159,Central America,Male
2005,Eixample,la Sagrada Família,2772,South America,Female
2005,Eixample,la Sagrada Família,2270,South America,Male
2005,Eixample,la Sagrada Família,39,Northern America,Female
2005,Eixample,la Sagrada Família,43,Northern America,Male
2005,Eixample,la Sagrada Família,..,Central Asia,Female
2005,Eixample,la Sagrada Família,..,Central Asia,Male
2005,Eixample,la Sagrada Família,230,Eastern Asia,Female
2005,Eixample,la Sagrada Família,264,Eastern Asia,Male
2005,Eixample,la Sagrada Família,17,Southern Asia,Female
2005,Eixample,la Sagrada Família,87,Southern Asia,Male
2005,Eixample,la Sagrada Família,38,South-Eastern Asia,Female
2005,Eixample,la Sagrada Família,27,South-Eastern Asia,Male
2005,Eixample,la Sagrada Família,48,Western Asia,Female
2005,Eixample,la Sagrada Família,77,Western Asia,Male
2005,Eixample,la Sagrada Família,176,Eastern Europe,Female
2005,Eixample,la Sagrada Família,155,Eastern Europe,Male
2005,Eixample,la Sagrada Família,92,Northern Europe,Female
2005,Eixample,la Sagrada Família,103,Northern Europe,Male
2005,Eixample,la Sagrada Família,23944,Southern Europe,Female
2005,Eixample,la Sagrada Família,19826,Southern Europe,Male
2005,Eixample,la Sagrada Família,338,Western Europe,Female
2005,Eixample,la Sagrada Família,260,Western Europe,Male
2005,Eixample,la Sagrada Família,..,Australia and New Zealand,Female
2005,Eixample,la Sagrada Família,..,Australia and New Zealand,Male
2005,Eixample,la Sagrada Família,15,Not available,Female
2005,Eixample,la Sagrada Família,10,Not available,Male
2005,Eixample,la Dreta de l'Eixample,..,Eastern Africa,Female
2005,Eixample,la Dreta de l'Eixample,15,Eastern Africa,Male
2005,Eixample,la Dreta de l'Eixample,12,Middle Africa,Female
2005,Eixample,la Dreta de l'Eixample,6,Middle Africa,Male
2005,Eixample,la Dreta de l'Eixample,136,Northern Africa,Female
2005,Eixample,la Dreta de l'Eixample,259,Northern Africa,Male
2005,Eixample,la Dreta de l'Eixample,..,Southern Africa,Female
2005,Eixample,la Dreta de l'Eixample,8,Southern Africa,Male
2005,Eixample,la Dreta de l'Eixample,28,Western Africa,Female
2005,Eixample,la Dreta de l'Eixample,30,Western Africa,Male
2005,Eixample,la Dreta de l'Eixample,175,Caribbean,Female
2005,Eixample,la Dreta de l'Eixample,95,Caribbean,Male
2005,Eixample,la Dreta de l'Eixample,236,Central America,Female
2005,Eixample,la Dreta de l'Eixample,195,Central America,Male
2005,Eixample,la Dreta de l'Eixample,1737,South America,Female
2005,Eixample,la Dreta de l'Eixample,1356,South America,Male
2005,Eixample,la Dreta de l'Eixample,111,Northern America,Female
2005,Eixample,la Dreta de l'Eixample,131,Northern America,Male
2005,Eixample,la Dreta de l'Eixample,..,Central Asia,Female
2005,Eixample,la Dreta de l'Eixample,..,Central Asia,Male
2005,Eixample,la Dreta de l'Eixample,259,Eastern Asia,Female
2005,Eixample,la Dreta de l'Eixample,254,Eastern Asia,Male
2005,Eixample,la Dreta de l'Eixample,32,Southern Asia,Female
2005,Eixample,la Dreta de l'Eixample,63,Southern Asia,Male
2005,Eixample,la Dreta de l'Eixample,77,South-Eastern Asia,Female
2005,Eixample,la Dreta de l'Eixample,49,South-Eastern Asia,Male
2005,Eixample,la Dreta de l'Eixample,49,Western Asia,Female
2005,Eixample,la Dreta de l'Eixample,56,Western Asia,Male
2005,Eixample,la Dreta de l'Eixample,164,Eastern Europe,Female
2005,Eixample,la Dreta de l'Eixample,99,Eastern Europe,Male
2005,Eixample,la Dreta de l'Eixample,178,Northern Europe,Female
2005,Eixample,la Dreta de l'Eixample,207,Northern Europe,Male
2005,Eixample,la Dreta de l'Eixample,19465,Southern Europe,Female
2005,Eixample,la Dreta de l'Eixample,15895,Southern Europe,Male
2005,Eixample,la Dreta de l'Eixample,513,Western Europe,Female
2005,Eixample,la Dreta de l'Eixample,472,Western Europe,Male
2005,Eixample,la Dreta de l'Eixample,14,Australia and New Zealand,Female
2005,Eixample,la Dreta de l'Eixample,13,Australia and New Zealand,Male
2005,Eixample,la Dreta de l'Eixample,..,Melanesia,Male
2005,Eixample,la Dreta de l'Eixample,21,Not available,Female
2005,Eixample,la Dreta de l'Eixample,17,Not available,Male
2005,Eixample,l'Antiga Esquerra de l'Eixample,..,Eastern Africa,Female
2005,Eixample,l'Antiga Esquerra de l'Eixample,6,Eastern Africa,Male
2005,Eixample,l'Antiga Esquerra de l'Eixample,..,Middle Africa,Female
2005,Eixample,l'Antiga Esquerra de l'Eixample,7,Middle Africa,Male
2005,Eixample,l'Antiga Esquerra de l'Eixample,125,Northern Africa,Female
2005,Eixample,l'Antiga Esquerra de l'Eixample,120,Northern Africa,Male
2005,Eixample,l'Antiga Esquerra de l'Eixample,..,Southern Africa,Female
2005,Eixample,l'Antiga Esquerra de l'Eixample,..,Southern Africa,Male
2005,Eixample,l'Antiga Esquerra de l'Eixample,10,Western Africa,Female
2005,Eixample,l'Antiga Esquerra de l'Eixample,28,Western Africa,Male
2005,Eixample,l'Antiga Esquerra de l'Eixample,226,Caribbean,Female
2005,Eixample,l'Antiga Esquerra de l'Eixample,113,Caribbean,Male
2005,Eixample,l'Antiga Esquerra de l'Eixample,222,Central America,Female
2005,Eixample,l'Antiga Esquerra de l'Eixample,195,Central America,Male
2005,Eixample,l'Antiga Esquerra de l'Eixample,1838,South America,Female
2005,Eixample,l'Antiga Esquerra de l'Eixample,1524,South America,Male
2005,Eixample,l'Antiga Esquerra de l'Eixample,98,Northern America,Female
2005,Eixample,l'Antiga Esquerra de l'Eixample,105,Northern America,Male
2005,Eixample,l'Antiga Esquerra de l'Eixample,297,Eastern Asia,Female
2005,Eixample,l'Antiga Esquerra de l'Eixample,320,Eastern Asia,Male
2005,Eixample,l'Antiga Esquerra de l'Eixample,20,Southern Asia,Female
2005,Eixample,l'Antiga Esquerra de l'Eixample,64,Southern Asia,Male
2005,Eixample,l'Antiga Esquerra de l'Eixample,213,South-Eastern Asia,Female
2005,Eixample,l'Antiga Esquerra de l'Eixample,165,South-Eastern Asia,Male
2005,Eixample,l'Antiga Esquerra de l'Eixample,68,Western Asia,Female
2005,Eixample,l'Antiga Esquerra de l'Eixample,93,Western Asia,Male
2005,Eixample,l'Antiga Esquerra de l'Eixample,181,Eastern Europe,Female
2005,Eixample,l'Antiga Esquerra de l'Eixample,123,Eastern Europe,Male
2005,Eixample,l'Antiga Esquerra de l'Eixample,140,Northern Europe,Female
2005,Eixample,l'Antiga Esquerra de l'Eixample,176,Northern Europe,Male
2005,Eixample,l'Antiga Esquerra de l'Eixample,18875,Southern Europe,Female
