Year_Reference,District,Neighborhood,Value,Birth_Place_Region,Sex
2025,Ciutat Vella,el Raval,33,Eastern Africa,Female
2025,Ciutat Vella,el Raval,38,Eastern Africa,Male
2025,Ciutat Vella,el Raval,19,Middle Africa,Female
2025,Ciutat Vella,el Raval,22,Middle Africa,Male
2025,Ciutat Vella,el Raval,927,Northern Africa,Female
2025,Ciutat Vella,el Raval,1909,Northern Africa,Male
2025,Ciutat Vella,el Raval,12,Southern Africa,Female
2025,Ciutat Vella,el Raval,15,Southern Africa,Male
2025,Ciutat Vella,el Raval,75,Western Africa,Female
2025,Ciutat Vella,el Raval,192,Western Africa,Male
2025,Ciutat Vella,el Raval,363,Caribbean,Female
2025,Ciutat Vella,el Raval,370,Caribbean,Male
2025,Ciutat Vella,el Raval,407,Central America,Female
2025,Ciutat Vella,el Raval,402,Central America,Male
2025,Ciutat Vella,el Raval,3442,South America,Female
2025,Ciutat Vella,el Raval,3277,South America,Male
2025,Ciutat Vella,el Raval,212,Northern America,Female
2025,Ciutat Vella,el Raval,241,Northern America,Male
2025,Ciutat Vella,el Raval,30,Central Asia,Female
2025,Ciutat Vella,el Raval,18,Central Asia,Male
2025,Ciutat Vella,el Raval,265,Eastern Asia,Female
2025,Ciutat Vella,el Raval,205,Eastern Asia,Male
2025,Ciutat Vella,el Raval,2925,Southern Asia,Female
2025,Ciutat Vella,el Raval,6066,Southern Asia,Male
2025,Ciutat Vella,el Raval,3238,South-Eastern Asia,Female
2025,Ciutat Vella,el Raval,2141,South-Eastern Asia,Male
2025,Ciutat Vella,el Raval,234,Western Asia,Female
2025,Ciutat Vella,el Raval,309,Western Asia,Male
2025,Ciutat Vella,el Raval,707,Eastern Europe,Female
2025,Ciutat Vella,el Raval,500,Eastern Europe,Male
2025,Ciutat Vella,el Raval,395,Northern Europe,Female
2025,Ciutat Vella,el Raval,425,Northern Europe,Male
2025,Ciutat Vella,el Raval,9231,Southern Europe,Female
2025,Ciutat Vella,el Raval,9550,Southern Europe,Male
2025,Ciutat Vella,el Raval,772,Western Europe,Female
2025,Ciutat Vella,el Raval,845,Western Europe,Male
2025,Ciutat Vella,el Raval,35,Australia and New Zealand,Female
2025,Ciutat Vella,el Raval,42,Australia and New Zealand,Male
2025,Ciutat Vella,el Raval,17,Not available,Female
2025,Ciutat Vella,el Raval,11,Not available,Male
2025,Ciutat Vella,el Barri Gòtic,14,Eastern Africa,Female
2025,Ciutat Vella,el Barri Gòtic,25,Eastern Africa,Male
2025,Ciutat Vella,el Barri Gòtic,22,Middle Africa,Female
2025,Ciutat Vella,el Barri Gòtic,14,Middle Africa,Male
2025,Ciutat Vella,el Barri Gòtic,470,Northern Africa,Female
2025,Ciutat Vella,el Barri Gòtic,1738,Northern Africa,Male
2025,Ciutat Vella,el Barri Gòtic,11,Southern Africa,Female
2025,Ciutat Vella,el Barri Gòtic,10,Southern Africa,Male
2025,Ciutat Vella,el Barri Gòtic,44,Western Africa,Female
2025,Ciutat Vella,el Barri Gòtic,276,Western Africa,Male
2025,Ciutat Vella,el Barri Gòtic,158,Caribbean,Female
2025,Ciutat Vella,el Barri Gòtic,135,Caribbean,Male
2025,Ciutat Vella,el Barri Gòtic,385,Central America,Female
2025,Ciutat Vella,el Barri Gòtic,266,Central America,Male
2025,Ciutat Vella,el Barri Gòtic,2184,South America,Female
2025,Ciutat Vella,el Barri Gòtic,2095,South America,Male
2025,Ciutat Vella,el Barri Gòtic,209,Northern America,Female
2025,Ciutat Vella,el Barri Gòtic,190,Northern America,Male
2025,Ciutat Vella,el Barri Gòtic,15,Central Asia,Female
2025,Ciutat Vella,el Barri Gòtic,10,Central Asia,Male
2025,Ciutat Vella,el Barri Gòtic,93,Eastern Asia,Female
2025,Ciutat Vella,el Barri Gòtic,73,Eastern Asia,Male
2025,Ciutat Vella,el Barri Gòtic,685,Southern Asia,Female
2025,Ciutat Vella,el Barri Gòtic,7426,Southern Asia,Male
2025,Ciutat Vella,el Barri Gòtic,311,South-Eastern Asia,Female
2025,Ciutat Vella,el Barri Gòtic,182,South-Eastern Asia,Male
2025,Ciutat Vella,el Barri Gòtic,152,Western Asia,Female
2025,Ciutat Vella,el Barri Gòtic,193,Western Asia,Male
2025,Ciutat Vella,el Barri Gòtic,479,Eastern Europe,Female
2025,Ciutat Vella,el Barri Gòtic,361,Eastern Europe,Male
2025,Ciutat Vella,el Barri Gòtic,337,Northern Europe,Female
2025,Ciutat Vella,el Barri Gòtic,365,Northern Europe,Male
2025,Ciutat Vella,el Barri Gòtic,3794,Southern Europe,Female
2025,Ciutat Vella,el Barri Gòtic,3942,Southern Europe,Male
2025,Ciutat Vella,el Barri Gòtic,558,Western Europe,Female
2025,Ciutat Vella,el Barri Gòtic,569,Western Europe,Male
2025,Ciutat Vella,el Barri Gòtic,32,Australia and New Zealand,Female
2025,Ciutat Vella,el Barri Gòtic,40,Australia and New Zealand,Male
2025,Ciutat Vella,el Barri Gòtic,7,Not available,Female
2025,Ciutat Vella,el Barri Gòtic,8,Not available,Male
2025,Ciutat Vella,la Barceloneta,9,Eastern Africa,Female
2025,Ciutat Vella,la Barceloneta,5,Eastern Africa,Male
2025,Ciutat Vella,la Barceloneta,5,Middle Africa,Female
2025,Ciutat Vella,la Barceloneta,..,Middle Africa,Male
2025,Ciutat Vella,la Barceloneta,215,Northern Africa,Female
2025,Ciutat Vella,la Barceloneta,438,Northern Africa,Male
2025,Ciutat Vella,la Barceloneta,8,Southern Africa,Female
2025,Ciutat Vella,la Barceloneta,..,Southern Africa,Male
2025,Ciutat Vella,la Barceloneta,9,Western Africa,Female
2025,Ciutat Vella,la Barceloneta,33,Western Africa,Male
2025,Ciutat Vella,la Barceloneta,90,Caribbean,Female
2025,Ciutat Vella,la Barceloneta,91,Caribbean,Male
2025,Ciutat Vella,la Barceloneta,174,Central America,Female
2025,Ciutat Vella,la Barceloneta,136,Central America,Male
2025,Ciutat Vella,la Barceloneta,1482,South America,Female
2025,Ciutat Vella,la Barceloneta,1305,South America,Male
2025,Ciutat Vella,la Barceloneta,84,Northern America,Female
2025,Ciutat Vella,la Barceloneta,81,Northern America,Male
2025,Ciutat Vella,la Barceloneta,11,Central Asia,Female
2025,Ciutat Vella,la Barceloneta,36,Eastern Asia,Female
2025,Ciutat Vella,la Barceloneta,35,Eastern Asia,Male
2025,Ciutat Vella,la Barceloneta,154,Southern Asia,Female
2025,Ciutat Vella,la Barceloneta,502,Southern Asia,Male
2025,Ciutat Vella,la Barceloneta,38,South-Eastern Asia,Female
2025,Ciutat Vella,la Barceloneta,23,South-Eastern Asia,Male
2025,Ciutat Vella,la Barceloneta,89,Western Asia,Female
2025,Ciutat Vella,la Barceloneta,100,Western Asia,Male
2025,Ciutat Vella,la Barceloneta,423,Eastern Europe,Female
2025,Ciutat Vella,la Barceloneta,269,Eastern Europe,Male
2025,Ciutat Vella,la Barceloneta,189,Northern Europe,Female
2025,Ciutat Vella,la Barceloneta,206,Northern Europe,Male
2025,Ciutat Vella,la Barceloneta,3944,Southern Europe,Female
2025,Ciutat Vella,la Barceloneta,3738,Southern Europe,Male
2025,Ciutat Vella,la Barceloneta,426,Western Europe,Female
2025,Ciutat Vella,la Barceloneta,354,Western Europe,Male
2025,Ciutat Vella,la Barceloneta,13,Australia and New Zealand,Female
2025,Ciutat Vella,la Barceloneta,19,Australia and New Zealand,Male
