Year_Reference,District,Neighborhood,Value,Birth_Place_Region,Sex
2002,Ciutat Vella,el Raval,5,Eastern Africa,Female
2002,Ciutat Vella,el Raval,..,Eastern Africa,Male
2002,Ciutat Vella,el Raval,14,Middle Africa,Female
2002,Ciutat Vella,el Raval,15,Middle Africa,Male
2002,Ciutat Vella,el Raval,795,Northern Africa,Female
2002,Ciutat Vella,el Raval,1283,Northern Africa,Male
2002,Ciutat Vella,el Raval,..,Southern Africa,Male
2002,Ciutat Vella,el Raval,39,Western Africa,Female
2002,Ciutat Vella,el Raval,108,Western Africa,Male
2002,Ciutat Vella,el Raval,463,Caribbean,Female
2002,Ciutat Vella,el Raval,220,Caribbean,Male
2002,Ciutat Vella,el Raval,128,Central America,Female
2002,Ciutat Vella,el Raval,86,Central America,Male
2002,Ciutat Vella,el Raval,1638,South America,Female
2002,Ciutat Vella,el Raval,1632,South America,Male
2002,Ciutat Vella,el Raval,32,Northern America,Female
2002,Ciutat Vella,el Raval,51,Northern America,Male
2002,Ciutat Vella,el Raval,92,Eastern Asia,Female
2002,Ciutat Vella,el Raval,92,Eastern Asia,Male
2002,Ciutat Vella,el Raval,441,Southern Asia,Female
2002,Ciutat Vella,el Raval,3058,Southern Asia,Male
2002,Ciutat Vella,el Raval,1589,South-Eastern Asia,Female
2002,Ciutat Vella,el Raval,1080,South-Eastern Asia,Male
2002,Ciutat Vella,el Raval,54,Western Asia,Female
2002,Ciutat Vella,el Raval,124,Western Asia,Male
2002,Ciutat Vella,el Raval,106,Eastern Europe,Female
2002,Ciutat Vella,el Raval,113,Eastern Europe,Male
2002,Ciutat Vella,el Raval,78,Northern Europe,Female
2002,Ciutat Vella,el Raval,100,Northern Europe,Male
2002,Ciutat Vella,el Raval,14589,Southern Europe,Female
2002,Ciutat Vella,el Raval,13329,Southern Europe,Male
2002,Ciutat Vella,el Raval,258,Western Europe,Female
2002,Ciutat Vella,el Raval,256,Western Europe,Male
2002,Ciutat Vella,el Raval,6,Australia and New Zealand,Female
2002,Ciutat Vella,el Raval,6,Australia and New Zealand,Male
2002,Ciutat Vella,el Raval,7,Not available,Female
2002,Ciutat Vella,el Raval,5,Not available,Male
2002,Ciutat Vella,el Barri Gòtic,..,Eastern Africa,Female
2002,Ciutat Vella,el Barri Gòtic,..,Eastern Africa,Male
2002,Ciutat Vella,el Barri Gòtic,7,Middle Africa,Female
2002,Ciutat Vella,el Barri Gòtic,19,Middle Africa,Male
2002,Ciutat Vella,el Barri Gòtic,183,Northern Africa,Female
2002,Ciutat Vella,el Barri Gòtic,998,Northern Africa,Male
2002,Ciutat Vella,el Barri Gòtic,..,Southern Africa,Female
2002,Ciutat Vella,el Barri Gòtic,..,Southern Africa,Male
2002,Ciutat Vella,el Barri Gòtic,65,Western Africa,Female
2002,Ciutat Vella,el Barri Gòtic,401,Western Africa,Male
2002,Ciutat Vella,el Barri Gòtic,141,Caribbean,Female
2002,Ciutat Vella,el Barri Gòtic,78,Caribbean,Male
2002,Ciutat Vella,el Barri Gòtic,58,Central America,Female
2002,Ciutat Vella,el Barri Gòtic,54,Central America,Male
2002,Ciutat Vella,el Barri Gòtic,889,South America,Female
2002,Ciutat Vella,el Barri Gòtic,1118,South America,Male
2002,Ciutat Vella,el Barri Gòtic,36,Northern America,Female
