Year_Reference,District,Neighborhood,Value,Birth_Place_Region,Sex
2010,Ciutat Vella,el Raval,16,Eastern Africa,Female
2010,Ciutat Vella,el Raval,10,Eastern Africa,Male
2010,Ciutat Vella,el Raval,9,Middle Africa,Female
2010,Ciutat Vella,el Raval,16,Middle Africa,Male
2010,Ciutat Vella,el Raval,787,Northern Africa,Female
2010,Ciutat Vella,el Raval,1187,Northern Africa,Male
2010,Ciutat Vella,el Raval,..,Southern Africa,Female
2010,Ciutat Vella,el Raval,7,Southern Africa,Male
2010,Ciutat Vella,el Raval,35,Western Africa,Female
2010,Ciutat Vella,el Raval,117,Western Africa,Male
2010,Ciutat Vella,el Raval,414,Caribbean,Female
2010,Ciutat Vella,el Raval,318,Caribbean,Male
2010,Ciutat Vella,el Raval,211,Central America,Female
2010,Ciutat Vella,el Raval,226,Central America,Male
2010,Ciutat Vella,el Raval,2334,South America,Female
2010,Ciutat Vella,el Raval,2284,South America,Male
2010,Ciutat Vella,el Raval,88,Northern America,Female
2010,Ciutat Vella,el Raval,108,Northern America,Male
2010,Ciutat Vella,el Raval,..,Central Asia,Female
2010,Ciutat Vella,el Raval,..,Central Asia,Male
2010,Ciutat Vella,el Raval,190,Eastern Asia,Female
2010,Ciutat Vella,el Raval,156,Eastern Asia,Male
2010,Ciutat Vella,el Raval,1206,Southern Asia,Female
2010,Ciutat Vella,el Raval,5890,Southern Asia,Male
2010,Ciutat Vella,el Raval,2904,South-Eastern Asia,Female
2010,Ciutat Vella,el Raval,2144,South-Eastern Asia,Male
2010,Ciutat Vella,el Raval,77,Western Asia,Female
2010,Ciutat Vella,el Raval,149,Western Asia,Male
2010,Ciutat Vella,el Raval,438,Eastern Europe,Female
2010,Ciutat Vella,el Raval,320,Eastern Europe,Male
2010,Ciutat Vella,el Raval,352,Northern Europe,Female
2010,Ciutat Vella,el Raval,310,Northern Europe,Male
2010,Ciutat Vella,el Raval,12064,Southern Europe,Female
2010,Ciutat Vella,el Raval,11554,Southern Europe,Male
2010,Ciutat Vella,el Raval,730,Western Europe,Female
2010,Ciutat Vella,el Raval,667,Western Europe,Male
2010,Ciutat Vella,el Raval,14,Australia and New Zealand,Female
2010,Ciutat Vella,el Raval,11,Australia and New Zealand,Male
2010,Ciutat Vella,el Raval,..,Melanesia,Male
2010,Ciutat Vella,el Raval,..,Not available,Female
2010,Ciutat Vella,el Raval,..,Not available,Male
2010,Ciutat Vella,el Barri Gòtic,..,Eastern Africa,Female
2010,Ciutat Vella,el Barri Gòtic,12,Eastern Africa,Male
2010,Ciutat Vella,el Barri Gòtic,7,Middle Africa,Female
2010,Ciutat Vella,el Barri Gòtic,9,Middle Africa,Male
2010,Ciutat Vella,el Barri Gòtic,159,Northern Africa,Female
2010,Ciutat Vella,el Barri Gòtic,392,Northern Africa,Male
2010,Ciutat Vella,el Barri Gòtic,..,Southern Africa,Female
2010,Ciutat Vella,el Barri Gòtic,5,Southern Africa,Male
2010,Ciutat Vella,el Barri Gòtic,21,Western Africa,Female
2010,Ciutat Vella,el Barri Gòtic,138,Western Africa,Male
2010,Ciutat Vella,el Barri Gòtic,94,Caribbean,Female
2010,Ciutat Vella,el Barri Gòtic,78,Caribbean,Male
2010,Ciutat Vella,el Barri Gòtic,199,Central America,Female
2010,Ciutat Vella,el Barri Gòtic,169,Central America,Male
2010,Ciutat Vella,el Barri Gòtic,1173,South America,Female
2010,Ciutat Vella,el Barri Gòtic,1242,South America,Male
2010,Ciutat Vella,el Barri Gòtic,99,Northern America,Female
2010,Ciutat Vella,el Barri Gòtic,88,Northern America,Male
