Year_Reference,District,Neighborhood,Value,Birth_Place_Region,Sex
2013,Ciutat Vella,el Raval,14,Eastern Africa,Female
2013,Ciutat Vella,el Raval,13,Eastern Africa,Male
2013,Ciutat Vella,el Raval,5,Middle Africa,Female
2013,Ciutat Vella,el Raval,21,Middle Africa,Male
2013,Ciutat Vella,el Raval,806,Northern Africa,Female
2013,Ciutat Vella,el Raval,1098,Northern Africa,Male
2013,Ciutat Vella,el Raval,9,Southern Africa,Male
2013,Ciutat Vella,el Raval,48,Western Africa,Female
2013,Ciutat Vella,el Raval,131,Western Africa,Male
2013,Ciutat Vella,el Raval,342,Caribbean,Female
2013,Ciutat Vella,el Raval,291,Caribbean,Male
2013,Ciutat Vella,el Raval,233,Central America,Female
2013,Ciutat Vella,el Raval,246,Central America,Male
2013,Ciutat Vella,el Raval,2143,South America,Female
2013,Ciutat Vella,el Raval,2093,South America,Male
2013,Ciutat Vella,el Raval,107,Northern America,Female
2013,Ciutat Vella,el Raval,123,Northern America,Male
2013,Ciutat Vella,el Raval,9,Central Asia,Female
2013,Ciutat Vella,el Raval,10,Central Asia,Male
2013,Ciutat Vella,el Raval,181,Eastern Asia,Female
2013,Ciutat Vella,el Raval,141,Eastern Asia,Male
2013,Ciutat Vella,el Raval,1803,Southern Asia,Female
2013,Ciutat Vella,el Raval,7432,Southern Asia,Male
2013,Ciutat Vella,el Raval,3171,South-Eastern Asia,Female
2013,Ciutat Vella,el Raval,2332,South-Eastern Asia,Male
2013,Ciutat Vella,el Raval,114,Western Asia,Female
2013,Ciutat Vella,el Raval,182,Western Asia,Male
2013,Ciutat Vella,el Raval,569,Eastern Europe,Female
2013,Ciutat Vella,el Raval,327,Eastern Europe,Male
2013,Ciutat Vella,el Raval,380,Northern Europe,Female
2013,Ciutat Vella,el Raval,317,Northern Europe,Male
2013,Ciutat Vella,el Raval,11497,Southern Europe,Female
2013,Ciutat Vella,el Raval,11267,Southern Europe,Male
2013,Ciutat Vella,el Raval,626,Western Europe,Female
2013,Ciutat Vella,el Raval,650,Western Europe,Male
2013,Ciutat Vella,el Raval,15,Australia and New Zealand,Female
2013,Ciutat Vella,el Raval,15,Australia and New Zealand,Male
2013,Ciutat Vella,el Raval,6,Not available,Female
2013,Ciutat Vella,el Raval,..,Not available,Male
2013,Ciutat Vella,el Barri Gòtic,5,Eastern Africa,Female
2013,Ciutat Vella,el Barri Gòtic,6,Eastern Africa,Male
2013,Ciutat Vella,el Barri Gòtic,9,Middle Africa,Female
2013,Ciutat Vella,el Barri Gòtic,8,Middle Africa,Male
2013,Ciutat Vella,el Barri Gòtic,142,Northern Africa,Female
2013,Ciutat Vella,el Barri Gòtic,333,Northern Africa,Male
2013,Ciutat Vella,el Barri Gòtic,..,Southern Africa,Female
2013,Ciutat Vella,el Barri Gòtic,..,Southern Africa,Male
2013,Ciutat Vella,el Barri Gòtic,13,Western Africa,Female
2013,Ciutat Vella,el Barri Gòtic,85,Western Africa,Male
2013,Ciutat Vella,el Barri Gòtic,80,Caribbean,Female
2013,Ciutat Vella,el Barri Gòtic,87,Caribbean,Male
2013,Ciutat Vella,el Barri Gòtic,174,Central America,Female
2013,Ciutat Vella,el Barri Gòtic,133,Central America,Male
2013,Ciutat Vella,el Barri Gòtic,881,South America,Female
2013,Ciutat Vella,el Barri Gòtic,931,South America,Male
2013,Ciutat Vella,el Barri Gòtic,101,Northern America,Female
2013,Ciutat Vella,el Barri Gòtic,101,Northern America,Male
2013,Ciutat Vella,el Barri Gòtic,9,Central Asia,Female
2013,Ciutat Vella,el Barri Gòtic,..,Central Asia,Male
2013,Ciutat Vella,el Barri Gòtic,93,Eastern Asia,Female
2013,Ciutat Vella,el Barri Gòtic,79,Eastern Asia,Male
2013,Ciutat Vella,el Barri Gòtic,165,Southern Asia,Female
2013,Ciutat Vella,el Barri Gòtic,927,Southern Asia,Male
2013,Ciutat Vella,el Barri Gòtic,197,South-Eastern Asia,Female
2013,Ciutat Vella,el Barri Gòtic,134,South-Eastern Asia,Male
2013,Ciutat Vella,el Barri Gòtic,37,Western Asia,Female
2013,Ciutat Vella,el Barri Gòtic,69,Western Asia,Male
2013,Ciutat Vella,el Barri Gòtic,194,Eastern Europe,Female
2013,Ciutat Vella,el Barri Gòtic,171,Eastern Europe,Male
2013,Ciutat Vella,el Barri Gòtic,271,Northern Europe,Female
2013,Ciutat Vella,el Barri Gòtic,246,Northern Europe,Male
2013,Ciutat Vella,el Barri Gòtic,4759,Southern Europe,Female
2013,Ciutat Vella,el Barri Gòtic,4909,Southern Europe,Male
2013,Ciutat Vella,el Barri Gòtic,434,Western Europe,Female
2013,Ciutat Vella,el Barri Gòtic,453,Western Europe,Male
2013,Ciutat Vella,el Barri Gòtic,12,Australia and New Zealand,Female
2013,Ciutat Vella,el Barri Gòtic,16,Australia and New Zealand,Male
2013,Ciutat Vella,el Barri Gòtic,..,Not available,Female
2013,Ciutat Vella,el Barri Gòtic,..,Not available,Male
2013,Ciutat Vella,la Barceloneta,..,Eastern Africa,Female
2013,Ciutat Vella,la Barceloneta,..,Eastern Africa,Male
2013,Ciutat Vella,la Barceloneta,..,Middle Africa,Female
2013,Ciutat Vella,la Barceloneta,..,Middle Africa,Male
2013,Ciutat Vella,la Barceloneta,190,Northern Africa,Female
2013,Ciutat Vella,la Barceloneta,351,Northern Africa,Male
2013,Ciutat Vella,la Barceloneta,..,Southern Africa,Male
2013,Ciutat Vella,la Barceloneta,12,Western Africa,Female
2013,Ciutat Vella,la Barceloneta,25,Western Africa,Male
2013,Ciutat Vella,la Barceloneta,89,Caribbean,Female
2013,Ciutat Vella,la Barceloneta,76,Caribbean,Male
2013,Ciutat Vella,la Barceloneta,91,Central America,Female
2013,Ciutat Vella,la Barceloneta,74,Central America,Male
2013,Ciutat Vella,la Barceloneta,747,South America,Female
2013,Ciutat Vella,la Barceloneta,720,South America,Male
2013,Ciutat Vella,la Barceloneta,41,Northern America,Female
2013,Ciutat Vella,la Barceloneta,58,Northern America,Male
2013,Ciutat Vella,la Barceloneta,35,Eastern Asia,Female
2013,Ciutat Vella,la Barceloneta,29,Eastern Asia,Male
2013,Ciutat Vella,la Barceloneta,121,Southern Asia,Female
2013,Ciutat Vella,la Barceloneta,578,Southern Asia,Male
2013,Ciutat Vella,la Barceloneta,26,South-Eastern Asia,Female
2013,Ciutat Vella,la Barceloneta,17,South-Eastern Asia,Male
2013,Ciutat Vella,la Barceloneta,38,Western Asia,Female
2013,Ciutat Vella,la Barceloneta,48,Western Asia,Male
2013,Ciutat Vella,la Barceloneta,241,Eastern Europe,Female
2013,Ciutat Vella,la Barceloneta,145,Eastern Europe,Male
2013,Ciutat Vella,la Barceloneta,233,Northern Europe,Female
2013,Ciutat Vella,la Barceloneta,194,Northern Europe,Male
2013,Ciutat Vella,la Barceloneta,5601,Southern Europe,Female
2013,Ciutat Vella,la Barceloneta,5162,Southern Europe,Male
2013,Ciutat Vella,la Barceloneta,249,Western Europe,Female
2013,Ciutat Vella,la Barceloneta,269,Western Europe,Male
2013,Ciutat Vella,la Barceloneta,6,Australia and New Zealand,Female
2013,Ciutat Vella,la Barceloneta,9,Australia and New Zealand,Male
2013,Ciutat Vella,la Barceloneta,..,Not available,Male
2013,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",8,Eastern Africa,Female
2013,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",11,Eastern Africa,Male
2013,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",..,Middle Africa,Female
2013,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",8,Middle Africa,Male
2013,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",324,Northern Africa,Female
2013,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",635,Northern Africa,Male
2013,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",9,Southern Africa,Female
2013,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",..,Southern Africa,Male
2013,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",32,Western Africa,Female
2013,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",176,Western Africa,Male
