Year_Reference,District,Neighborhood,Value,Birth_Place_Region,Sex
2017,Ciutat Vella,el Raval,12,Eastern Africa,Female
2017,Ciutat Vella,el Raval,15,Eastern Africa,Male
2017,Ciutat Vella,el Raval,10,Middle Africa,Female
2017,Ciutat Vella,el Raval,24,Middle Africa,Male
2017,Ciutat Vella,el Raval,792,Northern Africa,Female
2017,Ciutat Vella,el Raval,1073,Northern Africa,Male
2017,Ciutat Vella,el Raval,5,Southern Africa,Female
2017,Ciutat Vella,el Raval,11,Southern Africa,Male
2017,Ciutat Vella,el Raval,65,Western Africa,Female
2017,Ciutat Vella,el Raval,147,Western Africa,Male
2017,Ciutat Vella,el Raval,321,Caribbean,Female
2017,Ciutat Vella,el Raval,259,Caribbean,Male
2017,Ciutat Vella,el Raval,314,Central America,Female
2017,Ciutat Vella,el Raval,266,Central America,Male
2017,Ciutat Vella,el Raval,2063,South America,Female
2017,Ciutat Vella,el Raval,2067,South America,Male
2017,Ciutat Vella,el Raval,128,Northern America,Female
2017,Ciutat Vella,el Raval,155,Northern America,Male
2017,Ciutat Vella,el Raval,12,Central Asia,Female
2017,Ciutat Vella,el Raval,15,Central Asia,Male
2017,Ciutat Vella,el Raval,214,Eastern Asia,Female
2017,Ciutat Vella,el Raval,174,Eastern Asia,Male
2017,Ciutat Vella,el Raval,2206,Southern Asia,Female
2017,Ciutat Vella,el Raval,6900,Southern Asia,Male
2017,Ciutat Vella,el Raval,3237,South-Eastern Asia,Female
2017,Ciutat Vella,el Raval,2312,South-Eastern Asia,Male
2017,Ciutat Vella,el Raval,158,Western Asia,Female
2017,Ciutat Vella,el Raval,254,Western Asia,Male
2017,Ciutat Vella,el Raval,536,Eastern Europe,Female
2017,Ciutat Vella,el Raval,352,Eastern Europe,Male
2017,Ciutat Vella,el Raval,377,Northern Europe,Female
2017,Ciutat Vella,el Raval,379,Northern Europe,Male
2017,Ciutat Vella,el Raval,10696,Southern Europe,Female
2017,Ciutat Vella,el Raval,10810,Southern Europe,Male
2017,Ciutat Vella,el Raval,731,Western Europe,Female
2017,Ciutat Vella,el Raval,744,Western Europe,Male
2017,Ciutat Vella,el Raval,29,Australia and New Zealand,Female
2017,Ciutat Vella,el Raval,23,Australia and New Zealand,Male
2017,Ciutat Vella,el Raval,9,Not available,Female
2017,Ciutat Vella,el Raval,6,Not available,Male
2017,Ciutat Vella,el Barri Gòtic,6,Eastern Africa,Female
2017,Ciutat Vella,el Barri Gòtic,8,Eastern Africa,Male
2017,Ciutat Vella,el Barri Gòtic,9,Middle Africa,Female
2017,Ciutat Vella,el Barri Gòtic,6,Middle Africa,Male
2017,Ciutat Vella,el Barri Gòtic,188,Northern Africa,Female
2017,Ciutat Vella,el Barri Gòtic,305,Northern Africa,Male
2017,Ciutat Vella,el Barri Gòtic,8,Southern Africa,Female
2017,Ciutat Vella,el Barri Gòtic,5,Southern Africa,Male
2017,Ciutat Vella,el Barri Gòtic,30,Western Africa,Female
2017,Ciutat Vella,el Barri Gòtic,101,Western Africa,Male
2017,Ciutat Vella,el Barri Gòtic,79,Caribbean,Female
2017,Ciutat Vella,el Barri Gòtic,68,Caribbean,Male
2017,Ciutat Vella,el Barri Gòtic,213,Central America,Female
2017,Ciutat Vella,el Barri Gòtic,152,Central America,Male
2017,Ciutat Vella,el Barri Gòtic,999,South America,Female
2017,Ciutat Vella,el Barri Gòtic,1009,South America,Male
2017,Ciutat Vella,el Barri Gòtic,137,Northern America,Female
2017,Ciutat Vella,el Barri Gòtic,114,Northern America,Male
2017,Ciutat Vella,el Barri Gòtic,14,Central Asia,Female
2017,Ciutat Vella,el Barri Gòtic,7,Central Asia,Male
2017,Ciutat Vella,el Barri Gòtic,110,Eastern Asia,Female
2017,Ciutat Vella,el Barri Gòtic,98,Eastern Asia,Male
2017,Ciutat Vella,el Barri Gòtic,222,Southern Asia,Female
2017,Ciutat Vella,el Barri Gòtic,871,Southern Asia,Male
2017,Ciutat Vella,el Barri Gòtic,249,South-Eastern Asia,Female
2017,Ciutat Vella,el Barri Gòtic,149,South-Eastern Asia,Male
