Year_Reference,District,Neighborhood,Value,Birth_Place_Region,Sex
2012,Ciutat Vella,el Raval,16,Eastern Africa,Female
2012,Ciutat Vella,el Raval,13,Eastern Africa,Male
2012,Ciutat Vella,el Raval,7,Middle Africa,Female
2012,Ciutat Vella,el Raval,17,Middle Africa,Male
2012,Ciutat Vella,el Raval,796,Northern Africa,Female
2012,Ciutat Vella,el Raval,1145,Northern Africa,Male
2012,Ciutat Vella,el Raval,..,Southern Africa,Female
2012,Ciutat Vella,el Raval,8,Southern Africa,Male
2012,Ciutat Vella,el Raval,33,Western Africa,Female
2012,Ciutat Vella,el Raval,123,Western Africa,Male
2012,Ciutat Vella,el Raval,364,Caribbean,Female
2012,Ciutat Vella,el Raval,317,Caribbean,Male
2012,Ciutat Vella,el Raval,282,Central America,Female
2012,Ciutat Vella,el Raval,245,Central America,Male
2012,Ciutat Vella,el Raval,2228,South America,Female
2012,Ciutat Vella,el Raval,2168,South America,Male
2012,Ciutat Vella,el Raval,110,Northern America,Female
2012,Ciutat Vella,el Raval,106,Northern America,Male
2012,Ciutat Vella,el Raval,5,Central Asia,Female
2012,Ciutat Vella,el Raval,..,Central Asia,Male
2012,Ciutat Vella,el Raval,175,Eastern Asia,Female
2012,Ciutat Vella,el Raval,170,Eastern Asia,Male
2012,Ciutat Vella,el Raval,1765,Southern Asia,Female
2012,Ciutat Vella,el Raval,7329,Southern Asia,Male
2012,Ciutat Vella,el Raval,3164,South-Eastern Asia,Female
2012,Ciutat Vella,el Raval,2349,South-Eastern Asia,Male
2012,Ciutat Vella,el Raval,93,Western Asia,Female
2012,Ciutat Vella,el Raval,162,Western Asia,Male
2012,Ciutat Vella,el Raval,564,Eastern Europe,Female
2012,Ciutat Vella,el Raval,348,Eastern Europe,Male
2012,Ciutat Vella,el Raval,340,Northern Europe,Female
2012,Ciutat Vella,el Raval,260,Northern Europe,Male
2012,Ciutat Vella,el Raval,11697,Southern Europe,Female
2012,Ciutat Vella,el Raval,11322,Southern Europe,Male
2012,Ciutat Vella,el Raval,611,Western Europe,Female
2012,Ciutat Vella,el Raval,610,Western Europe,Male
2012,Ciutat Vella,el Raval,19,Australia and New Zealand,Female
2012,Ciutat Vella,el Raval,16,Australia and New Zealand,Male
2012,Ciutat Vella,el Raval,5,Not available,Female
2012,Ciutat Vella,el Raval,..,Not available,Male
2012,Ciutat Vella,el Barri Gòtic,5,Eastern Africa,Female
2012,Ciutat Vella,el Barri Gòtic,8,Eastern Africa,Male
2012,Ciutat Vella,el Barri Gòtic,8,Middle Africa,Female
2012,Ciutat Vella,el Barri Gòtic,6,Middle Africa,Male
2012,Ciutat Vella,el Barri Gòtic,131,Northern Africa,Female
2012,Ciutat Vella,el Barri Gòtic,364,Northern Africa,Male
2012,Ciutat Vella,el Barri Gòtic,..,Southern Africa,Female
2012,Ciutat Vella,el Barri Gòtic,..,Southern Africa,Male
2012,Ciutat Vella,el Barri Gòtic,13,Western Africa,Female
2012,Ciutat Vella,el Barri Gòtic,100,Western Africa,Male
2012,Ciutat Vella,el Barri Gòtic,88,Caribbean,Female
2012,Ciutat Vella,el Barri Gòtic,93,Caribbean,Male
2012,Ciutat Vella,el Barri Gòtic,172,Central America,Female
2012,Ciutat Vella,el Barri Gòtic,132,Central America,Male
2012,Ciutat Vella,el Barri Gòtic,926,South America,Female
2012,Ciutat Vella,el Barri Gòtic,964,South America,Male
2012,Ciutat Vella,el Barri Gòtic,95,Northern America,Female
2012,Ciutat Vella,el Barri Gòtic,104,Northern America,Male
2012,Ciutat Vella,el Barri Gòtic,10,Central Asia,Female
2012,Ciutat Vella,el Barri Gòtic,86,Eastern Asia,Female
2012,Ciutat Vella,el Barri Gòtic,69,Eastern Asia,Male
2012,Ciutat Vella,el Barri Gòtic,178,Southern Asia,Female
2012,Ciutat Vella,el Barri Gòtic,1157,Southern Asia,Male
2012,Ciutat Vella,el Barri Gòtic,197,South-Eastern Asia,Female
2012,Ciutat Vella,el Barri Gòtic,133,South-Eastern Asia,Male
2012,Ciutat Vella,el Barri Gòtic,40,Western Asia,Female
2012,Ciutat Vella,el Barri Gòtic,59,Western Asia,Male
2012,Ciutat Vella,el Barri Gòtic,171,Eastern Europe,Female
2012,Ciutat Vella,el Barri Gòtic,163,Eastern Europe,Male
2012,Ciutat Vella,el Barri Gòtic,238,Northern Europe,Female
2012,Ciutat Vella,el Barri Gòtic,214,Northern Europe,Male
2012,Ciutat Vella,el Barri Gòtic,4912,Southern Europe,Female
2012,Ciutat Vella,el Barri Gòtic,5145,Southern Europe,Male
2012,Ciutat Vella,el Barri Gòtic,432,Western Europe,Female
2012,Ciutat Vella,el Barri Gòtic,433,Western Europe,Male
2012,Ciutat Vella,el Barri Gòtic,12,Australia and New Zealand,Female
2012,Ciutat Vella,el Barri Gòtic,13,Australia and New Zealand,Male
2012,Ciutat Vella,el Barri Gòtic,..,Not available,Female
2012,Ciutat Vella,el Barri Gòtic,..,Not available,Male
2012,Ciutat Vella,la Barceloneta,6,Eastern Africa,Female
2012,Ciutat Vella,la Barceloneta,..,Eastern Africa,Male
2012,Ciutat Vella,la Barceloneta,5,Middle Africa,Female
2012,Ciutat Vella,la Barceloneta,..,Middle Africa,Male
2012,Ciutat Vella,la Barceloneta,215,Northern Africa,Female
2012,Ciutat Vella,la Barceloneta,384,Northern Africa,Male
2012,Ciutat Vella,la Barceloneta,..,Southern Africa,Male
2012,Ciutat Vella,la Barceloneta,10,Western Africa,Female
2012,Ciutat Vella,la Barceloneta,15,Western Africa,Male
2012,Ciutat Vella,la Barceloneta,94,Caribbean,Female
2012,Ciutat Vella,la Barceloneta,80,Caribbean,Male
2012,Ciutat Vella,la Barceloneta,92,Central America,Female
2012,Ciutat Vella,la Barceloneta,69,Central America,Male
2012,Ciutat Vella,la Barceloneta,766,South America,Female
2012,Ciutat Vella,la Barceloneta,777,South America,Male
2012,Ciutat Vella,la Barceloneta,47,Northern America,Female
2012,Ciutat Vella,la Barceloneta,52,Northern America,Male
2012,Ciutat Vella,la Barceloneta,33,Eastern Asia,Female
2012,Ciutat Vella,la Barceloneta,28,Eastern Asia,Male
2012,Ciutat Vella,la Barceloneta,118,Southern Asia,Female
2012,Ciutat Vella,la Barceloneta,484,Southern Asia,Male
2012,Ciutat Vella,la Barceloneta,24,South-Eastern Asia,Female
2012,Ciutat Vella,la Barceloneta,16,South-Eastern Asia,Male
2012,Ciutat Vella,la Barceloneta,28,Western Asia,Female
2012,Ciutat Vella,la Barceloneta,46,Western Asia,Male
2012,Ciutat Vella,la Barceloneta,220,Eastern Europe,Female
2012,Ciutat Vella,la Barceloneta,144,Eastern Europe,Male
2012,Ciutat Vella,la Barceloneta,198,Northern Europe,Female
2012,Ciutat Vella,la Barceloneta,173,Northern Europe,Male
2012,Ciutat Vella,la Barceloneta,5764,Southern Europe,Female
2012,Ciutat Vella,la Barceloneta,5293,Southern Europe,Male
2012,Ciutat Vella,la Barceloneta,262,Western Europe,Female
2012,Ciutat Vella,la Barceloneta,242,Western Europe,Male
2012,Ciutat Vella,la Barceloneta,6,Australia and New Zealand,Female
2012,Ciutat Vella,la Barceloneta,10,Australia and New Zealand,Male
2012,Ciutat Vella,la Barceloneta,..,Not available,Female
2012,Ciutat Vella,la Barceloneta,..,Not available,Male
2012,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",7,Eastern Africa,Female
2012,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",13,Eastern Africa,Male
2012,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",..,Middle Africa,Female
2012,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",8,Middle Africa,Male
2012,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",340,Northern Africa,Female
2012,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",682,Northern Africa,Male
2012,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",7,Southern Africa,Female
2012,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",..,Southern Africa,Male
2012,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",35,Western Africa,Female
2012,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",176,Western Africa,Male
2012,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",297,Caribbean,Female
2012,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",213,Caribbean,Male
2012,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",174,Central America,Female
2012,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",168,Central America,Male
2012,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",1276,South America,Female
2012,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",1258,South America,Male
2012,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",142,Northern America,Female
2012,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",113,Northern America,Male
2012,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",..,Central Asia,Female
2012,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",..,Central Asia,Male
2012,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",205,Eastern Asia,Female
2012,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",184,Eastern Asia,Male
2012,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",144,Southern Asia,Female
2012,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",537,Southern Asia,Male
2012,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",231,South-Eastern Asia,Female
2012,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",168,South-Eastern Asia,Male
2012,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",44,Western Asia,Female
2012,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",40,Western Asia,Male
2012,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",196,Eastern Europe,Female
2012,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",149,Eastern Europe,Male
2012,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",364,Northern Europe,Female
2012,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",301,Northern Europe,Male
2012,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",7342,Southern Europe,Female
2012,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",6734,Southern Europe,Male
2012,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",592,Western Europe,Female
2012,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",578,Western Europe,Male
2012,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",23,Australia and New Zealand,Female
2012,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",20,Australia and New Zealand,Male
2012,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",..,Not available,Male
2012,Eixample,el Fort Pienc,8,Eastern Africa,Female
2012,Eixample,el Fort Pienc,5,Eastern Africa,Male
2012,Eixample,el Fort Pienc,5,Middle Africa,Female
2012,Eixample,el Fort Pienc,11,Middle Africa,Male
2012,Eixample,el Fort Pienc,97,Northern Africa,Female
2012,Eixample,el Fort Pienc,169,Northern Africa,Male
2012,Eixample,el Fort Pienc,7,Southern Africa,Female
2012,Eixample,el Fort Pienc,..,Southern Africa,Male
2012,Eixample,el Fort Pienc,15,Western Africa,Female
2012,Eixample,el Fort Pienc,69,Western Africa,Male
2012,Eixample,el Fort Pienc,175,Caribbean,Female
2012,Eixample,el Fort Pienc,142,Caribbean,Male
2012,Eixample,el Fort Pienc,233,Central America,Female
2012,Eixample,el Fort Pienc,129,Central America,Male
2012,Eixample,el Fort Pienc,1694,South America,Female
2012,Eixample,el Fort Pienc,1427,South America,Male
2012,Eixample,el Fort Pienc,58,Northern America,Female
2012,Eixample,el Fort Pienc,42,Northern America,Male
