Year_Reference,District,Neighborhood,Value,Birth_Place_Region,Sex
2015,Ciutat Vella,el Raval,11,Eastern Africa,Female
2015,Ciutat Vella,el Raval,14,Eastern Africa,Male
2015,Ciutat Vella,el Raval,7,Middle Africa,Female
2015,Ciutat Vella,el Raval,22,Middle Africa,Male
2015,Ciutat Vella,el Raval,780,Northern Africa,Female
2015,Ciutat Vella,el Raval,1053,Northern Africa,Male
2015,Ciutat Vella,el Raval,..,Southern Africa,Female
2015,Ciutat Vella,el Raval,11,Southern Africa,Male
2015,Ciutat Vella,el Raval,55,Western Africa,Female
2015,Ciutat Vella,el Raval,130,Western Africa,Male
2015,Ciutat Vella,el Raval,314,Caribbean,Female
2015,Ciutat Vella,el Raval,269,Caribbean,Male
2015,Ciutat Vella,el Raval,233,Central America,Female
2015,Ciutat Vella,el Raval,218,Central America,Male
2015,Ciutat Vella,el Raval,1874,South America,Female
2015,Ciutat Vella,el Raval,1907,South America,Male
2015,Ciutat Vella,el Raval,100,Northern America,Female
2015,Ciutat Vella,el Raval,117,Northern America,Male
2015,Ciutat Vella,el Raval,6,Central Asia,Female
2015,Ciutat Vella,el Raval,5,Central Asia,Male
2015,Ciutat Vella,el Raval,177,Eastern Asia,Female
2015,Ciutat Vella,el Raval,144,Eastern Asia,Male
2015,Ciutat Vella,el Raval,1884,Southern Asia,Female
2015,Ciutat Vella,el Raval,7000,Southern Asia,Male
2015,Ciutat Vella,el Raval,3193,South-Eastern Asia,Female
2015,Ciutat Vella,el Raval,2280,South-Eastern Asia,Male
2015,Ciutat Vella,el Raval,150,Western Asia,Female
2015,Ciutat Vella,el Raval,203,Western Asia,Male
2015,Ciutat Vella,el Raval,539,Eastern Europe,Female
2015,Ciutat Vella,el Raval,330,Eastern Europe,Male
2015,Ciutat Vella,el Raval,406,Northern Europe,Female
2015,Ciutat Vella,el Raval,345,Northern Europe,Male
2015,Ciutat Vella,el Raval,11015,Southern Europe,Female
2015,Ciutat Vella,el Raval,10999,Southern Europe,Male
2015,Ciutat Vella,el Raval,659,Western Europe,Female
2015,Ciutat Vella,el Raval,655,Western Europe,Male
2015,Ciutat Vella,el Raval,16,Australia and New Zealand,Female
2015,Ciutat Vella,el Raval,12,Australia and New Zealand,Male
2015,Ciutat Vella,el Raval,9,Not available,Female
2015,Ciutat Vella,el Raval,6,Not available,Male
2015,Ciutat Vella,el Barri Gòtic,7,Eastern Africa,Female
2015,Ciutat Vella,el Barri Gòtic,6,Eastern Africa,Male
2015,Ciutat Vella,el Barri Gòtic,8,Middle Africa,Female
2015,Ciutat Vella,el Barri Gòtic,7,Middle Africa,Male
2015,Ciutat Vella,el Barri Gòtic,139,Northern Africa,Female
2015,Ciutat Vella,el Barri Gòtic,310,Northern Africa,Male
2015,Ciutat Vella,el Barri Gòtic,6,Southern Africa,Female
2015,Ciutat Vella,el Barri Gòtic,6,Southern Africa,Male
2015,Ciutat Vella,el Barri Gòtic,21,Western Africa,Female
2015,Ciutat Vella,el Barri Gòtic,86,Western Africa,Male
2015,Ciutat Vella,el Barri Gòtic,85,Caribbean,Female
2015,Ciutat Vella,el Barri Gòtic,76,Caribbean,Male
2015,Ciutat Vella,el Barri Gòtic,176,Central America,Female
2015,Ciutat Vella,el Barri Gòtic,120,Central America,Male
2015,Ciutat Vella,el Barri Gòtic,832,South America,Female
2015,Ciutat Vella,el Barri Gòtic,897,South America,Male
2015,Ciutat Vella,el Barri Gòtic,86,Northern America,Female
2015,Ciutat Vella,el Barri Gòtic,111,Northern America,Male
2015,Ciutat Vella,el Barri Gòtic,13,Central Asia,Female
2015,Ciutat Vella,el Barri Gòtic,6,Central Asia,Male
2015,Ciutat Vella,el Barri Gòtic,103,Eastern Asia,Female
2015,Ciutat Vella,el Barri Gòtic,97,Eastern Asia,Male
2015,Ciutat Vella,el Barri Gòtic,184,Southern Asia,Female
2015,Ciutat Vella,el Barri Gòtic,743,Southern Asia,Male
2015,Ciutat Vella,el Barri Gòtic,191,South-Eastern Asia,Female
2015,Ciutat Vella,el Barri Gòtic,138,South-Eastern Asia,Male
2015,Ciutat Vella,el Barri Gòtic,50,Western Asia,Female
2015,Ciutat Vella,el Barri Gòtic,88,Western Asia,Male
2015,Ciutat Vella,el Barri Gòtic,233,Eastern Europe,Female
2015,Ciutat Vella,el Barri Gòtic,171,Eastern Europe,Male
2015,Ciutat Vella,el Barri Gòtic,304,Northern Europe,Female
2015,Ciutat Vella,el Barri Gòtic,284,Northern Europe,Male
2015,Ciutat Vella,el Barri Gòtic,4424,Southern Europe,Female
2015,Ciutat Vella,el Barri Gòtic,4470,Southern Europe,Male
2015,Ciutat Vella,el Barri Gòtic,476,Western Europe,Female
2015,Ciutat Vella,el Barri Gòtic,519,Western Europe,Male
2015,Ciutat Vella,el Barri Gòtic,21,Australia and New Zealand,Female
2015,Ciutat Vella,el Barri Gòtic,14,Australia and New Zealand,Male
2015,Ciutat Vella,el Barri Gòtic,..,Not available,Female
