Year_Reference,District,Neighborhood,Value,Birth_Place_Region,Sex
2019,Ciutat Vella,el Raval,25,Eastern Africa,Female
2019,Ciutat Vella,el Raval,16,Eastern Africa,Male
2019,Ciutat Vella,el Raval,9,Middle Africa,Female
2019,Ciutat Vella,el Raval,29,Middle Africa,Male
2019,Ciutat Vella,el Raval,793,Northern Africa,Female
2019,Ciutat Vella,el Raval,1126,Northern Africa,Male
2019,Ciutat Vella,el Raval,7,Southern Africa,Female
2019,Ciutat Vella,el Raval,8,Southern Africa,Male
2019,Ciutat Vella,el Raval,66,Western Africa,Female
2019,Ciutat Vella,el Raval,155,Western Africa,Male
2019,Ciutat Vella,el Raval,319,Caribbean,Female
2019,Ciutat Vella,el Raval,296,Caribbean,Male
2019,Ciutat Vella,el Raval,360,Central America,Female
2019,Ciutat Vella,el Raval,309,Central America,Male
2019,Ciutat Vella,el Raval,2320,South America,Female
2019,Ciutat Vella,el Raval,2365,South America,Male
2019,Ciutat Vella,el Raval,132,Northern America,Female
2019,Ciutat Vella,el Raval,152,Northern America,Male
2019,Ciutat Vella,el Raval,14,Central Asia,Female
2019,Ciutat Vella,el Raval,9,Central Asia,Male
2019,Ciutat Vella,el Raval,227,Eastern Asia,Female
2019,Ciutat Vella,el Raval,175,Eastern Asia,Male
2019,Ciutat Vella,el Raval,2317,Southern Asia,Female
2019,Ciutat Vella,el Raval,6604,Southern Asia,Male
2019,Ciutat Vella,el Raval,3205,South-Eastern Asia,Female
2019,Ciutat Vella,el Raval,2245,South-Eastern Asia,Male
2019,Ciutat Vella,el Raval,223,Western Asia,Female
2019,Ciutat Vella,el Raval,265,Western Asia,Male
2019,Ciutat Vella,el Raval,545,Eastern Europe,Female
2019,Ciutat Vella,el Raval,394,Eastern Europe,Male
2019,Ciutat Vella,el Raval,443,Northern Europe,Female
2019,Ciutat Vella,el Raval,462,Northern Europe,Male
2019,Ciutat Vella,el Raval,10318,Southern Europe,Female
2019,Ciutat Vella,el Raval,10556,Southern Europe,Male
2019,Ciutat Vella,el Raval,801,Western Europe,Female
2019,Ciutat Vella,el Raval,865,Western Europe,Male
2019,Ciutat Vella,el Raval,20,Australia and New Zealand,Female
2019,Ciutat Vella,el Raval,19,Australia and New Zealand,Male
2019,Ciutat Vella,el Raval,8,Not available,Female
2019,Ciutat Vella,el Raval,8,Not available,Male
2019,Ciutat Vella,el Barri Gòtic,5,Eastern Africa,Female
2019,Ciutat Vella,el Barri Gòtic,14,Eastern Africa,Male
2019,Ciutat Vella,el Barri Gòtic,16,Middle Africa,Female
2019,Ciutat Vella,el Barri Gòtic,6,Middle Africa,Male
2019,Ciutat Vella,el Barri Gòtic,249,Northern Africa,Female
2019,Ciutat Vella,el Barri Gòtic,449,Northern Africa,Male
2019,Ciutat Vella,el Barri Gòtic,14,Southern Africa,Female
2019,Ciutat Vella,el Barri Gòtic,13,Southern Africa,Male
2019,Ciutat Vella,el Barri Gòtic,32,Western Africa,Female
2019,Ciutat Vella,el Barri Gòtic,133,Western Africa,Male
2019,Ciutat Vella,el Barri Gòtic,92,Caribbean,Female
2019,Ciutat Vella,el Barri Gòtic,80,Caribbean,Male
2019,Ciutat Vella,el Barri Gòtic,274,Central America,Female
2019,Ciutat Vella,el Barri Gòtic,180,Central America,Male
2019,Ciutat Vella,el Barri Gòtic,1263,South America,Female
2019,Ciutat Vella,el Barri Gòtic,1191,South America,Male
2019,Ciutat Vella,el Barri Gòtic,135,Northern America,Female
2019,Ciutat Vella,el Barri Gòtic,140,Northern America,Male
2019,Ciutat Vella,el Barri Gòtic,13,Central Asia,Female
2019,Ciutat Vella,el Barri Gòtic,7,Central Asia,Male
2019,Ciutat Vella,el Barri Gòtic,146,Eastern Asia,Female
2019,Ciutat Vella,el Barri Gòtic,103,Eastern Asia,Male
2019,Ciutat Vella,el Barri Gòtic,332,Southern Asia,Female
2019,Ciutat Vella,el Barri Gòtic,2677,Southern Asia,Male
2019,Ciutat Vella,el Barri Gòtic,288,South-Eastern Asia,Female
2019,Ciutat Vella,el Barri Gòtic,182,South-Eastern Asia,Male
2019,Ciutat Vella,el Barri Gòtic,111,Western Asia,Female
2019,Ciutat Vella,el Barri Gòtic,145,Western Asia,Male
2019,Ciutat Vella,el Barri Gòtic,376,Eastern Europe,Female
2019,Ciutat Vella,el Barri Gòtic,267,Eastern Europe,Male
2019,Ciutat Vella,el Barri Gòtic,310,Northern Europe,Female
2019,Ciutat Vella,el Barri Gòtic,321,Northern Europe,Male
2019,Ciutat Vella,el Barri Gòtic,4125,Southern Europe,Female
2019,Ciutat Vella,el Barri Gòtic,4215,Southern Europe,Male
2019,Ciutat Vella,el Barri Gòtic,574,Western Europe,Female
2019,Ciutat Vella,el Barri Gòtic,639,Western Europe,Male
2019,Ciutat Vella,el Barri Gòtic,25,Australia and New Zealand,Female
2019,Ciutat Vella,el Barri Gòtic,23,Australia and New Zealand,Male
2019,Ciutat Vella,el Barri Gòtic,10,Not available,Female
2019,Ciutat Vella,el Barri Gòtic,5,Not available,Male
2019,Ciutat Vella,la Barceloneta,5,Eastern Africa,Female
2019,Ciutat Vella,la Barceloneta,..,Eastern Africa,Male
2019,Ciutat Vella,la Barceloneta,..,Middle Africa,Female
2019,Ciutat Vella,la Barceloneta,..,Middle Africa,Male
2019,Ciutat Vella,la Barceloneta,203,Northern Africa,Female
2019,Ciutat Vella,la Barceloneta,324,Northern Africa,Male
2019,Ciutat Vella,la Barceloneta,7,Southern Africa,Female
2019,Ciutat Vella,la Barceloneta,..,Southern Africa,Male
2019,Ciutat Vella,la Barceloneta,10,Western Africa,Female
2019,Ciutat Vella,la Barceloneta,32,Western Africa,Male
2019,Ciutat Vella,la Barceloneta,87,Caribbean,Female
2019,Ciutat Vella,la Barceloneta,76,Caribbean,Male
2019,Ciutat Vella,la Barceloneta,121,Central America,Female
2019,Ciutat Vella,la Barceloneta,104,Central America,Male
2019,Ciutat Vella,la Barceloneta,1039,South America,Female
2019,Ciutat Vella,la Barceloneta,1023,South America,Male
2019,Ciutat Vella,la Barceloneta,81,Northern America,Female
2019,Ciutat Vella,la Barceloneta,69,Northern America,Male
2019,Ciutat Vella,la Barceloneta,7,Central Asia,Female
2019,Ciutat Vella,la Barceloneta,..,Central Asia,Male
2019,Ciutat Vella,la Barceloneta,50,Eastern Asia,Female
2019,Ciutat Vella,la Barceloneta,30,Eastern Asia,Male
2019,Ciutat Vella,la Barceloneta,108,Southern Asia,Female
2019,Ciutat Vella,la Barceloneta,501,Southern Asia,Male
2019,Ciutat Vella,la Barceloneta,35,South-Eastern Asia,Female
