Year_Reference,District,Neighborhood,Value,Birth_Place_Region,Sex
2014,Ciutat Vella,el Raval,11,Eastern Africa,Female
2014,Ciutat Vella,el Raval,15,Eastern Africa,Male
2014,Ciutat Vella,el Raval,7,Middle Africa,Female
2014,Ciutat Vella,el Raval,16,Middle Africa,Male
2014,Ciutat Vella,el Raval,778,Northern Africa,Female
2014,Ciutat Vella,el Raval,1070,Northern Africa,Male
2014,Ciutat Vella,el Raval,..,Southern Africa,Female
2014,Ciutat Vella,el Raval,11,Southern Africa,Male
2014,Ciutat Vella,el Raval,65,Western Africa,Female
2014,Ciutat Vella,el Raval,128,Western Africa,Male
2014,Ciutat Vella,el Raval,322,Caribbean,Female
2014,Ciutat Vella,el Raval,270,Caribbean,Male
2014,Ciutat Vella,el Raval,215,Central America,Female
2014,Ciutat Vella,el Raval,236,Central America,Male
2014,Ciutat Vella,el Raval,1963,South America,Female
2014,Ciutat Vella,el Raval,1948,South America,Male
2014,Ciutat Vella,el Raval,103,Northern America,Female
2014,Ciutat Vella,el Raval,109,Northern America,Male
2014,Ciutat Vella,el Raval,6,Central Asia,Female
2014,Ciutat Vella,el Raval,8,Central Asia,Male
2014,Ciutat Vella,el Raval,171,Eastern Asia,Female
2014,Ciutat Vella,el Raval,131,Eastern Asia,Male
2014,Ciutat Vella,el Raval,1833,Southern Asia,Female
2014,Ciutat Vella,el Raval,7016,Southern Asia,Male
2014,Ciutat Vella,el Raval,3176,South-Eastern Asia,Female
2014,Ciutat Vella,el Raval,2305,South-Eastern Asia,Male
2014,Ciutat Vella,el Raval,121,Western Asia,Female
2014,Ciutat Vella,el Raval,167,Western Asia,Male
2014,Ciutat Vella,el Raval,579,Eastern Europe,Female
2014,Ciutat Vella,el Raval,330,Eastern Europe,Male
2014,Ciutat Vella,el Raval,397,Northern Europe,Female
2014,Ciutat Vella,el Raval,338,Northern Europe,Male
2014,Ciutat Vella,el Raval,11204,Southern Europe,Female
2014,Ciutat Vella,el Raval,11097,Southern Europe,Male
2014,Ciutat Vella,el Raval,644,Western Europe,Female
2014,Ciutat Vella,el Raval,659,Western Europe,Male
2014,Ciutat Vella,el Raval,15,Australia and New Zealand,Female
2014,Ciutat Vella,el Raval,13,Australia and New Zealand,Male
2014,Ciutat Vella,el Raval,6,Not available,Female
2014,Ciutat Vella,el Raval,5,Not available,Male
2014,Ciutat Vella,el Barri Gòtic,6,Eastern Africa,Female
2014,Ciutat Vella,el Barri Gòtic,5,Eastern Africa,Male
2014,Ciutat Vella,el Barri Gòtic,11,Middle Africa,Female
2014,Ciutat Vella,el Barri Gòtic,8,Middle Africa,Male
2014,Ciutat Vella,el Barri Gòtic,143,Northern Africa,Female
2014,Ciutat Vella,el Barri Gòtic,296,Northern Africa,Male
2014,Ciutat Vella,el Barri Gòtic,..,Southern Africa,Female
2014,Ciutat Vella,el Barri Gòtic,6,Southern Africa,Male
2014,Ciutat Vella,el Barri Gòtic,18,Western Africa,Female
2014,Ciutat Vella,el Barri Gòtic,81,Western Africa,Male
2014,Ciutat Vella,el Barri Gòtic,83,Caribbean,Female
2014,Ciutat Vella,el Barri Gòtic,83,Caribbean,Male
2014,Ciutat Vella,el Barri Gòtic,180,Central America,Female
2014,Ciutat Vella,el Barri Gòtic,114,Central America,Male
2014,Ciutat Vella,el Barri Gòtic,849,South America,Female
2014,Ciutat Vella,el Barri Gòtic,903,South America,Male
2014,Ciutat Vella,el Barri Gòtic,85,Northern America,Female
2014,Ciutat Vella,el Barri Gòtic,108,Northern America,Male
2014,Ciutat Vella,el Barri Gòtic,15,Central Asia,Female
2014,Ciutat Vella,el Barri Gòtic,7,Central Asia,Male
2014,Ciutat Vella,el Barri Gòtic,93,Eastern Asia,Female
2014,Ciutat Vella,el Barri Gòtic,93,Eastern Asia,Male
2014,Ciutat Vella,el Barri Gòtic,175,Southern Asia,Female
2014,Ciutat Vella,el Barri Gòtic,796,Southern Asia,Male
2014,Ciutat Vella,el Barri Gòtic,195,South-Eastern Asia,Female
2014,Ciutat Vella,el Barri Gòtic,142,South-Eastern Asia,Male
2014,Ciutat Vella,el Barri Gòtic,28,Western Asia,Female
2014,Ciutat Vella,el Barri Gòtic,72,Western Asia,Male
2014,Ciutat Vella,el Barri Gòtic,218,Eastern Europe,Female
2014,Ciutat Vella,el Barri Gòtic,186,Eastern Europe,Male
2014,Ciutat Vella,el Barri Gòtic,304,Northern Europe,Female
2014,Ciutat Vella,el Barri Gòtic,278,Northern Europe,Male
2014,Ciutat Vella,el Barri Gòtic,4556,Southern Europe,Female
2014,Ciutat Vella,el Barri Gòtic,4596,Southern Europe,Male
2014,Ciutat Vella,el Barri Gòtic,472,Western Europe,Female
2014,Ciutat Vella,el Barri Gòtic,492,Western Europe,Male
2014,Ciutat Vella,el Barri Gòtic,14,Australia and New Zealand,Female
2014,Ciutat Vella,el Barri Gòtic,17,Australia and New Zealand,Male
2014,Ciutat Vella,el Barri Gòtic,..,Not available,Female
2014,Ciutat Vella,el Barri Gòtic,..,Not available,Male
2014,Ciutat Vella,la Barceloneta,..,Eastern Africa,Female
2014,Ciutat Vella,la Barceloneta,7,Eastern Africa,Male
2014,Ciutat Vella,la Barceloneta,..,Middle Africa,Female
2014,Ciutat Vella,la Barceloneta,189,Northern Africa,Female
2014,Ciutat Vella,la Barceloneta,326,Northern Africa,Male
2014,Ciutat Vella,la Barceloneta,..,Southern Africa,Female
2014,Ciutat Vella,la Barceloneta,..,Southern Africa,Male
2014,Ciutat Vella,la Barceloneta,12,Western Africa,Female
2014,Ciutat Vella,la Barceloneta,25,Western Africa,Male
2014,Ciutat Vella,la Barceloneta,78,Caribbean,Female
2014,Ciutat Vella,la Barceloneta,76,Caribbean,Male
2014,Ciutat Vella,la Barceloneta,86,Central America,Female
2014,Ciutat Vella,la Barceloneta,78,Central America,Male
2014,Ciutat Vella,la Barceloneta,728,South America,Female
2014,Ciutat Vella,la Barceloneta,705,South America,Male
2014,Ciutat Vella,la Barceloneta,40,Northern America,Female
2014,Ciutat Vella,la Barceloneta,52,Northern America,Male
2014,Ciutat Vella,la Barceloneta,..,Central Asia,Female
2014,Ciutat Vella,la Barceloneta,..,Central Asia,Male
2014,Ciutat Vella,la Barceloneta,42,Eastern Asia,Female
2014,Ciutat Vella,la Barceloneta,29,Eastern Asia,Male
2014,Ciutat Vella,la Barceloneta,114,Southern Asia,Female
2014,Ciutat Vella,la Barceloneta,476,Southern Asia,Male
2014,Ciutat Vella,la Barceloneta,19,South-Eastern Asia,Female
2014,Ciutat Vella,la Barceloneta,13,South-Eastern Asia,Male
2014,Ciutat Vella,la Barceloneta,33,Western Asia,Female
2014,Ciutat Vella,la Barceloneta,48,Western Asia,Male
2014,Ciutat Vella,la Barceloneta,272,Eastern Europe,Female
2014,Ciutat Vella,la Barceloneta,174,Eastern Europe,Male
2014,Ciutat Vella,la Barceloneta,236,Northern Europe,Female
2014,Ciutat Vella,la Barceloneta,186,Northern Europe,Male
2014,Ciutat Vella,la Barceloneta,5473,Southern Europe,Female
2014,Ciutat Vella,la Barceloneta,5018,Southern Europe,Male
2014,Ciutat Vella,la Barceloneta,262,Western Europe,Female
2014,Ciutat Vella,la Barceloneta,269,Western Europe,Male
