Year_Reference,District,Neighborhood,Value,Birth_Place_Region,Sex
2001,Ciutat Vella,el Raval,6,Eastern Africa,Female
2001,Ciutat Vella,el Raval,..,Eastern Africa,Male
2001,Ciutat Vella,el Raval,11,Middle Africa,Female
2001,Ciutat Vella,el Raval,13,Middle Africa,Male
2001,Ciutat Vella,el Raval,695,Northern Africa,Female
2001,Ciutat Vella,el Raval,976,Northern Africa,Male
2001,Ciutat Vella,el Raval,..,Southern Africa,Male
2001,Ciutat Vella,el Raval,31,Western Africa,Female
2001,Ciutat Vella,el Raval,74,Western Africa,Male
2001,Ciutat Vella,el Raval,420,Caribbean,Female
2001,Ciutat Vella,el Raval,170,Caribbean,Male
2001,Ciutat Vella,el Raval,104,Central America,Female
2001,Ciutat Vella,el Raval,70,Central America,Male
2001,Ciutat Vella,el Raval,912,South America,Female
2001,Ciutat Vella,el Raval,899,South America,Male
2001,Ciutat Vella,el Raval,26,Northern America,Female
2001,Ciutat Vella,el Raval,44,Northern America,Male
2001,Ciutat Vella,el Raval,58,Eastern Asia,Female
2001,Ciutat Vella,el Raval,60,Eastern Asia,Male
2001,Ciutat Vella,el Raval,310,Southern Asia,Female
2001,Ciutat Vella,el Raval,1787,Southern Asia,Male
2001,Ciutat Vella,el Raval,1188,South-Eastern Asia,Female
2001,Ciutat Vella,el Raval,769,South-Eastern Asia,Male
2001,Ciutat Vella,el Raval,39,Western Asia,Female
2001,Ciutat Vella,el Raval,66,Western Asia,Male
2001,Ciutat Vella,el Raval,63,Eastern Europe,Female
2001,Ciutat Vella,el Raval,77,Eastern Europe,Male
2001,Ciutat Vella,el Raval,49,Northern Europe,Female
2001,Ciutat Vella,el Raval,57,Northern Europe,Male
2001,Ciutat Vella,el Raval,14878,Southern Europe,Female
2001,Ciutat Vella,el Raval,13330,Southern Europe,Male
2001,Ciutat Vella,el Raval,188,Western Europe,Female
2001,Ciutat Vella,el Raval,192,Western Europe,Male
2001,Ciutat Vella,el Raval,..,Australia and New Zealand,Female
2001,Ciutat Vella,el Raval,5,Australia and New Zealand,Male
2001,Ciutat Vella,el Raval,..,Not available,Female
2001,Ciutat Vella,el Raval,5,Not available,Male
2001,Ciutat Vella,el Barri Gòtic,..,Eastern Africa,Male
2001,Ciutat Vella,el Barri Gòtic,14,Middle Africa,Female
2001,Ciutat Vella,el Barri Gòtic,22,Middle Africa,Male
2001,Ciutat Vella,el Barri Gòtic,139,Northern Africa,Female
2001,Ciutat Vella,el Barri Gòtic,316,Northern Africa,Male
2001,Ciutat Vella,el Barri Gòtic,..,Southern Africa,Female
2001,Ciutat Vella,el Barri Gòtic,22,Western Africa,Female
2001,Ciutat Vella,el Barri Gòtic,151,Western Africa,Male
2001,Ciutat Vella,el Barri Gòtic,121,Caribbean,Female
2001,Ciutat Vella,el Barri Gòtic,54,Caribbean,Male
2001,Ciutat Vella,el Barri Gòtic,48,Central America,Female
2001,Ciutat Vella,el Barri Gòtic,36,Central America,Male
2001,Ciutat Vella,el Barri Gòtic,585,South America,Female
2001,Ciutat Vella,el Barri Gòtic,629,South America,Male
2001,Ciutat Vella,el Barri Gòtic,32,Northern America,Female
2001,Ciutat Vella,el Barri Gòtic,22,Northern America,Male
2001,Ciutat Vella,el Barri Gòtic,..,Central Asia,Female
2001,Ciutat Vella,el Barri Gòtic,..,Central Asia,Male
2001,Ciutat Vella,el Barri Gòtic,28,Eastern Asia,Female
2001,Ciutat Vella,el Barri Gòtic,35,Eastern Asia,Male
2001,Ciutat Vella,el Barri Gòtic,45,Southern Asia,Female
2001,Ciutat Vella,el Barri Gòtic,384,Southern Asia,Male
2001,Ciutat Vella,el Barri Gòtic,145,South-Eastern Asia,Female
2001,Ciutat Vella,el Barri Gòtic,79,South-Eastern Asia,Male
2001,Ciutat Vella,el Barri Gòtic,31,Western Asia,Female
2001,Ciutat Vella,el Barri Gòtic,86,Western Asia,Male
2001,Ciutat Vella,el Barri Gòtic,95,Eastern Europe,Female
2001,Ciutat Vella,el Barri Gòtic,194,Eastern Europe,Male
2001,Ciutat Vella,el Barri Gòtic,40,Northern Europe,Female
2001,Ciutat Vella,el Barri Gòtic,53,Northern Europe,Male
2001,Ciutat Vella,el Barri Gòtic,6440,Southern Europe,Female
2001,Ciutat Vella,el Barri Gòtic,6127,Southern Europe,Male
2001,Ciutat Vella,el Barri Gòtic,161,Western Europe,Female
2001,Ciutat Vella,el Barri Gòtic,140,Western Europe,Male
2001,Ciutat Vella,el Barri Gòtic,5,Australia and New Zealand,Female
2001,Ciutat Vella,el Barri Gòtic,6,Australia and New Zealand,Male
2001,Ciutat Vella,el Barri Gòtic,..,Not available,Female
2001,Ciutat Vella,el Barri Gòtic,..,Not available,Male
