Year_Reference,District,Neighborhood,AEB,Census_Section,Value,Birth_Place,Sex
2003,Ciutat Vella,el Raval,1,1001,194,City of Barcelona,Female
2003,Ciutat Vella,el Raval,1,1001,238,City of Barcelona,Male
2003,Ciutat Vella,el Raval,1,1001,38,Rest of Catalonia,Female
2003,Ciutat Vella,el Raval,1,1001,30,Rest of Catalonia,Male
2003,Ciutat Vella,el Raval,1,1001,177,Rest of Spain,Female
2003,Ciutat Vella,el Raval,1,1001,212,Rest of Spain,Male
2003,Ciutat Vella,el Raval,1,1001,15,Rest of European Union,Female
2003,Ciutat Vella,el Raval,1,1001,18,Rest of European Union,Male
2003,Ciutat Vella,el Raval,1,1001,118,Rest of World,Female
2003,Ciutat Vella,el Raval,1,1001,201,Rest of World,Male
2003,Ciutat Vella,el Raval,1,1001,..,Not available,Female
2003,Ciutat Vella,el Raval,1,1002,259,City of Barcelona,Female
2003,Ciutat Vella,el Raval,1,1002,224,City of Barcelona,Male
2003,Ciutat Vella,el Raval,1,1002,40,Rest of Catalonia,Female
2003,Ciutat Vella,el Raval,1,1002,29,Rest of Catalonia,Male
2003,Ciutat Vella,el Raval,1,1002,181,Rest of Spain,Female
2003,Ciutat Vella,el Raval,1,1002,146,Rest of Spain,Male
2003,Ciutat Vella,el Raval,1,1002,13,Rest of European Union,Female
2003,Ciutat Vella,el Raval,1,1002,19,Rest of European Union,Male
2003,Ciutat Vella,el Raval,1,1002,239,Rest of World,Female
2003,Ciutat Vella,el Raval,1,1002,478,Rest of World,Male
2003,Ciutat Vella,el Raval,2,1003,555,City of Barcelona,Female
2003,Ciutat Vella,el Raval,2,1003,550,City of Barcelona,Male
2003,Ciutat Vella,el Raval,2,1003,52,Rest of Catalonia,Female
2003,Ciutat Vella,el Raval,2,1003,53,Rest of Catalonia,Male
2003,Ciutat Vella,el Raval,2,1003,342,Rest of Spain,Female
2003,Ciutat Vella,el Raval,2,1003,306,Rest of Spain,Male
2003,Ciutat Vella,el Raval,2,1003,23,Rest of European Union,Female
2003,Ciutat Vella,el Raval,2,1003,29,Rest of European Union,Male
2003,Ciutat Vella,el Raval,2,1003,370,Rest of World,Female
2003,Ciutat Vella,el Raval,2,1003,676,Rest of World,Male
2003,Ciutat Vella,el Raval,2,1003,..,Not available,Female
2003,Ciutat Vella,el Raval,2,1004,538,City of Barcelona,Female
2003,Ciutat Vella,el Raval,2,1004,522,City of Barcelona,Male
2003,Ciutat Vella,el Raval,2,1004,71,Rest of Catalonia,Female
2003,Ciutat Vella,el Raval,2,1004,78,Rest of Catalonia,Male
2003,Ciutat Vella,el Raval,2,1004,288,Rest of Spain,Female
2003,Ciutat Vella,el Raval,2,1004,300,Rest of Spain,Male
2003,Ciutat Vella,el Raval,2,1004,36,Rest of European Union,Female
2003,Ciutat Vella,el Raval,2,1004,40,Rest of European Union,Male
2003,Ciutat Vella,el Raval,2,1004,381,Rest of World,Female
2003,Ciutat Vella,el Raval,2,1004,641,Rest of World,Male
2003,Ciutat Vella,el Raval,2,1004,..,Not available,Male
2003,Ciutat Vella,el Raval,3,1005,412,City of Barcelona,Female
2003,Ciutat Vella,el Raval,3,1005,402,City of Barcelona,Male
2003,Ciutat Vella,el Raval,3,1005,53,Rest of Catalonia,Female
2003,Ciutat Vella,el Raval,3,1005,55,Rest of Catalonia,Male
2003,Ciutat Vella,el Raval,3,1005,304,Rest of Spain,Female
2003,Ciutat Vella,el Raval,3,1005,320,Rest of Spain,Male
2003,Ciutat Vella,el Raval,3,1005,29,Rest of European Union,Female
2003,Ciutat Vella,el Raval,3,1005,39,Rest of European Union,Male
2003,Ciutat Vella,el Raval,3,1005,231,Rest of World,Female
2003,Ciutat Vella,el Raval,3,1005,491,Rest of World,Male
2003,Ciutat Vella,el Raval,3,1005,..,Not available,Female
2003,Ciutat Vella,el Raval,3,1006,285,City of Barcelona,Female
2003,Ciutat Vella,el Raval,3,1006,275,City of Barcelona,Male
2003,Ciutat Vella,el Raval,3,1006,53,Rest of Catalonia,Female
2003,Ciutat Vella,el Raval,3,1006,51,Rest of Catalonia,Male
2003,Ciutat Vella,el Raval,3,1006,205,Rest of Spain,Female
2003,Ciutat Vella,el Raval,3,1006,200,Rest of Spain,Male
2003,Ciutat Vella,el Raval,3,1006,27,Rest of European Union,Female
2003,Ciutat Vella,el Raval,3,1006,41,Rest of European Union,Male
2003,Ciutat Vella,el Raval,3,1006,265,Rest of World,Female
2003,Ciutat Vella,el Raval,3,1006,514,Rest of World,Male
2003,Ciutat Vella,el Raval,3,1007,283,City of Barcelona,Female
2003,Ciutat Vella,el Raval,3,1007,285,City of Barcelona,Male
2003,Ciutat Vella,el Raval,3,1007,37,Rest of Catalonia,Female
2003,Ciutat Vella,el Raval,3,1007,46,Rest of Catalonia,Male
2003,Ciutat Vella,el Raval,3,1007,180,Rest of Spain,Female
2003,Ciutat Vella,el Raval,3,1007,203,Rest of Spain,Male
2003,Ciutat Vella,el Raval,3,1007,20,Rest of European Union,Female
2003,Ciutat Vella,el Raval,3,1007,17,Rest of European Union,Male
2003,Ciutat Vella,el Raval,3,1007,270,Rest of World,Female
2003,Ciutat Vella,el Raval,3,1007,629,Rest of World,Male
2003,Ciutat Vella,el Raval,4,1008,443,City of Barcelona,Female
2003,Ciutat Vella,el Raval,4,1008,478,City of Barcelona,Male
2003,Ciutat Vella,el Raval,4,1008,47,Rest of Catalonia,Female
2003,Ciutat Vella,el Raval,4,1008,45,Rest of Catalonia,Male
2003,Ciutat Vella,el Raval,4,1008,219,Rest of Spain,Female
2003,Ciutat Vella,el Raval,4,1008,227,Rest of Spain,Male
2003,Ciutat Vella,el Raval,4,1008,19,Rest of European Union,Female
2003,Ciutat Vella,el Raval,4,1008,27,Rest of European Union,Male
2003,Ciutat Vella,el Raval,4,1008,412,Rest of World,Female
2003,Ciutat Vella,el Raval,4,1008,1218,Rest of World,Male
2003,Ciutat Vella,el Raval,4,1008,..,Not available,Male
2003,Ciutat Vella,el Raval,4,1009,386,City of Barcelona,Female
2003,Ciutat Vella,el Raval,4,1009,381,City of Barcelona,Male
2003,Ciutat Vella,el Raval,4,1009,47,Rest of Catalonia,Female
2003,Ciutat Vella,el Raval,4,1009,43,Rest of Catalonia,Male
2003,Ciutat Vella,el Raval,4,1009,201,Rest of Spain,Female
2003,Ciutat Vella,el Raval,4,1009,180,Rest of Spain,Male
2003,Ciutat Vella,el Raval,4,1009,16,Rest of European Union,Female
2003,Ciutat Vella,el Raval,4,1009,19,Rest of European Union,Male
2003,Ciutat Vella,el Raval,4,1009,268,Rest of World,Female
2003,Ciutat Vella,el Raval,4,1009,502,Rest of World,Male
2003,Ciutat Vella,el Raval,4,1010,387,City of Barcelona,Female
2003,Ciutat Vella,el Raval,4,1010,417,City of Barcelona,Male
2003,Ciutat Vella,el Raval,4,1010,58,Rest of Catalonia,Female
2003,Ciutat Vella,el Raval,4,1010,54,Rest of Catalonia,Male
2003,Ciutat Vella,el Raval,4,1010,181,Rest of Spain,Female
2003,Ciutat Vella,el Raval,4,1010,134,Rest of Spain,Male
2003,Ciutat Vella,el Raval,4,1010,20,Rest of European Union,Female
2003,Ciutat Vella,el Raval,4,1010,20,Rest of European Union,Male
2003,Ciutat Vella,el Raval,4,1010,315,Rest of World,Female
2003,Ciutat Vella,el Raval,4,1010,739,Rest of World,Male
2003,Ciutat Vella,el Raval,5,1011,483,City of Barcelona,Female
2003,Ciutat Vella,el Raval,5,1011,456,City of Barcelona,Male
2003,Ciutat Vella,el Raval,5,1011,72,Rest of Catalonia,Female
2003,Ciutat Vella,el Raval,5,1011,72,Rest of Catalonia,Male
2003,Ciutat Vella,el Raval,5,1011,238,Rest of Spain,Female
2003,Ciutat Vella,el Raval,5,1011,222,Rest of Spain,Male
2003,Ciutat Vella,el Raval,5,1011,22,Rest of European Union,Female
2003,Ciutat Vella,el Raval,5,1011,25,Rest of European Union,Male
2003,Ciutat Vella,el Raval,5,1011,532,Rest of World,Female
2003,Ciutat Vella,el Raval,5,1011,935,Rest of World,Male
2003,Ciutat Vella,el Raval,5,1012,367,City of Barcelona,Female
2003,Ciutat Vella,el Raval,5,1012,322,City of Barcelona,Male
2003,Ciutat Vella,el Raval,5,1012,54,Rest of Catalonia,Female
2003,Ciutat Vella,el Raval,5,1012,50,Rest of Catalonia,Male
2003,Ciutat Vella,el Raval,5,1012,180,Rest of Spain,Female
2003,Ciutat Vella,el Raval,5,1012,132,Rest of Spain,Male
2003,Ciutat Vella,el Raval,5,1012,15,Rest of European Union,Female
2003,Ciutat Vella,el Raval,5,1012,21,Rest of European Union,Male
2003,Ciutat Vella,el Raval,5,1012,204,Rest of World,Female
2003,Ciutat Vella,el Raval,5,1012,355,Rest of World,Male
2003,Ciutat Vella,el Raval,5,1013,304,City of Barcelona,Female
2003,Ciutat Vella,el Raval,5,1013,273,City of Barcelona,Male
2003,Ciutat Vella,el Raval,5,1013,53,Rest of Catalonia,Female
2003,Ciutat Vella,el Raval,5,1013,49,Rest of Catalonia,Male
2003,Ciutat Vella,el Raval,5,1013,127,Rest of Spain,Female
2003,Ciutat Vella,el Raval,5,1013,96,Rest of Spain,Male
2003,Ciutat Vella,el Raval,5,1013,9,Rest of European Union,Female
2003,Ciutat Vella,el Raval,5,1013,..,Rest of European Union,Male
2003,Ciutat Vella,el Raval,5,1013,123,Rest of World,Female
2003,Ciutat Vella,el Raval,5,1013,155,Rest of World,Male
2003,Ciutat Vella,el Raval,6,1014,318,City of Barcelona,Female
2003,Ciutat Vella,el Raval,6,1014,301,City of Barcelona,Male
2003,Ciutat Vella,el Raval,6,1014,37,Rest of Catalonia,Female
2003,Ciutat Vella,el Raval,6,1014,37,Rest of Catalonia,Male
2003,Ciutat Vella,el Raval,6,1014,161,Rest of Spain,Female
2003,Ciutat Vella,el Raval,6,1014,117,Rest of Spain,Male
2003,Ciutat Vella,el Raval,6,1014,9,Rest of European Union,Female
2003,Ciutat Vella,el Raval,6,1014,24,Rest of European Union,Male
2003,Ciutat Vella,el Raval,6,1014,361,Rest of World,Female
2003,Ciutat Vella,el Raval,6,1014,406,Rest of World,Male
2003,Ciutat Vella,el Raval,6,1015,418,City of Barcelona,Female
2003,Ciutat Vella,el Raval,6,1015,380,City of Barcelona,Male
2003,Ciutat Vella,el Raval,6,1015,56,Rest of Catalonia,Female
2003,Ciutat Vella,el Raval,6,1015,49,Rest of Catalonia,Male
2003,Ciutat Vella,el Raval,6,1015,197,Rest of Spain,Female
2003,Ciutat Vella,el Raval,6,1015,156,Rest of Spain,Male
2003,Ciutat Vella,el Raval,6,1015,21,Rest of European Union,Female
2003,Ciutat Vella,el Raval,6,1015,22,Rest of European Union,Male
2003,Ciutat Vella,el Raval,6,1015,415,Rest of World,Female
2003,Ciutat Vella,el Raval,6,1015,484,Rest of World,Male
2003,Ciutat Vella,el Raval,6,1015,..,Not available,Male
2003,Ciutat Vella,el Raval,6,1016,342,City of Barcelona,Female
2003,Ciutat Vella,el Raval,6,1016,287,City of Barcelona,Male
2003,Ciutat Vella,el Raval,6,1016,43,Rest of Catalonia,Female
2003,Ciutat Vella,el Raval,6,1016,35,Rest of Catalonia,Male
2003,Ciutat Vella,el Raval,6,1016,176,Rest of Spain,Female
2003,Ciutat Vella,el Raval,6,1016,148,Rest of Spain,Male
2003,Ciutat Vella,el Raval,6,1016,19,Rest of European Union,Female
2003,Ciutat Vella,el Raval,6,1016,25,Rest of European Union,Male
2003,Ciutat Vella,el Raval,6,1016,595,Rest of World,Female
2003,Ciutat Vella,el Raval,6,1016,491,Rest of World,Male
2003,Ciutat Vella,el Raval,6,1016,..,Not available,Female
2003,Ciutat Vella,el Raval,6,1016,..,Not available,Male
2003,Ciutat Vella,el Raval,6,1017,369,City of Barcelona,Female
2003,Ciutat Vella,el Raval,6,1017,383,City of Barcelona,Male
2003,Ciutat Vella,el Raval,6,1017,53,Rest of Catalonia,Female
2003,Ciutat Vella,el Raval,6,1017,37,Rest of Catalonia,Male
2003,Ciutat Vella,el Raval,6,1017,218,Rest of Spain,Female
2003,Ciutat Vella,el Raval,6,1017,171,Rest of Spain,Male
2003,Ciutat Vella,el Raval,6,1017,36,Rest of European Union,Female
2003,Ciutat Vella,el Raval,6,1017,22,Rest of European Union,Male
2003,Ciutat Vella,el Raval,6,1017,532,Rest of World,Female
2003,Ciutat Vella,el Raval,6,1017,710,Rest of World,Male
2003,Ciutat Vella,el Raval,7,1018,283,City of Barcelona,Female
2003,Ciutat Vella,el Raval,7,1018,278,City of Barcelona,Male
2003,Ciutat Vella,el Raval,7,1018,37,Rest of Catalonia,Female
2003,Ciutat Vella,el Raval,7,1018,19,Rest of Catalonia,Male
2003,Ciutat Vella,el Raval,7,1018,154,Rest of Spain,Female
2003,Ciutat Vella,el Raval,7,1018,118,Rest of Spain,Male
2003,Ciutat Vella,el Raval,7,1018,19,Rest of European Union,Female
2003,Ciutat Vella,el Raval,7,1018,16,Rest of European Union,Male
2003,Ciutat Vella,el Raval,7,1018,193,Rest of World,Female
2003,Ciutat Vella,el Raval,7,1018,233,Rest of World,Male
2003,Ciutat Vella,el Raval,7,1019,490,City of Barcelona,Female
2003,Ciutat Vella,el Raval,7,1019,467,City of Barcelona,Male
2003,Ciutat Vella,el Raval,7,1019,87,Rest of Catalonia,Female
2003,Ciutat Vella,el Raval,7,1019,74,Rest of Catalonia,Male
2003,Ciutat Vella,el Raval,7,1019,308,Rest of Spain,Female
2003,Ciutat Vella,el Raval,7,1019,229,Rest of Spain,Male
2003,Ciutat Vella,el Raval,7,1019,45,Rest of European Union,Female
2003,Ciutat Vella,el Raval,7,1019,42,Rest of European Union,Male
2003,Ciutat Vella,el Raval,7,1019,432,Rest of World,Female
2003,Ciutat Vella,el Raval,7,1019,841,Rest of World,Male
2003,Ciutat Vella,el Raval,7,1020,527,City of Barcelona,Female
2003,Ciutat Vella,el Raval,7,1020,438,City of Barcelona,Male
2003,Ciutat Vella,el Raval,7,1020,148,Rest of Catalonia,Female
2003,Ciutat Vella,el Raval,7,1020,74,Rest of Catalonia,Male
2003,Ciutat Vella,el Raval,7,1020,269,Rest of Spain,Female
2003,Ciutat Vella,el Raval,7,1020,194,Rest of Spain,Male
2003,Ciutat Vella,el Raval,7,1020,52,Rest of European Union,Female
2003,Ciutat Vella,el Raval,7,1020,55,Rest of European Union,Male
2003,Ciutat Vella,el Raval,7,1020,209,Rest of World,Female
2003,Ciutat Vella,el Raval,7,1020,197,Rest of World,Male
2003,Ciutat Vella,el Raval,8,1021,441,City of Barcelona,Female
2003,Ciutat Vella,el Raval,8,1021,362,City of Barcelona,Male
