Year_Reference,District,Neighborhood,AEB,Census_Section,Value,Birth_Place,Sex
2010,Ciutat Vella,el Raval,1,1001,185,City of Barcelona,Female
2010,Ciutat Vella,el Raval,1,1001,201,City of Barcelona,Male
2010,Ciutat Vella,el Raval,1,1001,32,Rest of Catalonia,Female
2010,Ciutat Vella,el Raval,1,1001,31,Rest of Catalonia,Male
2010,Ciutat Vella,el Raval,1,1001,128,Rest of Spain,Female
2010,Ciutat Vella,el Raval,1,1001,146,Rest of Spain,Male
2010,Ciutat Vella,el Raval,1,1001,51,Rest of European Union,Female
2010,Ciutat Vella,el Raval,1,1001,69,Rest of European Union,Male
2010,Ciutat Vella,el Raval,1,1001,174,Rest of World,Female
2010,Ciutat Vella,el Raval,1,1001,310,Rest of World,Male
2010,Ciutat Vella,el Raval,1,1002,214,City of Barcelona,Female
2010,Ciutat Vella,el Raval,1,1002,193,City of Barcelona,Male
2010,Ciutat Vella,el Raval,1,1002,33,Rest of Catalonia,Female
2010,Ciutat Vella,el Raval,1,1002,18,Rest of Catalonia,Male
2010,Ciutat Vella,el Raval,1,1002,131,Rest of Spain,Female
2010,Ciutat Vella,el Raval,1,1002,122,Rest of Spain,Male
2010,Ciutat Vella,el Raval,1,1002,49,Rest of European Union,Female
2010,Ciutat Vella,el Raval,1,1002,57,Rest of European Union,Male
2010,Ciutat Vella,el Raval,1,1002,262,Rest of World,Female
2010,Ciutat Vella,el Raval,1,1002,404,Rest of World,Male
2010,Ciutat Vella,el Raval,2,1003,520,City of Barcelona,Female
2010,Ciutat Vella,el Raval,2,1003,498,City of Barcelona,Male
2010,Ciutat Vella,el Raval,2,1003,64,Rest of Catalonia,Female
2010,Ciutat Vella,el Raval,2,1003,56,Rest of Catalonia,Male
2010,Ciutat Vella,el Raval,2,1003,253,Rest of Spain,Female
2010,Ciutat Vella,el Raval,2,1003,236,Rest of Spain,Male
2010,Ciutat Vella,el Raval,2,1003,91,Rest of European Union,Female
2010,Ciutat Vella,el Raval,2,1003,87,Rest of European Union,Male
2010,Ciutat Vella,el Raval,2,1003,561,Rest of World,Female
2010,Ciutat Vella,el Raval,2,1003,899,Rest of World,Male
2010,Ciutat Vella,el Raval,2,1003,..,Not available,Female
2010,Ciutat Vella,el Raval,2,1004,485,City of Barcelona,Female
2010,Ciutat Vella,el Raval,2,1004,457,City of Barcelona,Male
2010,Ciutat Vella,el Raval,2,1004,64,Rest of Catalonia,Female
2010,Ciutat Vella,el Raval,2,1004,70,Rest of Catalonia,Male
2010,Ciutat Vella,el Raval,2,1004,247,Rest of Spain,Female
2010,Ciutat Vella,el Raval,2,1004,264,Rest of Spain,Male
2010,Ciutat Vella,el Raval,2,1004,101,Rest of European Union,Female
2010,Ciutat Vella,el Raval,2,1004,96,Rest of European Union,Male
2010,Ciutat Vella,el Raval,2,1004,426,Rest of World,Female
2010,Ciutat Vella,el Raval,2,1004,706,Rest of World,Male
2010,Ciutat Vella,el Raval,2,1004,..,Not available,Male
2010,Ciutat Vella,el Raval,3,1005,393,City of Barcelona,Female
2010,Ciutat Vella,el Raval,3,1005,367,City of Barcelona,Male
2010,Ciutat Vella,el Raval,3,1005,46,Rest of Catalonia,Female
2010,Ciutat Vella,el Raval,3,1005,50,Rest of Catalonia,Male
2010,Ciutat Vella,el Raval,3,1005,228,Rest of Spain,Female
2010,Ciutat Vella,el Raval,3,1005,219,Rest of Spain,Male
2010,Ciutat Vella,el Raval,3,1005,132,Rest of European Union,Female
2010,Ciutat Vella,el Raval,3,1005,93,Rest of European Union,Male
2010,Ciutat Vella,el Raval,3,1005,280,Rest of World,Female
2010,Ciutat Vella,el Raval,3,1005,592,Rest of World,Male
2010,Ciutat Vella,el Raval,3,1005,..,Not available,Female
2010,Ciutat Vella,el Raval,3,1006,202,City of Barcelona,Female
2010,Ciutat Vella,el Raval,3,1006,229,City of Barcelona,Male
2010,Ciutat Vella,el Raval,3,1006,49,Rest of Catalonia,Female
2010,Ciutat Vella,el Raval,3,1006,46,Rest of Catalonia,Male
2010,Ciutat Vella,el Raval,3,1006,159,Rest of Spain,Female
2010,Ciutat Vella,el Raval,3,1006,129,Rest of Spain,Male
2010,Ciutat Vella,el Raval,3,1006,109,Rest of European Union,Female
2010,Ciutat Vella,el Raval,3,1006,123,Rest of European Union,Male
2010,Ciutat Vella,el Raval,3,1006,312,Rest of World,Female
2010,Ciutat Vella,el Raval,3,1006,638,Rest of World,Male
2010,Ciutat Vella,el Raval,3,1007,267,City of Barcelona,Female
2010,Ciutat Vella,el Raval,3,1007,291,City of Barcelona,Male
2010,Ciutat Vella,el Raval,3,1007,41,Rest of Catalonia,Female
2010,Ciutat Vella,el Raval,3,1007,48,Rest of Catalonia,Male
2010,Ciutat Vella,el Raval,3,1007,117,Rest of Spain,Female
2010,Ciutat Vella,el Raval,3,1007,148,Rest of Spain,Male
2010,Ciutat Vella,el Raval,3,1007,88,Rest of European Union,Female
2010,Ciutat Vella,el Raval,3,1007,80,Rest of European Union,Male
2010,Ciutat Vella,el Raval,3,1007,276,Rest of World,Female
2010,Ciutat Vella,el Raval,3,1007,623,Rest of World,Male
2010,Ciutat Vella,el Raval,4,1008,338,City of Barcelona,Female
2010,Ciutat Vella,el Raval,4,1008,386,City of Barcelona,Male
2010,Ciutat Vella,el Raval,4,1008,43,Rest of Catalonia,Female
2010,Ciutat Vella,el Raval,4,1008,52,Rest of Catalonia,Male
2010,Ciutat Vella,el Raval,4,1008,144,Rest of Spain,Female
2010,Ciutat Vella,el Raval,4,1008,194,Rest of Spain,Male
2010,Ciutat Vella,el Raval,4,1008,69,Rest of European Union,Female
2010,Ciutat Vella,el Raval,4,1008,86,Rest of European Union,Male
2010,Ciutat Vella,el Raval,4,1008,680,Rest of World,Female
