Year_Reference,District,Neighborhood,AEB,Census_Section,Value,Birth_Place,Sex
2020,Ciutat Vella,el Raval,1,1001,176,City of Barcelona,Female
2020,Ciutat Vella,el Raval,1,1001,180,City of Barcelona,Male
2020,Ciutat Vella,el Raval,1,1001,30,Rest of Catalonia,Female
2020,Ciutat Vella,el Raval,1,1001,32,Rest of Catalonia,Male
2020,Ciutat Vella,el Raval,1,1001,91,Rest of Spain,Female
2020,Ciutat Vella,el Raval,1,1001,115,Rest of Spain,Male
2020,Ciutat Vella,el Raval,1,1001,55,Rest of European Union,Female
2020,Ciutat Vella,el Raval,1,1001,71,Rest of European Union,Male
2020,Ciutat Vella,el Raval,1,1001,226,Rest of World,Female
2020,Ciutat Vella,el Raval,1,1001,313,Rest of World,Male
2020,Ciutat Vella,el Raval,1,1002,161,City of Barcelona,Female
2020,Ciutat Vella,el Raval,1,1002,168,City of Barcelona,Male
2020,Ciutat Vella,el Raval,1,1002,37,Rest of Catalonia,Female
2020,Ciutat Vella,el Raval,1,1002,21,Rest of Catalonia,Male
2020,Ciutat Vella,el Raval,1,1002,78,Rest of Spain,Female
2020,Ciutat Vella,el Raval,1,1002,53,Rest of Spain,Male
2020,Ciutat Vella,el Raval,1,1002,85,Rest of European Union,Female
2020,Ciutat Vella,el Raval,1,1002,88,Rest of European Union,Male
2020,Ciutat Vella,el Raval,1,1002,333,Rest of World,Female
2020,Ciutat Vella,el Raval,1,1002,445,Rest of World,Male
2020,Ciutat Vella,el Raval,2,1003,488,City of Barcelona,Female
2020,Ciutat Vella,el Raval,2,1003,490,City of Barcelona,Male
2020,Ciutat Vella,el Raval,2,1003,166,Rest of Catalonia,Female
2020,Ciutat Vella,el Raval,2,1003,173,Rest of Catalonia,Male
2020,Ciutat Vella,el Raval,2,1003,181,Rest of Spain,Female
2020,Ciutat Vella,el Raval,2,1003,177,Rest of Spain,Male
2020,Ciutat Vella,el Raval,2,1003,108,Rest of European Union,Female
2020,Ciutat Vella,el Raval,2,1003,128,Rest of European Union,Male
2020,Ciutat Vella,el Raval,2,1003,708,Rest of World,Female
2020,Ciutat Vella,el Raval,2,1003,1079,Rest of World,Male
2020,Ciutat Vella,el Raval,2,1003,..,Not available,Female
2020,Ciutat Vella,el Raval,2,1004,433,City of Barcelona,Female
2020,Ciutat Vella,el Raval,2,1004,423,City of Barcelona,Male
2020,Ciutat Vella,el Raval,2,1004,55,Rest of Catalonia,Female
2020,Ciutat Vella,el Raval,2,1004,69,Rest of Catalonia,Male
2020,Ciutat Vella,el Raval,2,1004,162,Rest of Spain,Female
2020,Ciutat Vella,el Raval,2,1004,182,Rest of Spain,Male
2020,Ciutat Vella,el Raval,2,1004,117,Rest of European Union,Female
2020,Ciutat Vella,el Raval,2,1004,151,Rest of European Union,Male
2020,Ciutat Vella,el Raval,2,1004,569,Rest of World,Female
2020,Ciutat Vella,el Raval,2,1004,773,Rest of World,Male
2020,Ciutat Vella,el Raval,2,1004,..,Not available,Male
2020,Ciutat Vella,el Raval,3,1005,349,City of Barcelona,Female
2020,Ciutat Vella,el Raval,3,1005,333,City of Barcelona,Male
2020,Ciutat Vella,el Raval,3,1005,48,Rest of Catalonia,Female
2020,Ciutat Vella,el Raval,3,1005,45,Rest of Catalonia,Male
2020,Ciutat Vella,el Raval,3,1005,134,Rest of Spain,Female
2020,Ciutat Vella,el Raval,3,1005,135,Rest of Spain,Male
2020,Ciutat Vella,el Raval,3,1005,147,Rest of European Union,Female
2020,Ciutat Vella,el Raval,3,1005,152,Rest of European Union,Male
2020,Ciutat Vella,el Raval,3,1005,428,Rest of World,Female
2020,Ciutat Vella,el Raval,3,1005,616,Rest of World,Male
2020,Ciutat Vella,el Raval,3,1005,..,Not available,Female
2020,Ciutat Vella,el Raval,3,1006,165,City of Barcelona,Female
2020,Ciutat Vella,el Raval,3,1006,194,City of Barcelona,Male
2020,Ciutat Vella,el Raval,3,1006,36,Rest of Catalonia,Female
2020,Ciutat Vella,el Raval,3,1006,33,Rest of Catalonia,Male
2020,Ciutat Vella,el Raval,3,1006,77,Rest of Spain,Female
2020,Ciutat Vella,el Raval,3,1006,75,Rest of Spain,Male
2020,Ciutat Vella,el Raval,3,1006,85,Rest of European Union,Female
2020,Ciutat Vella,el Raval,3,1006,114,Rest of European Union,Male
2020,Ciutat Vella,el Raval,3,1006,297,Rest of World,Female
2020,Ciutat Vella,el Raval,3,1006,466,Rest of World,Male
2020,Ciutat Vella,el Raval,3,1006,..,Not available,Female
2020,Ciutat Vella,el Raval,3,1006,..,Not available,Male
2020,Ciutat Vella,el Raval,3,1007,231,City of Barcelona,Female
2020,Ciutat Vella,el Raval,3,1007,273,City of Barcelona,Male
2020,Ciutat Vella,el Raval,3,1007,39,Rest of Catalonia,Female
2020,Ciutat Vella,el Raval,3,1007,38,Rest of Catalonia,Male
2020,Ciutat Vella,el Raval,3,1007,69,Rest of Spain,Female
2020,Ciutat Vella,el Raval,3,1007,87,Rest of Spain,Male
2020,Ciutat Vella,el Raval,3,1007,103,Rest of European Union,Female
2020,Ciutat Vella,el Raval,3,1007,99,Rest of European Union,Male
2020,Ciutat Vella,el Raval,3,1007,364,Rest of World,Female
2020,Ciutat Vella,el Raval,3,1007,691,Rest of World,Male
2020,Ciutat Vella,el Raval,4,1008,349,City of Barcelona,Female
2020,Ciutat Vella,el Raval,4,1008,416,City of Barcelona,Male
2020,Ciutat Vella,el Raval,4,1008,41,Rest of Catalonia,Female
2020,Ciutat Vella,el Raval,4,1008,57,Rest of Catalonia,Male
2020,Ciutat Vella,el Raval,4,1008,110,Rest of Spain,Female
2020,Ciutat Vella,el Raval,4,1008,148,Rest of Spain,Male
2020,Ciutat Vella,el Raval,4,1008,104,Rest of European Union,Female
2020,Ciutat Vella,el Raval,4,1008,139,Rest of European Union,Male
2020,Ciutat Vella,el Raval,4,1008,721,Rest of World,Female
2020,Ciutat Vella,el Raval,4,1008,1193,Rest of World,Male
2020,Ciutat Vella,el Raval,4,1009,308,City of Barcelona,Female
2020,Ciutat Vella,el Raval,4,1009,314,City of Barcelona,Male
2020,Ciutat Vella,el Raval,4,1009,39,Rest of Catalonia,Female
2020,Ciutat Vella,el Raval,4,1009,35,Rest of Catalonia,Male
2020,Ciutat Vella,el Raval,4,1009,119,Rest of Spain,Female
2020,Ciutat Vella,el Raval,4,1009,99,Rest of Spain,Male
2020,Ciutat Vella,el Raval,4,1009,76,Rest of European Union,Female
2020,Ciutat Vella,el Raval,4,1009,92,Rest of European Union,Male
2020,Ciutat Vella,el Raval,4,1009,472,Rest of World,Female
2020,Ciutat Vella,el Raval,4,1009,699,Rest of World,Male
2020,Ciutat Vella,el Raval,4,1010,278,City of Barcelona,Female
2020,Ciutat Vella,el Raval,4,1010,285,City of Barcelona,Male
2020,Ciutat Vella,el Raval,4,1010,32,Rest of Catalonia,Female
2020,Ciutat Vella,el Raval,4,1010,25,Rest of Catalonia,Male
2020,Ciutat Vella,el Raval,4,1010,90,Rest of Spain,Female
2020,Ciutat Vella,el Raval,4,1010,79,Rest of Spain,Male
2020,Ciutat Vella,el Raval,4,1010,94,Rest of European Union,Female
