Year_Reference,District,Neighborhood,AEB,Census_Section,Value,Birth_Place,Sex
2012,Ciutat Vella,el Raval,1,1001,180,City of Barcelona,Female
2012,Ciutat Vella,el Raval,1,1001,199,City of Barcelona,Male
2012,Ciutat Vella,el Raval,1,1001,31,Rest of Catalonia,Female
2012,Ciutat Vella,el Raval,1,1001,32,Rest of Catalonia,Male
2012,Ciutat Vella,el Raval,1,1001,115,Rest of Spain,Female
2012,Ciutat Vella,el Raval,1,1001,133,Rest of Spain,Male
2012,Ciutat Vella,el Raval,1,1001,48,Rest of European Union,Female
2012,Ciutat Vella,el Raval,1,1001,48,Rest of European Union,Male
2012,Ciutat Vella,el Raval,1,1001,209,Rest of World,Female
2012,Ciutat Vella,el Raval,1,1001,399,Rest of World,Male
2012,Ciutat Vella,el Raval,1,1002,202,City of Barcelona,Female
2012,Ciutat Vella,el Raval,1,1002,185,City of Barcelona,Male
2012,Ciutat Vella,el Raval,1,1002,43,Rest of Catalonia,Female
2012,Ciutat Vella,el Raval,1,1002,25,Rest of Catalonia,Male
2012,Ciutat Vella,el Raval,1,1002,116,Rest of Spain,Female
2012,Ciutat Vella,el Raval,1,1002,110,Rest of Spain,Male
2012,Ciutat Vella,el Raval,1,1002,68,Rest of European Union,Female
2012,Ciutat Vella,el Raval,1,1002,62,Rest of European Union,Male
2012,Ciutat Vella,el Raval,1,1002,317,Rest of World,Female
2012,Ciutat Vella,el Raval,1,1002,465,Rest of World,Male
2012,Ciutat Vella,el Raval,2,1003,523,City of Barcelona,Female
2012,Ciutat Vella,el Raval,2,1003,484,City of Barcelona,Male
2012,Ciutat Vella,el Raval,2,1003,88,Rest of Catalonia,Female
2012,Ciutat Vella,el Raval,2,1003,79,Rest of Catalonia,Male
2012,Ciutat Vella,el Raval,2,1003,253,Rest of Spain,Female
2012,Ciutat Vella,el Raval,2,1003,222,Rest of Spain,Male
2012,Ciutat Vella,el Raval,2,1003,72,Rest of European Union,Female
2012,Ciutat Vella,el Raval,2,1003,103,Rest of European Union,Male
2012,Ciutat Vella,el Raval,2,1003,602,Rest of World,Female
2012,Ciutat Vella,el Raval,2,1003,937,Rest of World,Male
2012,Ciutat Vella,el Raval,2,1003,..,Not available,Female
2012,Ciutat Vella,el Raval,2,1004,461,City of Barcelona,Female
2012,Ciutat Vella,el Raval,2,1004,455,City of Barcelona,Male
2012,Ciutat Vella,el Raval,2,1004,64,Rest of Catalonia,Female
2012,Ciutat Vella,el Raval,2,1004,71,Rest of Catalonia,Male
