Year_Reference,District,Neighborhood,AEB,Census_Section,Value,Birth_Place,Sex
2005,Ciutat Vella,el Raval,1,1001,192,City of Barcelona,Female
2005,Ciutat Vella,el Raval,1,1001,225,City of Barcelona,Male
2005,Ciutat Vella,el Raval,1,1001,38,Rest of Catalonia,Female
2005,Ciutat Vella,el Raval,1,1001,27,Rest of Catalonia,Male
2005,Ciutat Vella,el Raval,1,1001,161,Rest of Spain,Female
2005,Ciutat Vella,el Raval,1,1001,194,Rest of Spain,Male
2005,Ciutat Vella,el Raval,1,1001,23,Rest of European Union,Female
2005,Ciutat Vella,el Raval,1,1001,26,Rest of European Union,Male
2005,Ciutat Vella,el Raval,1,1001,173,Rest of World,Female
2005,Ciutat Vella,el Raval,1,1001,280,Rest of World,Male
2005,Ciutat Vella,el Raval,1,1001,..,Not available,Female
2005,Ciutat Vella,el Raval,1,1002,251,City of Barcelona,Female
2005,Ciutat Vella,el Raval,1,1002,227,City of Barcelona,Male
2005,Ciutat Vella,el Raval,1,1002,49,Rest of Catalonia,Female
2005,Ciutat Vella,el Raval,1,1002,27,Rest of Catalonia,Male
2005,Ciutat Vella,el Raval,1,1002,181,Rest of Spain,Female
2005,Ciutat Vella,el Raval,1,1002,136,Rest of Spain,Male
2005,Ciutat Vella,el Raval,1,1002,26,Rest of European Union,Female
2005,Ciutat Vella,el Raval,1,1002,41,Rest of European Union,Male
2005,Ciutat Vella,el Raval,1,1002,248,Rest of World,Female
2005,Ciutat Vella,el Raval,1,1002,477,Rest of World,Male
2005,Ciutat Vella,el Raval,2,1003,524,City of Barcelona,Female
2005,Ciutat Vella,el Raval,2,1003,508,City of Barcelona,Male
2005,Ciutat Vella,el Raval,2,1003,56,Rest of Catalonia,Female
2005,Ciutat Vella,el Raval,2,1003,49,Rest of Catalonia,Male
2005,Ciutat Vella,el Raval,2,1003,316,Rest of Spain,Female
2005,Ciutat Vella,el Raval,2,1003,272,Rest of Spain,Male
2005,Ciutat Vella,el Raval,2,1003,35,Rest of European Union,Female
2005,Ciutat Vella,el Raval,2,1003,36,Rest of European Union,Male
2005,Ciutat Vella,el Raval,2,1003,533,Rest of World,Female
2005,Ciutat Vella,el Raval,2,1003,876,Rest of World,Male
2005,Ciutat Vella,el Raval,2,1003,..,Not available,Female
2005,Ciutat Vella,el Raval,2,1003,..,Not available,Male
2005,Ciutat Vella,el Raval,2,1004,512,City of Barcelona,Female
2005,Ciutat Vella,el Raval,2,1004,487,City of Barcelona,Male
2005,Ciutat Vella,el Raval,2,1004,70,Rest of Catalonia,Female
2005,Ciutat Vella,el Raval,2,1004,70,Rest of Catalonia,Male
2005,Ciutat Vella,el Raval,2,1004,294,Rest of Spain,Female
2005,Ciutat Vella,el Raval,2,1004,286,Rest of Spain,Male
2005,Ciutat Vella,el Raval,2,1004,49,Rest of European Union,Female
2005,Ciutat Vella,el Raval,2,1004,47,Rest of European Union,Male
2005,Ciutat Vella,el Raval,2,1004,437,Rest of World,Female
2005,Ciutat Vella,el Raval,2,1004,677,Rest of World,Male
2005,Ciutat Vella,el Raval,2,1004,..,Not available,Female
2005,Ciutat Vella,el Raval,3,1005,394,City of Barcelona,Female
2005,Ciutat Vella,el Raval,3,1005,364,City of Barcelona,Male
2005,Ciutat Vella,el Raval,3,1005,50,Rest of Catalonia,Female
2005,Ciutat Vella,el Raval,3,1005,55,Rest of Catalonia,Male
2005,Ciutat Vella,el Raval,3,1005,278,Rest of Spain,Female
2005,Ciutat Vella,el Raval,3,1005,285,Rest of Spain,Male
2005,Ciutat Vella,el Raval,3,1005,57,Rest of European Union,Female
2005,Ciutat Vella,el Raval,3,1005,49,Rest of European Union,Male
2005,Ciutat Vella,el Raval,3,1005,258,Rest of World,Female
2005,Ciutat Vella,el Raval,3,1005,538,Rest of World,Male
2005,Ciutat Vella,el Raval,3,1005,..,Not available,Female
2005,Ciutat Vella,el Raval,3,1006,281,City of Barcelona,Female
2005,Ciutat Vella,el Raval,3,1006,297,City of Barcelona,Male
2005,Ciutat Vella,el Raval,3,1006,57,Rest of Catalonia,Female
2005,Ciutat Vella,el Raval,3,1006,60,Rest of Catalonia,Male
2005,Ciutat Vella,el Raval,3,1006,194,Rest of Spain,Female
2005,Ciutat Vella,el Raval,3,1006,201,Rest of Spain,Male
2005,Ciutat Vella,el Raval,3,1006,61,Rest of European Union,Female
2005,Ciutat Vella,el Raval,3,1006,60,Rest of European Union,Male
2005,Ciutat Vella,el Raval,3,1006,363,Rest of World,Female
2005,Ciutat Vella,el Raval,3,1006,732,Rest of World,Male
2005,Ciutat Vella,el Raval,3,1006,..,Not available,Male
2005,Ciutat Vella,el Raval,3,1007,255,City of Barcelona,Female
2005,Ciutat Vella,el Raval,3,1007,253,City of Barcelona,Male
2005,Ciutat Vella,el Raval,3,1007,33,Rest of Catalonia,Female
2005,Ciutat Vella,el Raval,3,1007,39,Rest of Catalonia,Male
2005,Ciutat Vella,el Raval,3,1007,150,Rest of Spain,Female
2005,Ciutat Vella,el Raval,3,1007,173,Rest of Spain,Male
2005,Ciutat Vella,el Raval,3,1007,44,Rest of European Union,Female
2005,Ciutat Vella,el Raval,3,1007,29,Rest of European Union,Male
2005,Ciutat Vella,el Raval,3,1007,290,Rest of World,Female
2005,Ciutat Vella,el Raval,3,1007,803,Rest of World,Male
2005,Ciutat Vella,el Raval,3,1007,..,Not available,Male
2005,Ciutat Vella,el Raval,4,1008,382,City of Barcelona,Female
2005,Ciutat Vella,el Raval,4,1008,435,City of Barcelona,Male
2005,Ciutat Vella,el Raval,4,1008,53,Rest of Catalonia,Female
2005,Ciutat Vella,el Raval,4,1008,58,Rest of Catalonia,Male
2005,Ciutat Vella,el Raval,4,1008,190,Rest of Spain,Female
2005,Ciutat Vella,el Raval,4,1008,229,Rest of Spain,Male
2005,Ciutat Vella,el Raval,4,1008,25,Rest of European Union,Female
2005,Ciutat Vella,el Raval,4,1008,46,Rest of European Union,Male
2005,Ciutat Vella,el Raval,4,1008,554,Rest of World,Female
2005,Ciutat Vella,el Raval,4,1008,1300,Rest of World,Male
2005,Ciutat Vella,el Raval,4,1008,..,Not available,Male
2005,Ciutat Vella,el Raval,4,1009,369,City of Barcelona,Female
2005,Ciutat Vella,el Raval,4,1009,356,City of Barcelona,Male
2005,Ciutat Vella,el Raval,4,1009,54,Rest of Catalonia,Female
2005,Ciutat Vella,el Raval,4,1009,46,Rest of Catalonia,Male
2005,Ciutat Vella,el Raval,4,1009,181,Rest of Spain,Female
2005,Ciutat Vella,el Raval,4,1009,154,Rest of Spain,Male
2005,Ciutat Vella,el Raval,4,1009,29,Rest of European Union,Female
2005,Ciutat Vella,el Raval,4,1009,39,Rest of European Union,Male
2005,Ciutat Vella,el Raval,4,1009,302,Rest of World,Female
2005,Ciutat Vella,el Raval,4,1009,574,Rest of World,Male
2005,Ciutat Vella,el Raval,4,1009,..,Not available,Male
2005,Ciutat Vella,el Raval,4,1010,372,City of Barcelona,Female
2005,Ciutat Vella,el Raval,4,1010,393,City of Barcelona,Male
2005,Ciutat Vella,el Raval,4,1010,49,Rest of Catalonia,Female
2005,Ciutat Vella,el Raval,4,1010,54,Rest of Catalonia,Male
2005,Ciutat Vella,el Raval,4,1010,169,Rest of Spain,Female
2005,Ciutat Vella,el Raval,4,1010,128,Rest of Spain,Male
2005,Ciutat Vella,el Raval,4,1010,35,Rest of European Union,Female
2005,Ciutat Vella,el Raval,4,1010,24,Rest of European Union,Male
2005,Ciutat Vella,el Raval,4,1010,374,Rest of World,Female
2005,Ciutat Vella,el Raval,4,1010,786,Rest of World,Male
2005,Ciutat Vella,el Raval,5,1011,465,City of Barcelona,Female
2005,Ciutat Vella,el Raval,5,1011,466,City of Barcelona,Male
2005,Ciutat Vella,el Raval,5,1011,75,Rest of Catalonia,Female
2005,Ciutat Vella,el Raval,5,1011,59,Rest of Catalonia,Male
2005,Ciutat Vella,el Raval,5,1011,217,Rest of Spain,Female
2005,Ciutat Vella,el Raval,5,1011,210,Rest of Spain,Male
2005,Ciutat Vella,el Raval,5,1011,42,Rest of European Union,Female
2005,Ciutat Vella,el Raval,5,1011,41,Rest of European Union,Male
2005,Ciutat Vella,el Raval,5,1011,627,Rest of World,Female
2005,Ciutat Vella,el Raval,5,1011,1177,Rest of World,Male
2005,Ciutat Vella,el Raval,5,1012,360,City of Barcelona,Female
2005,Ciutat Vella,el Raval,5,1012,324,City of Barcelona,Male
2005,Ciutat Vella,el Raval,5,1012,49,Rest of Catalonia,Female
2005,Ciutat Vella,el Raval,5,1012,54,Rest of Catalonia,Male
2005,Ciutat Vella,el Raval,5,1012,160,Rest of Spain,Female
2005,Ciutat Vella,el Raval,5,1012,129,Rest of Spain,Male
2005,Ciutat Vella,el Raval,5,1012,25,Rest of European Union,Female
2005,Ciutat Vella,el Raval,5,1012,27,Rest of European Union,Male
2005,Ciutat Vella,el Raval,5,1012,268,Rest of World,Female
2005,Ciutat Vella,el Raval,5,1012,411,Rest of World,Male
2005,Ciutat Vella,el Raval,5,1012,..,Not available,Female
2005,Ciutat Vella,el Raval,5,1013,293,City of Barcelona,Female
2005,Ciutat Vella,el Raval,5,1013,279,City of Barcelona,Male
2005,Ciutat Vella,el Raval,5,1013,51,Rest of Catalonia,Female
2005,Ciutat Vella,el Raval,5,1013,43,Rest of Catalonia,Male
2005,Ciutat Vella,el Raval,5,1013,131,Rest of Spain,Female
2005,Ciutat Vella,el Raval,5,1013,86,Rest of Spain,Male
