Year_Reference,District,Neighborhood,AEB,Census_Section,Value,Birth_Place,Sex
2014,Ciutat Vella,el Raval,1,1001,178,City of Barcelona,Female
2014,Ciutat Vella,el Raval,1,1001,188,City of Barcelona,Male
2014,Ciutat Vella,el Raval,1,1001,31,Rest of Catalonia,Female
2014,Ciutat Vella,el Raval,1,1001,34,Rest of Catalonia,Male
2014,Ciutat Vella,el Raval,1,1001,106,Rest of Spain,Female
2014,Ciutat Vella,el Raval,1,1001,129,Rest of Spain,Male
2014,Ciutat Vella,el Raval,1,1001,53,Rest of European Union,Female
2014,Ciutat Vella,el Raval,1,1001,61,Rest of European Union,Male
2014,Ciutat Vella,el Raval,1,1001,207,Rest of World,Female
2014,Ciutat Vella,el Raval,1,1001,339,Rest of World,Male
2014,Ciutat Vella,el Raval,1,1002,191,City of Barcelona,Female
2014,Ciutat Vella,el Raval,1,1002,193,City of Barcelona,Male
2014,Ciutat Vella,el Raval,1,1002,42,Rest of Catalonia,Female
2014,Ciutat Vella,el Raval,1,1002,28,Rest of Catalonia,Male
2014,Ciutat Vella,el Raval,1,1002,107,Rest of Spain,Female
2014,Ciutat Vella,el Raval,1,1002,93,Rest of Spain,Male
2014,Ciutat Vella,el Raval,1,1002,77,Rest of European Union,Female
2014,Ciutat Vella,el Raval,1,1002,77,Rest of European Union,Male
2014,Ciutat Vella,el Raval,1,1002,281,Rest of World,Female
2014,Ciutat Vella,el Raval,1,1002,467,Rest of World,Male
2014,Ciutat Vella,el Raval,2,1003,522,City of Barcelona,Female
2014,Ciutat Vella,el Raval,2,1003,510,City of Barcelona,Male
2014,Ciutat Vella,el Raval,2,1003,104,Rest of Catalonia,Female
2014,Ciutat Vella,el Raval,2,1003,96,Rest of Catalonia,Male
2014,Ciutat Vella,el Raval,2,1003,228,Rest of Spain,Female
2014,Ciutat Vella,el Raval,2,1003,201,Rest of Spain,Male
2014,Ciutat Vella,el Raval,2,1003,86,Rest of European Union,Female
2014,Ciutat Vella,el Raval,2,1003,86,Rest of European Union,Male
2014,Ciutat Vella,el Raval,2,1003,590,Rest of World,Female
2014,Ciutat Vella,el Raval,2,1003,882,Rest of World,Male
2014,Ciutat Vella,el Raval,2,1004,462,City of Barcelona,Female
2014,Ciutat Vella,el Raval,2,1004,441,City of Barcelona,Male
2014,Ciutat Vella,el Raval,2,1004,65,Rest of Catalonia,Female
2014,Ciutat Vella,el Raval,2,1004,75,Rest of Catalonia,Male
2014,Ciutat Vella,el Raval,2,1004,182,Rest of Spain,Female
2014,Ciutat Vella,el Raval,2,1004,226,Rest of Spain,Male
2014,Ciutat Vella,el Raval,2,1004,111,Rest of European Union,Female
2014,Ciutat Vella,el Raval,2,1004,116,Rest of European Union,Male
2014,Ciutat Vella,el Raval,2,1004,425,Rest of World,Female
2014,Ciutat Vella,el Raval,2,1004,748,Rest of World,Male
2014,Ciutat Vella,el Raval,2,1004,..,Not available,Female
2014,Ciutat Vella,el Raval,2,1004,..,Not available,Male
2014,Ciutat Vella,el Raval,3,1005,391,City of Barcelona,Female
2014,Ciutat Vella,el Raval,3,1005,340,City of Barcelona,Male
2014,Ciutat Vella,el Raval,3,1005,39,Rest of Catalonia,Female
2014,Ciutat Vella,el Raval,3,1005,55,Rest of Catalonia,Male
2014,Ciutat Vella,el Raval,3,1005,184,Rest of Spain,Female
2014,Ciutat Vella,el Raval,3,1005,174,Rest of Spain,Male
2014,Ciutat Vella,el Raval,3,1005,140,Rest of European Union,Female
2014,Ciutat Vella,el Raval,3,1005,102,Rest of European Union,Male
2014,Ciutat Vella,el Raval,3,1005,313,Rest of World,Female
2014,Ciutat Vella,el Raval,3,1005,713,Rest of World,Male
2014,Ciutat Vella,el Raval,3,1005,..,Not available,Female
2014,Ciutat Vella,el Raval,3,1006,183,City of Barcelona,Female
2014,Ciutat Vella,el Raval,3,1006,185,City of Barcelona,Male
2014,Ciutat Vella,el Raval,3,1006,35,Rest of Catalonia,Female
2014,Ciutat Vella,el Raval,3,1006,44,Rest of Catalonia,Male
2014,Ciutat Vella,el Raval,3,1006,113,Rest of Spain,Female
2014,Ciutat Vella,el Raval,3,1006,104,Rest of Spain,Male
2014,Ciutat Vella,el Raval,3,1006,113,Rest of European Union,Female
2014,Ciutat Vella,el Raval,3,1006,87,Rest of European Union,Male
2014,Ciutat Vella,el Raval,3,1006,287,Rest of World,Female
2014,Ciutat Vella,el Raval,3,1006,469,Rest of World,Male
2014,Ciutat Vella,el Raval,3,1007,277,City of Barcelona,Female
2014,Ciutat Vella,el Raval,3,1007,290,City of Barcelona,Male
2014,Ciutat Vella,el Raval,3,1007,38,Rest of Catalonia,Female
2014,Ciutat Vella,el Raval,3,1007,40,Rest of Catalonia,Male
2014,Ciutat Vella,el Raval,3,1007,97,Rest of Spain,Female
2014,Ciutat Vella,el Raval,3,1007,123,Rest of Spain,Male
2014,Ciutat Vella,el Raval,3,1007,87,Rest of European Union,Female
2014,Ciutat Vella,el Raval,3,1007,97,Rest of European Union,Male
2014,Ciutat Vella,el Raval,3,1007,295,Rest of World,Female
2014,Ciutat Vella,el Raval,3,1007,707,Rest of World,Male
2014,Ciutat Vella,el Raval,3,1007,..,Not available,Male
2014,Ciutat Vella,el Raval,4,1008,379,City of Barcelona,Female
2014,Ciutat Vella,el Raval,4,1008,462,City of Barcelona,Male
2014,Ciutat Vella,el Raval,4,1008,50,Rest of Catalonia,Female
2014,Ciutat Vella,el Raval,4,1008,57,Rest of Catalonia,Male
2014,Ciutat Vella,el Raval,4,1008,164,Rest of Spain,Female
2014,Ciutat Vella,el Raval,4,1008,196,Rest of Spain,Male
2014,Ciutat Vella,el Raval,4,1008,98,Rest of European Union,Female
2014,Ciutat Vella,el Raval,4,1008,109,Rest of European Union,Male
2014,Ciutat Vella,el Raval,4,1008,672,Rest of World,Female
2014,Ciutat Vella,el Raval,4,1008,1316,Rest of World,Male
2014,Ciutat Vella,el Raval,4,1008,..,Not available,Female
2014,Ciutat Vella,el Raval,4,1009,316,City of Barcelona,Female
2014,Ciutat Vella,el Raval,4,1009,316,City of Barcelona,Male
2014,Ciutat Vella,el Raval,4,1009,46,Rest of Catalonia,Female
2014,Ciutat Vella,el Raval,4,1009,42,Rest of Catalonia,Male
2014,Ciutat Vella,el Raval,4,1009,141,Rest of Spain,Female
2014,Ciutat Vella,el Raval,4,1009,121,Rest of Spain,Male
2014,Ciutat Vella,el Raval,4,1009,70,Rest of European Union,Female
2014,Ciutat Vella,el Raval,4,1009,62,Rest of European Union,Male
2014,Ciutat Vella,el Raval,4,1009,442,Rest of World,Female
2014,Ciutat Vella,el Raval,4,1009,634,Rest of World,Male
2014,Ciutat Vella,el Raval,4,1009,..,Not available,Female
2014,Ciutat Vella,el Raval,4,1009,..,Not available,Male
2014,Ciutat Vella,el Raval,4,1010,269,City of Barcelona,Female
2014,Ciutat Vella,el Raval,4,1010,323,City of Barcelona,Male
2014,Ciutat Vella,el Raval,4,1010,34,Rest of Catalonia,Female
2014,Ciutat Vella,el Raval,4,1010,38,Rest of Catalonia,Male
2014,Ciutat Vella,el Raval,4,1010,106,Rest of Spain,Female
2014,Ciutat Vella,el Raval,4,1010,87,Rest of Spain,Male
2014,Ciutat Vella,el Raval,4,1010,63,Rest of European Union,Female
2014,Ciutat Vella,el Raval,4,1010,64,Rest of European Union,Male
2014,Ciutat Vella,el Raval,4,1010,530,Rest of World,Female
2014,Ciutat Vella,el Raval,4,1010,875,Rest of World,Male
2014,Ciutat Vella,el Raval,5,1011,395,City of Barcelona,Female
2014,Ciutat Vella,el Raval,5,1011,436,City of Barcelona,Male
2014,Ciutat Vella,el Raval,5,1011,72,Rest of Catalonia,Female
2014,Ciutat Vella,el Raval,5,1011,59,Rest of Catalonia,Male
2014,Ciutat Vella,el Raval,5,1011,151,Rest of Spain,Female
2014,Ciutat Vella,el Raval,5,1011,151,Rest of Spain,Male
2014,Ciutat Vella,el Raval,5,1011,116,Rest of European Union,Female
2014,Ciutat Vella,el Raval,5,1011,103,Rest of European Union,Male
2014,Ciutat Vella,el Raval,5,1011,738,Rest of World,Female
2014,Ciutat Vella,el Raval,5,1011,1260,Rest of World,Male
2014,Ciutat Vella,el Raval,5,1012,279,City of Barcelona,Female
2014,Ciutat Vella,el Raval,5,1012,276,City of Barcelona,Male
2014,Ciutat Vella,el Raval,5,1012,38,Rest of Catalonia,Female
2014,Ciutat Vella,el Raval,5,1012,48,Rest of Catalonia,Male
2014,Ciutat Vella,el Raval,5,1012,113,Rest of Spain,Female
2014,Ciutat Vella,el Raval,5,1012,91,Rest of Spain,Male
2014,Ciutat Vella,el Raval,5,1012,82,Rest of European Union,Female
