Year_Reference,District,Neighborhood,AEB,Census_Section,Value,Birth_Place,Sex
2006,Ciutat Vella,el Raval,1,1001,189,City of Barcelona,Female
2006,Ciutat Vella,el Raval,1,1001,211,City of Barcelona,Male
2006,Ciutat Vella,el Raval,1,1001,38,Rest of Catalonia,Female
2006,Ciutat Vella,el Raval,1,1001,31,Rest of Catalonia,Male
2006,Ciutat Vella,el Raval,1,1001,141,Rest of Spain,Female
2006,Ciutat Vella,el Raval,1,1001,180,Rest of Spain,Male
2006,Ciutat Vella,el Raval,1,1001,26,Rest of European Union,Female
2006,Ciutat Vella,el Raval,1,1001,38,Rest of European Union,Male
2006,Ciutat Vella,el Raval,1,1001,183,Rest of World,Female
2006,Ciutat Vella,el Raval,1,1001,323,Rest of World,Male
2006,Ciutat Vella,el Raval,1,1002,228,City of Barcelona,Female
2006,Ciutat Vella,el Raval,1,1002,231,City of Barcelona,Male
2006,Ciutat Vella,el Raval,1,1002,52,Rest of Catalonia,Female
2006,Ciutat Vella,el Raval,1,1002,23,Rest of Catalonia,Male
2006,Ciutat Vella,el Raval,1,1002,178,Rest of Spain,Female
2006,Ciutat Vella,el Raval,1,1002,141,Rest of Spain,Male
2006,Ciutat Vella,el Raval,1,1002,37,Rest of European Union,Female
2006,Ciutat Vella,el Raval,1,1002,48,Rest of European Union,Male
2006,Ciutat Vella,el Raval,1,1002,268,Rest of World,Female
2006,Ciutat Vella,el Raval,1,1002,404,Rest of World,Male
2006,Ciutat Vella,el Raval,2,1003,511,City of Barcelona,Female
2006,Ciutat Vella,el Raval,2,1003,510,City of Barcelona,Male
2006,Ciutat Vella,el Raval,2,1003,58,Rest of Catalonia,Female
2006,Ciutat Vella,el Raval,2,1003,46,Rest of Catalonia,Male
2006,Ciutat Vella,el Raval,2,1003,300,Rest of Spain,Female
2006,Ciutat Vella,el Raval,2,1003,263,Rest of Spain,Male
2006,Ciutat Vella,el Raval,2,1003,40,Rest of European Union,Female
2006,Ciutat Vella,el Raval,2,1003,42,Rest of European Union,Male
