Year_Reference,District,Neighborhood,AEB,Census_Section,Value,Birth_Place,Sex
1997,Ciutat Vella,el Raval,1,1001,249,City of Barcelona,Female
1997,Ciutat Vella,el Raval,1,1001,259,City of Barcelona,Male
1997,Ciutat Vella,el Raval,1,1001,42,Rest of Catalonia,Female
1997,Ciutat Vella,el Raval,1,1001,28,Rest of Catalonia,Male
1997,Ciutat Vella,el Raval,1,1001,219,Rest of Spain,Female
1997,Ciutat Vella,el Raval,1,1001,210,Rest of Spain,Male
1997,Ciutat Vella,el Raval,1,1001,9,Rest of European Union,Female
1997,Ciutat Vella,el Raval,1,1001,..,Rest of European Union,Male
1997,Ciutat Vella,el Raval,1,1001,38,Rest of World,Female
1997,Ciutat Vella,el Raval,1,1001,36,Rest of World,Male
1997,Ciutat Vella,el Raval,1,1002,272,City of Barcelona,Female
1997,Ciutat Vella,el Raval,1,1002,235,City of Barcelona,Male
1997,Ciutat Vella,el Raval,1,1002,53,Rest of Catalonia,Female
1997,Ciutat Vella,el Raval,1,1002,26,Rest of Catalonia,Male
1997,Ciutat Vella,el Raval,1,1002,245,Rest of Spain,Female
1997,Ciutat Vella,el Raval,1,1002,209,Rest of Spain,Male
1997,Ciutat Vella,el Raval,1,1002,5,Rest of European Union,Female
1997,Ciutat Vella,el Raval,1,1002,8,Rest of European Union,Male
1997,Ciutat Vella,el Raval,1,1002,68,Rest of World,Female
1997,Ciutat Vella,el Raval,1,1002,88,Rest of World,Male
1997,Ciutat Vella,el Raval,2,1003,544,City of Barcelona,Female
1997,Ciutat Vella,el Raval,2,1003,526,City of Barcelona,Male
1997,Ciutat Vella,el Raval,2,1003,54,Rest of Catalonia,Female
1997,Ciutat Vella,el Raval,2,1003,36,Rest of Catalonia,Male
1997,Ciutat Vella,el Raval,2,1003,407,Rest of Spain,Female
1997,Ciutat Vella,el Raval,2,1003,339,Rest of Spain,Male
1997,Ciutat Vella,el Raval,2,1003,15,Rest of European Union,Female
1997,Ciutat Vella,el Raval,2,1003,20,Rest of European Union,Male
1997,Ciutat Vella,el Raval,2,1003,80,Rest of World,Female
1997,Ciutat Vella,el Raval,2,1003,108,Rest of World,Male
1997,Ciutat Vella,el Raval,2,1004,534,City of Barcelona,Female
1997,Ciutat Vella,el Raval,2,1004,512,City of Barcelona,Male
1997,Ciutat Vella,el Raval,2,1004,65,Rest of Catalonia,Female
1997,Ciutat Vella,el Raval,2,1004,49,Rest of Catalonia,Male
1997,Ciutat Vella,el Raval,2,1004,309,Rest of Spain,Female
1997,Ciutat Vella,el Raval,2,1004,291,Rest of Spain,Male
1997,Ciutat Vella,el Raval,2,1004,12,Rest of European Union,Female
1997,Ciutat Vella,el Raval,2,1004,14,Rest of European Union,Male
1997,Ciutat Vella,el Raval,2,1004,115,Rest of World,Female
1997,Ciutat Vella,el Raval,2,1004,127,Rest of World,Male
1997,Ciutat Vella,el Raval,3,1005,441,City of Barcelona,Female
1997,Ciutat Vella,el Raval,3,1005,422,City of Barcelona,Male
1997,Ciutat Vella,el Raval,3,1005,64,Rest of Catalonia,Female
1997,Ciutat Vella,el Raval,3,1005,65,Rest of Catalonia,Male
1997,Ciutat Vella,el Raval,3,1005,365,Rest of Spain,Female
1997,Ciutat Vella,el Raval,3,1005,368,Rest of Spain,Male
1997,Ciutat Vella,el Raval,3,1005,13,Rest of European Union,Female
1997,Ciutat Vella,el Raval,3,1005,16,Rest of European Union,Male
1997,Ciutat Vella,el Raval,3,1005,56,Rest of World,Female
1997,Ciutat Vella,el Raval,3,1005,83,Rest of World,Male
1997,Ciutat Vella,el Raval,3,1006,329,City of Barcelona,Female
1997,Ciutat Vella,el Raval,3,1006,314,City of Barcelona,Male
1997,Ciutat Vella,el Raval,3,1006,73,Rest of Catalonia,Female
1997,Ciutat Vella,el Raval,3,1006,58,Rest of Catalonia,Male
1997,Ciutat Vella,el Raval,3,1006,288,Rest of Spain,Female
1997,Ciutat Vella,el Raval,3,1006,245,Rest of Spain,Male
1997,Ciutat Vella,el Raval,3,1006,9,Rest of European Union,Female
1997,Ciutat Vella,el Raval,3,1006,7,Rest of European Union,Male
1997,Ciutat Vella,el Raval,3,1006,118,Rest of World,Female
1997,Ciutat Vella,el Raval,3,1006,90,Rest of World,Male
1997,Ciutat Vella,el Raval,3,1007,540,City of Barcelona,Female
1997,Ciutat Vella,el Raval,3,1007,578,City of Barcelona,Male
1997,Ciutat Vella,el Raval,3,1007,68,Rest of Catalonia,Female
1997,Ciutat Vella,el Raval,3,1007,54,Rest of Catalonia,Male
1997,Ciutat Vella,el Raval,3,1007,391,Rest of Spain,Female
1997,Ciutat Vella,el Raval,3,1007,387,Rest of Spain,Male
1997,Ciutat Vella,el Raval,3,1007,17,Rest of European Union,Female
1997,Ciutat Vella,el Raval,3,1007,11,Rest of European Union,Male
1997,Ciutat Vella,el Raval,3,1007,73,Rest of World,Female
1997,Ciutat Vella,el Raval,3,1007,91,Rest of World,Male
1997,Ciutat Vella,el Raval,4,1008,504,City of Barcelona,Female
1997,Ciutat Vella,el Raval,4,1008,521,City of Barcelona,Male
1997,Ciutat Vella,el Raval,4,1008,67,Rest of Catalonia,Female
1997,Ciutat Vella,el Raval,4,1008,45,Rest of Catalonia,Male
1997,Ciutat Vella,el Raval,4,1008,305,Rest of Spain,Female
1997,Ciutat Vella,el Raval,4,1008,277,Rest of Spain,Male
1997,Ciutat Vella,el Raval,4,1008,5,Rest of European Union,Female
1997,Ciutat Vella,el Raval,4,1008,5,Rest of European Union,Male
1997,Ciutat Vella,el Raval,4,1008,112,Rest of World,Female
1997,Ciutat Vella,el Raval,4,1008,138,Rest of World,Male
1997,Ciutat Vella,el Raval,4,1009,431,City of Barcelona,Female
1997,Ciutat Vella,el Raval,4,1009,408,City of Barcelona,Male
1997,Ciutat Vella,el Raval,4,1009,43,Rest of Catalonia,Female
1997,Ciutat Vella,el Raval,4,1009,49,Rest of Catalonia,Male
1997,Ciutat Vella,el Raval,4,1009,254,Rest of Spain,Female
1997,Ciutat Vella,el Raval,4,1009,197,Rest of Spain,Male
1997,Ciutat Vella,el Raval,4,1009,12,Rest of European Union,Female
1997,Ciutat Vella,el Raval,4,1009,9,Rest of European Union,Male
1997,Ciutat Vella,el Raval,4,1009,43,Rest of World,Female
1997,Ciutat Vella,el Raval,4,1009,40,Rest of World,Male
1997,Ciutat Vella,el Raval,4,1010,431,City of Barcelona,Female
1997,Ciutat Vella,el Raval,4,1010,431,City of Barcelona,Male
1997,Ciutat Vella,el Raval,4,1010,57,Rest of Catalonia,Female
1997,Ciutat Vella,el Raval,4,1010,35,Rest of Catalonia,Male
1997,Ciutat Vella,el Raval,4,1010,224,Rest of Spain,Female
