Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,Valor,LLOC_NAIX,SEXE
2021-01-01,1,Ciutat Vella,1,el Raval,1,1001,174,1,1
2021-01-01,1,Ciutat Vella,1,el Raval,1,1001,171,1,2
2021-01-01,1,Ciutat Vella,1,el Raval,1,1001,33,2,1
2021-01-01,1,Ciutat Vella,1,el Raval,1,1001,34,2,2
2021-01-01,1,Ciutat Vella,1,el Raval,1,1001,91,3,1
2021-01-01,1,Ciutat Vella,1,el Raval,1,1001,109,3,2
2021-01-01,1,Ciutat Vella,1,el Raval,1,1001,50,4,1
2021-01-01,1,Ciutat Vella,1,el Raval,1,1001,59,4,2
2021-01-01,1,Ciutat Vella,1,el Raval,1,1001,258,5,1
2021-01-01,1,Ciutat Vella,1,el Raval,1,1001,332,5,2
2021-01-01,1,Ciutat Vella,1,el Raval,1,1002,148,1,1
2021-01-01,1,Ciutat Vella,1,el Raval,1,1002,159,1,2
2021-01-01,1,Ciutat Vella,1,el Raval,1,1002,37,2,1
2021-01-01,1,Ciutat Vella,1,el Raval,1,1002,22,2,2
2021-01-01,1,Ciutat Vella,1,el Raval,1,1002,70,3,1
2021-01-01,1,Ciutat Vella,1,el Raval,1,1002,47,3,2
2021-01-01,1,Ciutat Vella,1,el Raval,1,1002,60,4,1
2021-01-01,1,Ciutat Vella,1,el Raval,1,1002,76,4,2
2021-01-01,1,Ciutat Vella,1,el Raval,1,1002,389,5,1
2021-01-01,1,Ciutat Vella,1,el Raval,1,1002,481,5,2
2021-01-01,1,Ciutat Vella,1,el Raval,2,1003,492,1,1
2021-01-01,1,Ciutat Vella,1,el Raval,2,1003,490,1,2
2021-01-01,1,Ciutat Vella,1,el Raval,2,1003,151,2,1
2021-01-01,1,Ciutat Vella,1,el Raval,2,1003,166,2,2
2021-01-01,1,Ciutat Vella,1,el Raval,2,1003,172,3,1
2021-01-01,1,Ciutat Vella,1,el Raval,2,1003,176,3,2
2021-01-01,1,Ciutat Vella,1,el Raval,2,1003,92,4,1
2021-01-01,1,Ciutat Vella,1,el Raval,2,1003,112,4,2
