Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,Valor,LLOC_NAIX,SEXE
2008-01-01,1,Ciutat Vella,1,el Raval,1,1001,185,1,1
2008-01-01,1,Ciutat Vella,1,el Raval,1,1001,199,1,2
2008-01-01,1,Ciutat Vella,1,el Raval,1,1001,34,2,1
2008-01-01,1,Ciutat Vella,1,el Raval,1,1001,24,2,2
2008-01-01,1,Ciutat Vella,1,el Raval,1,1001,132,3,1
2008-01-01,1,Ciutat Vella,1,el Raval,1,1001,153,3,2
2008-01-01,1,Ciutat Vella,1,el Raval,1,1001,51,4,1
2008-01-01,1,Ciutat Vella,1,el Raval,1,1001,58,4,2
2008-01-01,1,Ciutat Vella,1,el Raval,1,1001,196,5,1
2008-01-01,1,Ciutat Vella,1,el Raval,1,1001,349,5,2
2008-01-01,1,Ciutat Vella,1,el Raval,1,1001,..,6,1
2008-01-01,1,Ciutat Vella,1,el Raval,1,1001,..,6,2
2008-01-01,1,Ciutat Vella,1,el Raval,1,1002,245,1,1
2008-01-01,1,Ciutat Vella,1,el Raval,1,1002,217,1,2
2008-01-01,1,Ciutat Vella,1,el Raval,1,1002,47,2,1
2008-01-01,1,Ciutat Vella,1,el Raval,1,1002,22,2,2
2008-01-01,1,Ciutat Vella,1,el Raval,1,1002,158,3,1
2008-01-01,1,Ciutat Vella,1,el Raval,1,1002,126,3,2
2008-01-01,1,Ciutat Vella,1,el Raval,1,1002,53,4,1
2008-01-01,1,Ciutat Vella,1,el Raval,1,1002,72,4,2
2008-01-01,1,Ciutat Vella,1,el Raval,1,1002,220,5,1
2008-01-01,1,Ciutat Vella,1,el Raval,1,1002,390,5,2
2008-01-01,1,Ciutat Vella,1,el Raval,2,1003,519,1,1
2008-01-01,1,Ciutat Vella,1,el Raval,2,1003,500,1,2
2008-01-01,1,Ciutat Vella,1,el Raval,2,1003,61,2,1
2008-01-01,1,Ciutat Vella,1,el Raval,2,1003,43,2,2
2008-01-01,1,Ciutat Vella,1,el Raval,2,1003,275,3,1
2008-01-01,1,Ciutat Vella,1,el Raval,2,1003,251,3,2
2008-01-01,1,Ciutat Vella,1,el Raval,2,1003,70,4,1
2008-01-01,1,Ciutat Vella,1,el Raval,2,1003,82,4,2
2008-01-01,1,Ciutat Vella,1,el Raval,2,1003,591,5,1
2008-01-01,1,Ciutat Vella,1,el Raval,2,1003,901,5,2
2008-01-01,1,Ciutat Vella,1,el Raval,2,1003,..,6,1
2008-01-01,1,Ciutat Vella,1,el Raval,2,1004,494,1,1
2008-01-01,1,Ciutat Vella,1,el Raval,2,1004,472,1,2
2008-01-01,1,Ciutat Vella,1,el Raval,2,1004,69,2,1
2008-01-01,1,Ciutat Vella,1,el Raval,2,1004,73,2,2
2008-01-01,1,Ciutat Vella,1,el Raval,2,1004,259,3,1
2008-01-01,1,Ciutat Vella,1,el Raval,2,1004,257,3,2
2008-01-01,1,Ciutat Vella,1,el Raval,2,1004,109,4,1
2008-01-01,1,Ciutat Vella,1,el Raval,2,1004,88,4,2
2008-01-01,1,Ciutat Vella,1,el Raval,2,1004,395,5,1
2008-01-01,1,Ciutat Vella,1,el Raval,2,1004,717,5,2
2008-01-01,1,Ciutat Vella,1,el Raval,2,1004,..,6,2
2008-01-01,1,Ciutat Vella,1,el Raval,3,1005,377,1,1
2008-01-01,1,Ciutat Vella,1,el Raval,3,1005,358,1,2
