Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,Valor,LLOC_NAIX,SEXE
2022-01-01,1,Ciutat Vella,1,el Raval,1,1001,169,1,1
2022-01-01,1,Ciutat Vella,1,el Raval,1,1001,176,1,2
2022-01-01,1,Ciutat Vella,1,el Raval,1,1001,35,2,1
2022-01-01,1,Ciutat Vella,1,el Raval,1,1001,33,2,2
2022-01-01,1,Ciutat Vella,1,el Raval,1,1001,86,3,1
2022-01-01,1,Ciutat Vella,1,el Raval,1,1001,104,3,2
2022-01-01,1,Ciutat Vella,1,el Raval,1,1001,46,4,1
2022-01-01,1,Ciutat Vella,1,el Raval,1,1001,54,4,2
2022-01-01,1,Ciutat Vella,1,el Raval,1,1001,264,5,1
2022-01-01,1,Ciutat Vella,1,el Raval,1,1001,335,5,2
2022-01-01,1,Ciutat Vella,1,el Raval,1,1002,145,1,1
2022-01-01,1,Ciutat Vella,1,el Raval,1,1002,152,1,2
2022-01-01,1,Ciutat Vella,1,el Raval,1,1002,33,2,1
2022-01-01,1,Ciutat Vella,1,el Raval,1,1002,19,2,2
2022-01-01,1,Ciutat Vella,1,el Raval,1,1002,65,3,1
2022-01-01,1,Ciutat Vella,1,el Raval,1,1002,47,3,2
2022-01-01,1,Ciutat Vella,1,el Raval,1,1002,70,4,1
2022-01-01,1,Ciutat Vella,1,el Raval,1,1002,77,4,2
2022-01-01,1,Ciutat Vella,1,el Raval,1,1002,369,5,1
2022-01-01,1,Ciutat Vella,1,el Raval,1,1002,423,5,2
2022-01-01,1,Ciutat Vella,1,el Raval,2,1003,492,1,1
2022-01-01,1,Ciutat Vella,1,el Raval,2,1003,486,1,2
2022-01-01,1,Ciutat Vella,1,el Raval,2,1003,143,2,1
2022-01-01,1,Ciutat Vella,1,el Raval,2,1003,170,2,2
2022-01-01,1,Ciutat Vella,1,el Raval,2,1003,152,3,1
2022-01-01,1,Ciutat Vella,1,el Raval,2,1003,178,3,2
2022-01-01,1,Ciutat Vella,1,el Raval,2,1003,80,4,1
2022-01-01,1,Ciutat Vella,1,el Raval,2,1003,106,4,2
2022-01-01,1,Ciutat Vella,1,el Raval,2,1003,717,5,1
2022-01-01,1,Ciutat Vella,1,el Raval,2,1003,942,5,2
