Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,Valor,LLOC_NAIX,SEXE
2016-01-01,1,Ciutat Vella,1,el Raval,1,1001,162,1,1
2016-01-01,1,Ciutat Vella,1,el Raval,1,1001,170,1,2
2016-01-01,1,Ciutat Vella,1,el Raval,1,1001,33,2,1
2016-01-01,1,Ciutat Vella,1,el Raval,1,1001,34,2,2
2016-01-01,1,Ciutat Vella,1,el Raval,1,1001,98,3,1
2016-01-01,1,Ciutat Vella,1,el Raval,1,1001,122,3,2
2016-01-01,1,Ciutat Vella,1,el Raval,1,1001,64,4,1
2016-01-01,1,Ciutat Vella,1,el Raval,1,1001,71,4,2
2016-01-01,1,Ciutat Vella,1,el Raval,1,1001,213,5,1
2016-01-01,1,Ciutat Vella,1,el Raval,1,1001,342,5,2
2016-01-01,1,Ciutat Vella,1,el Raval,1,1002,169,1,1
2016-01-01,1,Ciutat Vella,1,el Raval,1,1002,182,1,2
2016-01-01,1,Ciutat Vella,1,el Raval,1,1002,32,2,1
2016-01-01,1,Ciutat Vella,1,el Raval,1,1002,23,2,2
2016-01-01,1,Ciutat Vella,1,el Raval,1,1002,107,3,1
2016-01-01,1,Ciutat Vella,1,el Raval,1,1002,85,3,2
2016-01-01,1,Ciutat Vella,1,el Raval,1,1002,78,4,1
2016-01-01,1,Ciutat Vella,1,el Raval,1,1002,69,4,2
2016-01-01,1,Ciutat Vella,1,el Raval,1,1002,295,5,1
2016-01-01,1,Ciutat Vella,1,el Raval,1,1002,506,5,2
2016-01-01,1,Ciutat Vella,1,el Raval,2,1003,504,1,1
2016-01-01,1,Ciutat Vella,1,el Raval,2,1003,538,1,2
2016-01-01,1,Ciutat Vella,1,el Raval,2,1003,119,2,1
2016-01-01,1,Ciutat Vella,1,el Raval,2,1003,133,2,2
2016-01-01,1,Ciutat Vella,1,el Raval,2,1003,211,3,1
2016-01-01,1,Ciutat Vella,1,el Raval,2,1003,198,3,2
2016-01-01,1,Ciutat Vella,1,el Raval,2,1003,92,4,1
2016-01-01,1,Ciutat Vella,1,el Raval,2,1003,108,4,2
2016-01-01,1,Ciutat Vella,1,el Raval,2,1003,617,5,1
2016-01-01,1,Ciutat Vella,1,el Raval,2,1003,896,5,2
2016-01-01,1,Ciutat Vella,1,el Raval,2,1003,..,6,1
2016-01-01,1,Ciutat Vella,1,el Raval,2,1003,..,6,2
2016-01-01,1,Ciutat Vella,1,el Raval,2,1004,437,1,1
2016-01-01,1,Ciutat Vella,1,el Raval,2,1004,418,1,2
2016-01-01,1,Ciutat Vella,1,el Raval,2,1004,66,2,1
2016-01-01,1,Ciutat Vella,1,el Raval,2,1004,63,2,2
2016-01-01,1,Ciutat Vella,1,el Raval,2,1004,179,3,1
2016-01-01,1,Ciutat Vella,1,el Raval,2,1004,198,3,2
2016-01-01,1,Ciutat Vella,1,el Raval,2,1004,106,4,1
2016-01-01,1,Ciutat Vella,1,el Raval,2,1004,131,4,2
2016-01-01,1,Ciutat Vella,1,el Raval,2,1004,446,5,1
2016-01-01,1,Ciutat Vella,1,el Raval,2,1004,707,5,2
2016-01-01,1,Ciutat Vella,1,el Raval,2,1004,..,6,1
2016-01-01,1,Ciutat Vella,1,el Raval,2,1004,..,6,2
2016-01-01,1,Ciutat Vella,1,el Raval,3,1005,367,1,1
2016-01-01,1,Ciutat Vella,1,el Raval,3,1005,348,1,2
2016-01-01,1,Ciutat Vella,1,el Raval,3,1005,45,2,1
2016-01-01,1,Ciutat Vella,1,el Raval,3,1005,56,2,2
2016-01-01,1,Ciutat Vella,1,el Raval,3,1005,171,3,1
2016-01-01,1,Ciutat Vella,1,el Raval,3,1005,159,3,2
2016-01-01,1,Ciutat Vella,1,el Raval,3,1005,140,4,1
2016-01-01,1,Ciutat Vella,1,el Raval,3,1005,117,4,2
2016-01-01,1,Ciutat Vella,1,el Raval,3,1005,363,5,1
2016-01-01,1,Ciutat Vella,1,el Raval,3,1005,713,5,2
2016-01-01,1,Ciutat Vella,1,el Raval,3,1005,..,6,1
2016-01-01,1,Ciutat Vella,1,el Raval,3,1006,171,1,1
2016-01-01,1,Ciutat Vella,1,el Raval,3,1006,180,1,2
2016-01-01,1,Ciutat Vella,1,el Raval,3,1006,39,2,1
2016-01-01,1,Ciutat Vella,1,el Raval,3,1006,36,2,2
2016-01-01,1,Ciutat Vella,1,el Raval,3,1006,96,3,1
2016-01-01,1,Ciutat Vella,1,el Raval,3,1006,89,3,2
2016-01-01,1,Ciutat Vella,1,el Raval,3,1006,104,4,1
2016-01-01,1,Ciutat Vella,1,el Raval,3,1006,105,4,2
2016-01-01,1,Ciutat Vella,1,el Raval,3,1006,261,5,1
2016-01-01,1,Ciutat Vella,1,el Raval,3,1006,466,5,2
2016-01-01,1,Ciutat Vella,1,el Raval,3,1006,..,6,1
2016-01-01,1,Ciutat Vella,1,el Raval,3,1006,..,6,2
2016-01-01,1,Ciutat Vella,1,el Raval,3,1007,267,1,1
2016-01-01,1,Ciutat Vella,1,el Raval,3,1007,284,1,2
2016-01-01,1,Ciutat Vella,1,el Raval,3,1007,39,2,1
2016-01-01,1,Ciutat Vella,1,el Raval,3,1007,34,2,2
2016-01-01,1,Ciutat Vella,1,el Raval,3,1007,89,3,1
2016-01-01,1,Ciutat Vella,1,el Raval,3,1007,116,3,2
2016-01-01,1,Ciutat Vella,1,el Raval,3,1007,84,4,1
2016-01-01,1,Ciutat Vella,1,el Raval,3,1007,98,4,2
2016-01-01,1,Ciutat Vella,1,el Raval,3,1007,326,5,1
2016-01-01,1,Ciutat Vella,1,el Raval,3,1007,713,5,2
2016-01-01,1,Ciutat Vella,1,el Raval,4,1008,359,1,1
2016-01-01,1,Ciutat Vella,1,el Raval,4,1008,445,1,2
2016-01-01,1,Ciutat Vella,1,el Raval,4,1008,46,2,1
2016-01-01,1,Ciutat Vella,1,el Raval,4,1008,53,2,2
2016-01-01,1,Ciutat Vella,1,el Raval,4,1008,142,3,1
2016-01-01,1,Ciutat Vella,1,el Raval,4,1008,172,3,2
2016-01-01,1,Ciutat Vella,1,el Raval,4,1008,93,4,1
2016-01-01,1,Ciutat Vella,1,el Raval,4,1008,114,4,2
2016-01-01,1,Ciutat Vella,1,el Raval,4,1008,666,5,1
2016-01-01,1,Ciutat Vella,1,el Raval,4,1008,1357,5,2
2016-01-01,1,Ciutat Vella,1,el Raval,4,1009,295,1,1
2016-01-01,1,Ciutat Vella,1,el Raval,4,1009,310,1,2
2016-01-01,1,Ciutat Vella,1,el Raval,4,1009,41,2,1
2016-01-01,1,Ciutat Vella,1,el Raval,4,1009,40,2,2
2016-01-01,1,Ciutat Vella,1,el Raval,4,1009,133,3,1
2016-01-01,1,Ciutat Vella,1,el Raval,4,1009,120,3,2
2016-01-01,1,Ciutat Vella,1,el Raval,4,1009,74,4,1
2016-01-01,1,Ciutat Vella,1,el Raval,4,1009,74,4,2
2016-01-01,1,Ciutat Vella,1,el Raval,4,1009,407,5,1
2016-01-01,1,Ciutat Vella,1,el Raval,4,1009,655,5,2
2016-01-01,1,Ciutat Vella,1,el Raval,4,1009,..,6,1
2016-01-01,1,Ciutat Vella,1,el Raval,4,1009,..,6,2
2016-01-01,1,Ciutat Vella,1,el Raval,4,1010,287,1,1
2016-01-01,1,Ciutat Vella,1,el Raval,4,1010,325,1,2
2016-01-01,1,Ciutat Vella,1,el Raval,4,1010,35,2,1
2016-01-01,1,Ciutat Vella,1,el Raval,4,1010,28,2,2
2016-01-01,1,Ciutat Vella,1,el Raval,4,1010,113,3,1
2016-01-01,1,Ciutat Vella,1,el Raval,4,1010,86,3,2
2016-01-01,1,Ciutat Vella,1,el Raval,4,1010,73,4,1
2016-01-01,1,Ciutat Vella,1,el Raval,4,1010,75,4,2
2016-01-01,1,Ciutat Vella,1,el Raval,4,1010,540,5,1
2016-01-01,1,Ciutat Vella,1,el Raval,4,1010,920,5,2
2016-01-01,1,Ciutat Vella,1,el Raval,5,1011,392,1,1
2016-01-01,1,Ciutat Vella,1,el Raval,5,1011,429,1,2
2016-01-01,1,Ciutat Vella,1,el Raval,5,1011,61,2,1
2016-01-01,1,Ciutat Vella,1,el Raval,5,1011,63,2,2
