Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,Valor,LLOC_NAIX,SEXE
1998-01-01,1,Ciutat Vella,1,el Raval,1,1001,258,1,1
1998-01-01,1,Ciutat Vella,1,el Raval,1,1001,259,1,2
1998-01-01,1,Ciutat Vella,1,el Raval,1,1001,42,2,1
1998-01-01,1,Ciutat Vella,1,el Raval,1,1001,28,2,2
1998-01-01,1,Ciutat Vella,1,el Raval,1,1001,232,3,1
1998-01-01,1,Ciutat Vella,1,el Raval,1,1001,227,3,2
1998-01-01,1,Ciutat Vella,1,el Raval,1,1001,10,4,1
1998-01-01,1,Ciutat Vella,1,el Raval,1,1001,5,4,2
1998-01-01,1,Ciutat Vella,1,el Raval,1,1001,54,5,1
1998-01-01,1,Ciutat Vella,1,el Raval,1,1001,45,5,2
1998-01-01,1,Ciutat Vella,1,el Raval,1,1002,282,1,1
1998-01-01,1,Ciutat Vella,1,el Raval,1,1002,240,1,2
1998-01-01,1,Ciutat Vella,1,el Raval,1,1002,46,2,1
1998-01-01,1,Ciutat Vella,1,el Raval,1,1002,27,2,2
1998-01-01,1,Ciutat Vella,1,el Raval,1,1002,238,3,1
1998-01-01,1,Ciutat Vella,1,el Raval,1,1002,192,3,2
1998-01-01,1,Ciutat Vella,1,el Raval,1,1002,5,4,1
1998-01-01,1,Ciutat Vella,1,el Raval,1,1002,10,4,2
1998-01-01,1,Ciutat Vella,1,el Raval,1,1002,84,5,1
1998-01-01,1,Ciutat Vella,1,el Raval,1,1002,122,5,2
1998-01-01,1,Ciutat Vella,1,el Raval,2,1003,562,1,1
1998-01-01,1,Ciutat Vella,1,el Raval,2,1003,547,1,2
1998-01-01,1,Ciutat Vella,1,el Raval,2,1003,56,2,1
1998-01-01,1,Ciutat Vella,1,el Raval,2,1003,37,2,2
1998-01-01,1,Ciutat Vella,1,el Raval,2,1003,385,3,1
1998-01-01,1,Ciutat Vella,1,el Raval,2,1003,349,3,2
1998-01-01,1,Ciutat Vella,1,el Raval,2,1003,15,4,1
1998-01-01,1,Ciutat Vella,1,el Raval,2,1003,19,4,2
1998-01-01,1,Ciutat Vella,1,el Raval,2,1003,103,5,1
1998-01-01,1,Ciutat Vella,1,el Raval,2,1003,120,5,2
1998-01-01,1,Ciutat Vella,1,el Raval,2,1004,529,1,1
1998-01-01,1,Ciutat Vella,1,el Raval,2,1004,511,1,2
1998-01-01,1,Ciutat Vella,1,el Raval,2,1004,73,2,1
1998-01-01,1,Ciutat Vella,1,el Raval,2,1004,59,2,2
1998-01-01,1,Ciutat Vella,1,el Raval,2,1004,309,3,1
1998-01-01,1,Ciutat Vella,1,el Raval,2,1004,288,3,2
1998-01-01,1,Ciutat Vella,1,el Raval,2,1004,11,4,1
1998-01-01,1,Ciutat Vella,1,el Raval,2,1004,16,4,2
1998-01-01,1,Ciutat Vella,1,el Raval,2,1004,148,5,1
1998-01-01,1,Ciutat Vella,1,el Raval,2,1004,179,5,2
1998-01-01,1,Ciutat Vella,1,el Raval,3,1005,460,1,1
1998-01-01,1,Ciutat Vella,1,el Raval,3,1005,429,1,2
