Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,Valor,LLOC_NAIX,SEXE
2018-01-01,1,Ciutat Vella,1,el Raval,1,1001,168,1,1
2018-01-01,1,Ciutat Vella,1,el Raval,1,1001,167,1,2
2018-01-01,1,Ciutat Vella,1,el Raval,1,1001,35,2,1
2018-01-01,1,Ciutat Vella,1,el Raval,1,1001,33,2,2
2018-01-01,1,Ciutat Vella,1,el Raval,1,1001,98,3,1
2018-01-01,1,Ciutat Vella,1,el Raval,1,1001,126,3,2
2018-01-01,1,Ciutat Vella,1,el Raval,1,1001,61,4,1
2018-01-01,1,Ciutat Vella,1,el Raval,1,1001,76,4,2
2018-01-01,1,Ciutat Vella,1,el Raval,1,1001,221,5,1
2018-01-01,1,Ciutat Vella,1,el Raval,1,1001,296,5,2
2018-01-01,1,Ciutat Vella,1,el Raval,1,1002,169,1,1
2018-01-01,1,Ciutat Vella,1,el Raval,1,1002,171,1,2
2018-01-01,1,Ciutat Vella,1,el Raval,1,1002,35,2,1
2018-01-01,1,Ciutat Vella,1,el Raval,1,1002,23,2,2
2018-01-01,1,Ciutat Vella,1,el Raval,1,1002,90,3,1
2018-01-01,1,Ciutat Vella,1,el Raval,1,1002,72,3,2
2018-01-01,1,Ciutat Vella,1,el Raval,1,1002,81,4,1
2018-01-01,1,Ciutat Vella,1,el Raval,1,1002,72,4,2
2018-01-01,1,Ciutat Vella,1,el Raval,1,1002,309,5,1
2018-01-01,1,Ciutat Vella,1,el Raval,1,1002,479,5,2
2018-01-01,1,Ciutat Vella,1,el Raval,2,1003,506,1,1
2018-01-01,1,Ciutat Vella,1,el Raval,2,1003,519,1,2
2018-01-01,1,Ciutat Vella,1,el Raval,2,1003,145,2,1
2018-01-01,1,Ciutat Vella,1,el Raval,2,1003,155,2,2
2018-01-01,1,Ciutat Vella,1,el Raval,2,1003,197,3,1
2018-01-01,1,Ciutat Vella,1,el Raval,2,1003,199,3,2
2018-01-01,1,Ciutat Vella,1,el Raval,2,1003,106,4,1
2018-01-01,1,Ciutat Vella,1,el Raval,2,1003,126,4,2
2018-01-01,1,Ciutat Vella,1,el Raval,2,1003,660,5,1
2018-01-01,1,Ciutat Vella,1,el Raval,2,1003,881,5,2
2018-01-01,1,Ciutat Vella,1,el Raval,2,1003,..,6,1
2018-01-01,1,Ciutat Vella,1,el Raval,2,1004,449,1,1
2018-01-01,1,Ciutat Vella,1,el Raval,2,1004,435,1,2
2018-01-01,1,Ciutat Vella,1,el Raval,2,1004,62,2,1
2018-01-01,1,Ciutat Vella,1,el Raval,2,1004,64,2,2
2018-01-01,1,Ciutat Vella,1,el Raval,2,1004,171,3,1
2018-01-01,1,Ciutat Vella,1,el Raval,2,1004,191,3,2
2018-01-01,1,Ciutat Vella,1,el Raval,2,1004,117,4,1
2018-01-01,1,Ciutat Vella,1,el Raval,2,1004,139,4,2
2018-01-01,1,Ciutat Vella,1,el Raval,2,1004,513,5,1
2018-01-01,1,Ciutat Vella,1,el Raval,2,1004,732,5,2
2018-01-01,1,Ciutat Vella,1,el Raval,2,1004,..,6,1
2018-01-01,1,Ciutat Vella,1,el Raval,2,1004,..,6,2
2018-01-01,1,Ciutat Vella,1,el Raval,3,1005,344,1,1
2018-01-01,1,Ciutat Vella,1,el Raval,3,1005,334,1,2
2018-01-01,1,Ciutat Vella,1,el Raval,3,1005,46,2,1
2018-01-01,1,Ciutat Vella,1,el Raval,3,1005,48,2,2
2018-01-01,1,Ciutat Vella,1,el Raval,3,1005,159,3,1
2018-01-01,1,Ciutat Vella,1,el Raval,3,1005,147,3,2
2018-01-01,1,Ciutat Vella,1,el Raval,3,1005,153,4,1
2018-01-01,1,Ciutat Vella,1,el Raval,3,1005,138,4,2
