Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,Valor,LLOC_NAIX,SEXE
2025-01-01,1,Ciutat Vella,1,el Raval,1,1001,168,1,1
2025-01-01,1,Ciutat Vella,1,el Raval,1,1001,167,1,2
2025-01-01,1,Ciutat Vella,1,el Raval,1,1001,38,2,1
2025-01-01,1,Ciutat Vella,1,el Raval,1,1001,22,2,2
2025-01-01,1,Ciutat Vella,1,el Raval,1,1001,73,3,1
2025-01-01,1,Ciutat Vella,1,el Raval,1,1001,92,3,2
2025-01-01,1,Ciutat Vella,1,el Raval,1,1001,50,4,1
2025-01-01,1,Ciutat Vella,1,el Raval,1,1001,56,4,2
2025-01-01,1,Ciutat Vella,1,el Raval,1,1001,349,5,1
2025-01-01,1,Ciutat Vella,1,el Raval,1,1001,404,5,2
2025-01-01,1,Ciutat Vella,1,el Raval,1,1002,132,1,1
2025-01-01,1,Ciutat Vella,1,el Raval,1,1002,141,1,2
2025-01-01,1,Ciutat Vella,1,el Raval,1,1002,34,2,1
2025-01-01,1,Ciutat Vella,1,el Raval,1,1002,21,2,2
2025-01-01,1,Ciutat Vella,1,el Raval,1,1002,51,3,1
2025-01-01,1,Ciutat Vella,1,el Raval,1,1002,39,3,2
2025-01-01,1,Ciutat Vella,1,el Raval,1,1002,67,4,1
2025-01-01,1,Ciutat Vella,1,el Raval,1,1002,73,4,2
2025-01-01,1,Ciutat Vella,1,el Raval,1,1002,351,5,1
2025-01-01,1,Ciutat Vella,1,el Raval,1,1002,435,5,2
2025-01-01,1,Ciutat Vella,1,el Raval,1,1002,..,6,1
2025-01-01,1,Ciutat Vella,1,el Raval,2,1003,467,1,1
2025-01-01,1,Ciutat Vella,1,el Raval,2,1003,500,1,2
2025-01-01,1,Ciutat Vella,1,el Raval,2,1003,152,2,1
2025-01-01,1,Ciutat Vella,1,el Raval,2,1003,150,2,2
2025-01-01,1,Ciutat Vella,1,el Raval,2,1003,132,3,1
2025-01-01,1,Ciutat Vella,1,el Raval,2,1003,161,3,2
