Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Valor,LLOC_NAIX_REGIO,SEXE
2008-01-01,1,Ciutat Vella,1,el Raval,9,1,1
2008-01-01,1,Ciutat Vella,1,el Raval,9,1,2
2008-01-01,1,Ciutat Vella,1,el Raval,19,2,1
2008-01-01,1,Ciutat Vella,1,el Raval,21,2,2
2008-01-01,1,Ciutat Vella,1,el Raval,768,3,1
2008-01-01,1,Ciutat Vella,1,el Raval,1301,3,2
2008-01-01,1,Ciutat Vella,1,el Raval,7,4,2
2008-01-01,1,Ciutat Vella,1,el Raval,42,5,1
2008-01-01,1,Ciutat Vella,1,el Raval,116,5,2
2008-01-01,1,Ciutat Vella,1,el Raval,423,6,1
2008-01-01,1,Ciutat Vella,1,el Raval,325,6,2
2008-01-01,1,Ciutat Vella,1,el Raval,211,7,1
2008-01-01,1,Ciutat Vella,1,el Raval,203,7,2
2008-01-01,1,Ciutat Vella,1,el Raval,2521,8,1
2008-01-01,1,Ciutat Vella,1,el Raval,2488,8,2
2008-01-01,1,Ciutat Vella,1,el Raval,53,9,1
2008-01-01,1,Ciutat Vella,1,el Raval,92,9,2
2008-01-01,1,Ciutat Vella,1,el Raval,..,10,1
2008-01-01,1,Ciutat Vella,1,el Raval,..,10,2
2008-01-01,1,Ciutat Vella,1,el Raval,184,11,1
2008-01-01,1,Ciutat Vella,1,el Raval,164,11,2
2008-01-01,1,Ciutat Vella,1,el Raval,944,12,1
2008-01-01,1,Ciutat Vella,1,el Raval,6122,12,2
2008-01-01,1,Ciutat Vella,1,el Raval,2518,13,1
2008-01-01,1,Ciutat Vella,1,el Raval,1873,13,2
2008-01-01,1,Ciutat Vella,1,el Raval,72,14,1
2008-01-01,1,Ciutat Vella,1,el Raval,193,14,2
2008-01-01,1,Ciutat Vella,1,el Raval,396,15,1
2008-01-01,1,Ciutat Vella,1,el Raval,304,15,2
2008-01-01,1,Ciutat Vella,1,el Raval,281,16,1
2008-01-01,1,Ciutat Vella,1,el Raval,288,16,2
2008-01-01,1,Ciutat Vella,1,el Raval,12457,17,1
2008-01-01,1,Ciutat Vella,1,el Raval,11688,17,2
2008-01-01,1,Ciutat Vella,1,el Raval,708,18,1
2008-01-01,1,Ciutat Vella,1,el Raval,644,18,2
2008-01-01,1,Ciutat Vella,1,el Raval,13,19,1
2008-01-01,1,Ciutat Vella,1,el Raval,11,19,2
2008-01-01,1,Ciutat Vella,1,el Raval,9,23,1
2008-01-01,1,Ciutat Vella,1,el Raval,7,23,2
2008-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,1,1
2008-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1,2
2008-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,2,1
2008-01-01,1,Ciutat Vella,2,el Barri Gòtic,24,2,2
2008-01-01,1,Ciutat Vella,2,el Barri Gòtic,144,3,1
2008-01-01,1,Ciutat Vella,2,el Barri Gòtic,556,3,2
2008-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,4,1
2008-01-01,1,Ciutat Vella,2,el Barri Gòtic,7,4,2
2008-01-01,1,Ciutat Vella,2,el Barri Gòtic,16,5,1
2008-01-01,1,Ciutat Vella,2,el Barri Gòtic,195,5,2
2008-01-01,1,Ciutat Vella,2,el Barri Gòtic,103,6,1
2008-01-01,1,Ciutat Vella,2,el Barri Gòtic,95,6,2
2008-01-01,1,Ciutat Vella,2,el Barri Gòtic,445,7,1
2008-01-01,1,Ciutat Vella,2,el Barri Gòtic,346,7,2
2008-01-01,1,Ciutat Vella,2,el Barri Gòtic,3283,8,1
2008-01-01,1,Ciutat Vella,2,el Barri Gòtic,3248,8,2
2008-01-01,1,Ciutat Vella,2,el Barri Gòtic,90,9,1
2008-01-01,1,Ciutat Vella,2,el Barri Gòtic,76,9,2
2008-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,10,1
2008-01-01,1,Ciutat Vella,2,el Barri Gòtic,19,10,2
2008-01-01,1,Ciutat Vella,2,el Barri Gòtic,84,11,1
2008-01-01,1,Ciutat Vella,2,el Barri Gòtic,95,11,2
2008-01-01,1,Ciutat Vella,2,el Barri Gòtic,116,12,1
2008-01-01,1,Ciutat Vella,2,el Barri Gòtic,1637,12,2
2008-01-01,1,Ciutat Vella,2,el Barri Gòtic,199,13,1
2008-01-01,1,Ciutat Vella,2,el Barri Gòtic,134,13,2
2008-01-01,1,Ciutat Vella,2,el Barri Gòtic,95,14,1
2008-01-01,1,Ciutat Vella,2,el Barri Gòtic,198,14,2
2008-01-01,1,Ciutat Vella,2,el Barri Gòtic,459,15,1
2008-01-01,1,Ciutat Vella,2,el Barri Gòtic,543,15,2
2008-01-01,1,Ciutat Vella,2,el Barri Gòtic,295,16,1
2008-01-01,1,Ciutat Vella,2,el Barri Gòtic,333,16,2
2008-01-01,1,Ciutat Vella,2,el Barri Gòtic,5639,17,1
2008-01-01,1,Ciutat Vella,2,el Barri Gòtic,5954,17,2
2008-01-01,1,Ciutat Vella,2,el Barri Gòtic,474,18,1
2008-01-01,1,Ciutat Vella,2,el Barri Gòtic,535,18,2
2008-01-01,1,Ciutat Vella,2,el Barri Gòtic,12,19,1
2008-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,19,2
2008-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,23,1
2008-01-01,1,Ciutat Vella,2,el Barri Gòtic,11,23,2
2008-01-01,1,Ciutat Vella,3,la Barceloneta,..,1,1
2008-01-01,1,Ciutat Vella,3,la Barceloneta,..,1,2
2008-01-01,1,Ciutat Vella,3,la Barceloneta,5,2,1
2008-01-01,1,Ciutat Vella,3,la Barceloneta,7,2,2
