Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Valor,LLOC_NAIX_REGIO,SEXE
1999-01-01,1,Ciutat Vella,1,el Raval,5,1,1
1999-01-01,1,Ciutat Vella,1,el Raval,..,1,2
1999-01-01,1,Ciutat Vella,1,el Raval,11,2,1
1999-01-01,1,Ciutat Vella,1,el Raval,11,2,2
1999-01-01,1,Ciutat Vella,1,el Raval,570,3,1
1999-01-01,1,Ciutat Vella,1,el Raval,703,3,2
1999-01-01,1,Ciutat Vella,1,el Raval,..,4,2
1999-01-01,1,Ciutat Vella,1,el Raval,28,5,1
1999-01-01,1,Ciutat Vella,1,el Raval,44,5,2
1999-01-01,1,Ciutat Vella,1,el Raval,306,6,1
1999-01-01,1,Ciutat Vella,1,el Raval,82,6,2
1999-01-01,1,Ciutat Vella,1,el Raval,89,7,1
1999-01-01,1,Ciutat Vella,1,el Raval,54,7,2
1999-01-01,1,Ciutat Vella,1,el Raval,371,8,1
1999-01-01,1,Ciutat Vella,1,el Raval,346,8,2
1999-01-01,1,Ciutat Vella,1,el Raval,14,9,1
1999-01-01,1,Ciutat Vella,1,el Raval,26,9,2
1999-01-01,1,Ciutat Vella,1,el Raval,21,11,1
1999-01-01,1,Ciutat Vella,1,el Raval,27,11,2
1999-01-01,1,Ciutat Vella,1,el Raval,204,12,1
1999-01-01,1,Ciutat Vella,1,el Raval,714,12,2
1999-01-01,1,Ciutat Vella,1,el Raval,860,13,1
1999-01-01,1,Ciutat Vella,1,el Raval,525,13,2
1999-01-01,1,Ciutat Vella,1,el Raval,15,14,1
1999-01-01,1,Ciutat Vella,1,el Raval,26,14,2
1999-01-01,1,Ciutat Vella,1,el Raval,13,15,1
1999-01-01,1,Ciutat Vella,1,el Raval,20,15,2
1999-01-01,1,Ciutat Vella,1,el Raval,27,16,1
1999-01-01,1,Ciutat Vella,1,el Raval,38,16,2
1999-01-01,1,Ciutat Vella,1,el Raval,15836,17,1
1999-01-01,1,Ciutat Vella,1,el Raval,14027,17,2
1999-01-01,1,Ciutat Vella,1,el Raval,167,18,1
1999-01-01,1,Ciutat Vella,1,el Raval,164,18,2
1999-01-01,1,Ciutat Vella,1,el Raval,..,19,1
1999-01-01,1,Ciutat Vella,1,el Raval,..,19,2
1999-01-01,1,Ciutat Vella,1,el Raval,..,23,1
1999-01-01,1,Ciutat Vella,1,el Raval,..,23,2
1999-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,1,2
1999-01-01,1,Ciutat Vella,2,el Barri Gòtic,5,2,1
1999-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,2,2
1999-01-01,1,Ciutat Vella,2,el Barri Gòtic,134,3,1
1999-01-01,1,Ciutat Vella,2,el Barri Gòtic,230,3,2
1999-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,4,1
1999-01-01,1,Ciutat Vella,2,el Barri Gòtic,6,5,1
1999-01-01,1,Ciutat Vella,2,el Barri Gòtic,23,5,2
1999-01-01,1,Ciutat Vella,2,el Barri Gòtic,103,6,1
1999-01-01,1,Ciutat Vella,2,el Barri Gòtic,53,6,2
1999-01-01,1,Ciutat Vella,2,el Barri Gòtic,30,7,1
1999-01-01,1,Ciutat Vella,2,el Barri Gòtic,17,7,2
1999-01-01,1,Ciutat Vella,2,el Barri Gòtic,140,8,1
1999-01-01,1,Ciutat Vella,2,el Barri Gòtic,196,8,2
1999-01-01,1,Ciutat Vella,2,el Barri Gòtic,23,9,1
1999-01-01,1,Ciutat Vella,2,el Barri Gòtic,22,9,2
1999-01-01,1,Ciutat Vella,2,el Barri Gòtic,13,11,1
1999-01-01,1,Ciutat Vella,2,el Barri Gòtic,20,11,2
1999-01-01,1,Ciutat Vella,2,el Barri Gòtic,29,12,1
1999-01-01,1,Ciutat Vella,2,el Barri Gòtic,122,12,2
1999-01-01,1,Ciutat Vella,2,el Barri Gòtic,112,13,1
1999-01-01,1,Ciutat Vella,2,el Barri Gòtic,67,13,2
1999-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,14,1
1999-01-01,1,Ciutat Vella,2,el Barri Gòtic,15,14,2
1999-01-01,1,Ciutat Vella,2,el Barri Gòtic,12,15,1
1999-01-01,1,Ciutat Vella,2,el Barri Gòtic,16,15,2
1999-01-01,1,Ciutat Vella,2,el Barri Gòtic,27,16,1
