Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Valor,LLOC_NAIX_REGIO,SEXE
2020-01-01,1,Ciutat Vella,1,el Raval,19,1,1
2020-01-01,1,Ciutat Vella,1,el Raval,18,1,2
2020-01-01,1,Ciutat Vella,1,el Raval,9,2,1
2020-01-01,1,Ciutat Vella,1,el Raval,29,2,2
2020-01-01,1,Ciutat Vella,1,el Raval,792,3,1
2020-01-01,1,Ciutat Vella,1,el Raval,1290,3,2
2020-01-01,1,Ciutat Vella,1,el Raval,9,4,1
2020-01-01,1,Ciutat Vella,1,el Raval,7,4,2
2020-01-01,1,Ciutat Vella,1,el Raval,74,5,1
2020-01-01,1,Ciutat Vella,1,el Raval,181,5,2
2020-01-01,1,Ciutat Vella,1,el Raval,299,6,1
2020-01-01,1,Ciutat Vella,1,el Raval,274,6,2
2020-01-01,1,Ciutat Vella,1,el Raval,371,7,1
2020-01-01,1,Ciutat Vella,1,el Raval,340,7,2
2020-01-01,1,Ciutat Vella,1,el Raval,2507,8,1
2020-01-01,1,Ciutat Vella,1,el Raval,2566,8,2
2020-01-01,1,Ciutat Vella,1,el Raval,152,9,1
2020-01-01,1,Ciutat Vella,1,el Raval,155,9,2
2020-01-01,1,Ciutat Vella,1,el Raval,22,10,1
2020-01-01,1,Ciutat Vella,1,el Raval,11,10,2
2020-01-01,1,Ciutat Vella,1,el Raval,233,11,1
2020-01-01,1,Ciutat Vella,1,el Raval,185,11,2
2020-01-01,1,Ciutat Vella,1,el Raval,2397,12,1
2020-01-01,1,Ciutat Vella,1,el Raval,6225,12,2
2020-01-01,1,Ciutat Vella,1,el Raval,3217,13,1
2020-01-01,1,Ciutat Vella,1,el Raval,2228,13,2
2020-01-01,1,Ciutat Vella,1,el Raval,239,14,1
2020-01-01,1,Ciutat Vella,1,el Raval,256,14,2
2020-01-01,1,Ciutat Vella,1,el Raval,583,15,1
2020-01-01,1,Ciutat Vella,1,el Raval,396,15,2
2020-01-01,1,Ciutat Vella,1,el Raval,435,16,1
2020-01-01,1,Ciutat Vella,1,el Raval,472,16,2
2020-01-01,1,Ciutat Vella,1,el Raval,10075,17,1
2020-01-01,1,Ciutat Vella,1,el Raval,10414,17,2
2020-01-01,1,Ciutat Vella,1,el Raval,780,18,1
2020-01-01,1,Ciutat Vella,1,el Raval,850,18,2
2020-01-01,1,Ciutat Vella,1,el Raval,23,19,1
2020-01-01,1,Ciutat Vella,1,el Raval,22,19,2
2020-01-01,1,Ciutat Vella,1,el Raval,14,23,1
2020-01-01,1,Ciutat Vella,1,el Raval,11,23,2
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1,1
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,16,1,2
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,19,2,1
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,2,2
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,296,3,1
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,656,3,2
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,11,4,1
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,13,4,2
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,36,5,1
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,167,5,2
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,107,6,1
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,93,6,2
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,321,7,1
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,201,7,2
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,1416,8,1
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,1337,8,2
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,141,9,1
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,155,9,2
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,11,10,1
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,7,10,2
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,120,11,1
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,98,11,2
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,399,12,1
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,4569,12,2
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,289,13,1
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,183,13,2
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,115,14,1
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,161,14,2
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,414,15,1
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,295,15,2
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,331,16,1
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,329,16,2
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,4030,17,1
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,4120,17,2
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,568,18,1
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,592,18,2
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,25,19,1
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,33,19,2
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,15,23,1
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,7,23,2
2020-01-01,1,Ciutat Vella,3,la Barceloneta,..,1,1
2020-01-01,1,Ciutat Vella,3,la Barceloneta,..,1,2
2020-01-01,1,Ciutat Vella,3,la Barceloneta,..,2,1
2020-01-01,1,Ciutat Vella,3,la Barceloneta,..,2,2
2020-01-01,1,Ciutat Vella,3,la Barceloneta,190,3,1
2020-01-01,1,Ciutat Vella,3,la Barceloneta,322,3,2
2020-01-01,1,Ciutat Vella,3,la Barceloneta,5,4,1
2020-01-01,1,Ciutat Vella,3,la Barceloneta,5,4,2
2020-01-01,1,Ciutat Vella,3,la Barceloneta,11,5,1
2020-01-01,1,Ciutat Vella,3,la Barceloneta,28,5,2
2020-01-01,1,Ciutat Vella,3,la Barceloneta,86,6,1
2020-01-01,1,Ciutat Vella,3,la Barceloneta,77,6,2
2020-01-01,1,Ciutat Vella,3,la Barceloneta,143,7,1
2020-01-01,1,Ciutat Vella,3,la Barceloneta,122,7,2
2020-01-01,1,Ciutat Vella,3,la Barceloneta,1197,8,1
2020-01-01,1,Ciutat Vella,3,la Barceloneta,1116,8,2
2020-01-01,1,Ciutat Vella,3,la Barceloneta,75,9,1
2020-01-01,1,Ciutat Vella,3,la Barceloneta,63,9,2
2020-01-01,1,Ciutat Vella,3,la Barceloneta,7,10,1
2020-01-01,1,Ciutat Vella,3,la Barceloneta,..,10,2
2020-01-01,1,Ciutat Vella,3,la Barceloneta,45,11,1
2020-01-01,1,Ciutat Vella,3,la Barceloneta,29,11,2
2020-01-01,1,Ciutat Vella,3,la Barceloneta,124,12,1
2020-01-01,1,Ciutat Vella,3,la Barceloneta,526,12,2
2020-01-01,1,Ciutat Vella,3,la Barceloneta,37,13,1
2020-01-01,1,Ciutat Vella,3,la Barceloneta,22,13,2
2020-01-01,1,Ciutat Vella,3,la Barceloneta,72,14,1
2020-01-01,1,Ciutat Vella,3,la Barceloneta,79,14,2
2020-01-01,1,Ciutat Vella,3,la Barceloneta,338,15,1
2020-01-01,1,Ciutat Vella,3,la Barceloneta,206,15,2
2020-01-01,1,Ciutat Vella,3,la Barceloneta,217,16,1
2020-01-01,1,Ciutat Vella,3,la Barceloneta,208,16,2
2020-01-01,1,Ciutat Vella,3,la Barceloneta,4670,17,1
2020-01-01,1,Ciutat Vella,3,la Barceloneta,4322,17,2
2020-01-01,1,Ciutat Vella,3,la Barceloneta,367,18,1
2020-01-01,1,Ciutat Vella,3,la Barceloneta,340,18,2
2020-01-01,1,Ciutat Vella,3,la Barceloneta,19,19,1
2020-01-01,1,Ciutat Vella,3,la Barceloneta,20,19,2
2020-01-01,1,Ciutat Vella,3,la Barceloneta,..,23,1
2020-01-01,1,Ciutat Vella,3,la Barceloneta,6,23,2
2020-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",7,1,1
2020-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",13,1,2
2020-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",8,2,1
2020-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",10,2,2
2020-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",317,3,1
2020-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",781,3,2
2020-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",..,4,1
2020-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",6,4,2
2020-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",17,5,1
2020-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",119,5,2
2020-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",247,6,1
2020-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",162,6,2
2020-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",284,7,1
2020-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",209,7,2
2020-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",1850,8,1
2020-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",1666,8,2
2020-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",209,9,1
2020-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",210,9,2
2020-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",8,10,1
2020-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",11,10,2
2020-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",214,11,1
2020-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",151,11,2
2020-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",164,12,1
2020-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",461,12,2
2020-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",240,13,1
2020-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",158,13,2
2020-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",150,14,1
2020-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",188,14,2
2020-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",476,15,1
2020-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",245,15,2
2020-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",404,16,1
2020-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",448,16,2
2020-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",6190,17,1
2020-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",6080,17,2
2020-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",712,18,1
2020-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",714,18,2
2020-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",42,19,1
2020-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",52,19,2
2020-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",..,20,1
2020-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",..,23,1
2020-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",10,23,2
2020-01-01,2,Eixample,5,el Fort Pienc,9,1,1
2020-01-01,2,Eixample,5,el Fort Pienc,10,1,2
2020-01-01,2,Eixample,5,el Fort Pienc,5,2,1
2020-01-01,2,Eixample,5,el Fort Pienc,7,2,2
2020-01-01,2,Eixample,5,el Fort Pienc,153,3,1
2020-01-01,2,Eixample,5,el Fort Pienc,247,3,2
2020-01-01,2,Eixample,5,el Fort Pienc,5,4,1
2020-01-01,2,Eixample,5,el Fort Pienc,6,4,2
2020-01-01,2,Eixample,5,el Fort Pienc,31,5,1
2020-01-01,2,Eixample,5,el Fort Pienc,75,5,2
2020-01-01,2,Eixample,5,el Fort Pienc,163,6,1
2020-01-01,2,Eixample,5,el Fort Pienc,138,6,2
2020-01-01,2,Eixample,5,el Fort Pienc,365,7,1
2020-01-01,2,Eixample,5,el Fort Pienc,223,7,2
2020-01-01,2,Eixample,5,el Fort Pienc,2358,8,1
2020-01-01,2,Eixample,5,el Fort Pienc,1896,8,2
2020-01-01,2,Eixample,5,el Fort Pienc,97,9,1
2020-01-01,2,Eixample,5,el Fort Pienc,86,9,2
2020-01-01,2,Eixample,5,el Fort Pienc,8,10,1
2020-01-01,2,Eixample,5,el Fort Pienc,8,10,2
2020-01-01,2,Eixample,5,el Fort Pienc,632,11,1
2020-01-01,2,Eixample,5,el Fort Pienc,544,11,2
2020-01-01,2,Eixample,5,el Fort Pienc,118,12,1
2020-01-01,2,Eixample,5,el Fort Pienc,578,12,2
2020-01-01,2,Eixample,5,el Fort Pienc,66,13,1
2020-01-01,2,Eixample,5,el Fort Pienc,36,13,2
2020-01-01,2,Eixample,5,el Fort Pienc,103,14,1
2020-01-01,2,Eixample,5,el Fort Pienc,142,14,2
2020-01-01,2,Eixample,5,el Fort Pienc,406,15,1
2020-01-01,2,Eixample,5,el Fort Pienc,236,15,2
2020-01-01,2,Eixample,5,el Fort Pienc,185,16,1
2020-01-01,2,Eixample,5,el Fort Pienc,192,16,2
2020-01-01,2,Eixample,5,el Fort Pienc,12322,17,1
2020-01-01,2,Eixample,5,el Fort Pienc,11091,17,2
2020-01-01,2,Eixample,5,el Fort Pienc,470,18,1
2020-01-01,2,Eixample,5,el Fort Pienc,431,18,2
2020-01-01,2,Eixample,5,el Fort Pienc,9,19,1
