Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Valor,LLOC_NAIX_REGIO,SEXE
2001-01-01,1,Ciutat Vella,1,el Raval,6,1,1
2001-01-01,1,Ciutat Vella,1,el Raval,..,1,2
2001-01-01,1,Ciutat Vella,1,el Raval,11,2,1
2001-01-01,1,Ciutat Vella,1,el Raval,13,2,2
2001-01-01,1,Ciutat Vella,1,el Raval,695,3,1
2001-01-01,1,Ciutat Vella,1,el Raval,976,3,2
2001-01-01,1,Ciutat Vella,1,el Raval,..,4,2
2001-01-01,1,Ciutat Vella,1,el Raval,31,5,1
2001-01-01,1,Ciutat Vella,1,el Raval,74,5,2
2001-01-01,1,Ciutat Vella,1,el Raval,420,6,1
2001-01-01,1,Ciutat Vella,1,el Raval,170,6,2
2001-01-01,1,Ciutat Vella,1,el Raval,104,7,1
2001-01-01,1,Ciutat Vella,1,el Raval,70,7,2
2001-01-01,1,Ciutat Vella,1,el Raval,912,8,1
2001-01-01,1,Ciutat Vella,1,el Raval,899,8,2
2001-01-01,1,Ciutat Vella,1,el Raval,26,9,1
2001-01-01,1,Ciutat Vella,1,el Raval,44,9,2
2001-01-01,1,Ciutat Vella,1,el Raval,58,11,1
2001-01-01,1,Ciutat Vella,1,el Raval,60,11,2
2001-01-01,1,Ciutat Vella,1,el Raval,310,12,1
2001-01-01,1,Ciutat Vella,1,el Raval,1787,12,2
2001-01-01,1,Ciutat Vella,1,el Raval,1188,13,1
2001-01-01,1,Ciutat Vella,1,el Raval,769,13,2
2001-01-01,1,Ciutat Vella,1,el Raval,39,14,1
2001-01-01,1,Ciutat Vella,1,el Raval,66,14,2
2001-01-01,1,Ciutat Vella,1,el Raval,63,15,1
2001-01-01,1,Ciutat Vella,1,el Raval,77,15,2
2001-01-01,1,Ciutat Vella,1,el Raval,49,16,1
2001-01-01,1,Ciutat Vella,1,el Raval,57,16,2
2001-01-01,1,Ciutat Vella,1,el Raval,14878,17,1
2001-01-01,1,Ciutat Vella,1,el Raval,13330,17,2
2001-01-01,1,Ciutat Vella,1,el Raval,188,18,1
2001-01-01,1,Ciutat Vella,1,el Raval,192,18,2
2001-01-01,1,Ciutat Vella,1,el Raval,..,19,1
