Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Valor,LLOC_NAIX_REGIO,SEXE
2024-01-01,1,Ciutat Vella,1,el Raval,33,1,1
2024-01-01,1,Ciutat Vella,1,el Raval,27,1,2
2024-01-01,1,Ciutat Vella,1,el Raval,14,2,1
2024-01-01,1,Ciutat Vella,1,el Raval,22,2,2
2024-01-01,1,Ciutat Vella,1,el Raval,851,3,1
2024-01-01,1,Ciutat Vella,1,el Raval,1396,3,2
2024-01-01,1,Ciutat Vella,1,el Raval,12,4,1
2024-01-01,1,Ciutat Vella,1,el Raval,13,4,2
2024-01-01,1,Ciutat Vella,1,el Raval,79,5,1
2024-01-01,1,Ciutat Vella,1,el Raval,178,5,2
2024-01-01,1,Ciutat Vella,1,el Raval,358,6,1
2024-01-01,1,Ciutat Vella,1,el Raval,361,6,2
2024-01-01,1,Ciutat Vella,1,el Raval,405,7,1
2024-01-01,1,Ciutat Vella,1,el Raval,375,7,2
2024-01-01,1,Ciutat Vella,1,el Raval,3162,8,1
2024-01-01,1,Ciutat Vella,1,el Raval,3060,8,2
2024-01-01,1,Ciutat Vella,1,el Raval,182,9,1
2024-01-01,1,Ciutat Vella,1,el Raval,209,9,2
2024-01-01,1,Ciutat Vella,1,el Raval,19,10,1
2024-01-01,1,Ciutat Vella,1,el Raval,21,10,2
2024-01-01,1,Ciutat Vella,1,el Raval,207,11,1
2024-01-01,1,Ciutat Vella,1,el Raval,173,11,2
2024-01-01,1,Ciutat Vella,1,el Raval,2688,12,1
2024-01-01,1,Ciutat Vella,1,el Raval,5146,12,2
2024-01-01,1,Ciutat Vella,1,el Raval,3113,13,1
2024-01-01,1,Ciutat Vella,1,el Raval,2096,13,2
2024-01-01,1,Ciutat Vella,1,el Raval,229,14,1
2024-01-01,1,Ciutat Vella,1,el Raval,290,14,2
2024-01-01,1,Ciutat Vella,1,el Raval,663,15,1
2024-01-01,1,Ciutat Vella,1,el Raval,452,15,2
2024-01-01,1,Ciutat Vella,1,el Raval,366,16,1
2024-01-01,1,Ciutat Vella,1,el Raval,430,16,2
2024-01-01,1,Ciutat Vella,1,el Raval,9112,17,1
2024-01-01,1,Ciutat Vella,1,el Raval,9527,17,2
2024-01-01,1,Ciutat Vella,1,el Raval,757,18,1
2024-01-01,1,Ciutat Vella,1,el Raval,816,18,2
2024-01-01,1,Ciutat Vella,1,el Raval,23,19,1
2024-01-01,1,Ciutat Vella,1,el Raval,39,19,2
2024-01-01,1,Ciutat Vella,1,el Raval,15,23,1
2024-01-01,1,Ciutat Vella,1,el Raval,15,23,2
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,13,1,1
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,17,1,2
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,20,2,1
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,12,2,2
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,441,3,1
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,1642,3,2
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,8,4,1
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,7,4,2
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,49,5,1
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,263,5,2
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,139,6,1
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,114,6,2
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,395,7,1
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,252,7,2
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,2160,8,1
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,2077,8,2
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,183,9,1
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,165,9,2
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,18,10,1
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,12,10,2
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,99,11,1
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,73,11,2
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,699,12,1
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,7008,12,2
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,307,13,1
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,175,13,2
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,152,14,1
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,195,14,2
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,500,15,1
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,362,15,2
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,350,16,1
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,367,16,2
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,3772,17,1
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,3987,17,2
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,568,18,1
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,552,18,2
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,25,19,1
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,31,19,2
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,23,1
2024-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,23,2
2024-01-01,1,Ciutat Vella,3,la Barceloneta,9,1,1
2024-01-01,1,Ciutat Vella,3,la Barceloneta,5,1,2
2024-01-01,1,Ciutat Vella,3,la Barceloneta,5,2,1
2024-01-01,1,Ciutat Vella,3,la Barceloneta,..,2,2
2024-01-01,1,Ciutat Vella,3,la Barceloneta,205,3,1
2024-01-01,1,Ciutat Vella,3,la Barceloneta,339,3,2
2024-01-01,1,Ciutat Vella,3,la Barceloneta,8,4,1
2024-01-01,1,Ciutat Vella,3,la Barceloneta,..,4,2
2024-01-01,1,Ciutat Vella,3,la Barceloneta,7,5,1
2024-01-01,1,Ciutat Vella,3,la Barceloneta,37,5,2
2024-01-01,1,Ciutat Vella,3,la Barceloneta,82,6,1
2024-01-01,1,Ciutat Vella,3,la Barceloneta,86,6,2
2024-01-01,1,Ciutat Vella,3,la Barceloneta,163,7,1
2024-01-01,1,Ciutat Vella,3,la Barceloneta,132,7,2
2024-01-01,1,Ciutat Vella,3,la Barceloneta,1435,8,1
2024-01-01,1,Ciutat Vella,3,la Barceloneta,1253,8,2
2024-01-01,1,Ciutat Vella,3,la Barceloneta,81,9,1
2024-01-01,1,Ciutat Vella,3,la Barceloneta,68,9,2
2024-01-01,1,Ciutat Vella,3,la Barceloneta,10,10,1
2024-01-01,1,Ciutat Vella,3,la Barceloneta,..,10,2
2024-01-01,1,Ciutat Vella,3,la Barceloneta,33,11,1
2024-01-01,1,Ciutat Vella,3,la Barceloneta,31,11,2
2024-01-01,1,Ciutat Vella,3,la Barceloneta,142,12,1
2024-01-01,1,Ciutat Vella,3,la Barceloneta,412,12,2
2024-01-01,1,Ciutat Vella,3,la Barceloneta,32,13,1
2024-01-01,1,Ciutat Vella,3,la Barceloneta,23,13,2
2024-01-01,1,Ciutat Vella,3,la Barceloneta,80,14,1
2024-01-01,1,Ciutat Vella,3,la Barceloneta,82,14,2
2024-01-01,1,Ciutat Vella,3,la Barceloneta,435,15,1
2024-01-01,1,Ciutat Vella,3,la Barceloneta,311,15,2
2024-01-01,1,Ciutat Vella,3,la Barceloneta,191,16,1
2024-01-01,1,Ciutat Vella,3,la Barceloneta,194,16,2
2024-01-01,1,Ciutat Vella,3,la Barceloneta,4075,17,1
2024-01-01,1,Ciutat Vella,3,la Barceloneta,3781,17,2
2024-01-01,1,Ciutat Vella,3,la Barceloneta,383,18,1
2024-01-01,1,Ciutat Vella,3,la Barceloneta,351,18,2
2024-01-01,1,Ciutat Vella,3,la Barceloneta,11,19,1
2024-01-01,1,Ciutat Vella,3,la Barceloneta,22,19,2
2024-01-01,1,Ciutat Vella,3,la Barceloneta,..,23,1
2024-01-01,1,Ciutat Vella,3,la Barceloneta,..,23,2
